"DOI","Institution","period","is_hybrid"
"10.1007/s11187-016-9825-7","Royal Institute of Technology","2017",TRUE
"10.1007/s00125-017-4207-5","Lund University","2017",TRUE
"10.1007/s11663-017-0914-z","Royal Institute of Technology","2017",TRUE
"10.1007/s00170-016-9894-4","Chalmers University of Technology","2017",TRUE
"10.1007/s11325-016-1456-3","Umea University","2017",TRUE
"10.1007/s10955-016-1704-8","Stockholm University","2017",TRUE
"10.1007/s13399-016-0235-5","Lulea University of Technology","2017",TRUE
"10.1007/s11242-016-0810-z","Royal Institute of Technology","2017",TRUE
"10.1007/s00192-017-3268-9","University of Gothenburg","2017",TRUE
"10.1007/s00216-017-0192-2","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s12032-017-0893-6","Örebro University","2017",TRUE
"10.1007/s10851-016-0691-3","Royal Institute of Technology","2017",TRUE
"10.1007/s00374-016-1168-7","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s10545-016-0011-5","University of Gothenburg","2017",TRUE
"10.1007/s00193-017-0709-9","Swedish Defence Research Agency","2017",TRUE
"10.1007/s00024-017-1465-6","Uppsala University","2017",TRUE
"10.1007/s40259-016-0209-y","Umea University","2017",TRUE
"10.1007/s10784-016-9348-3","Lund University","2017",TRUE
"10.1007/s10766-017-0490-5","Linköping University","2017",TRUE
"10.1007/s10461-016-1662-9","Karolinska Institute","2017",TRUE
"10.1007/s11229-016-1301-z","Lund University","2017",TRUE
"10.1007/s00294-016-0675-2","Umea University","2017",TRUE
"10.1007/s10067-016-3525-1","Karolinska Institute","2017",TRUE
"10.1007/s10957-017-1060-0","Linköping University","2017",TRUE
"10.1007/s12187-017-9443-1","Stockholm University","2017",TRUE
"10.1007/s11158-016-9348-8","Stockholm University","2017",TRUE
"10.1007/s00264-016-3381-2","University of Gothenburg","2017",TRUE
"10.1007/s11075-016-0250-4","Chalmers University of Technology","2017",TRUE
"10.1007/s10654-016-0220-0","Karolinska Institute","2017",TRUE
"10.1007/s10344-017-1086-5","Kristianstad University","2017",TRUE
"10.1007/s10846-017-0483-z","Lulea University of Technology","2017",TRUE
"10.1007/s11252-017-0648-3","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s12553-016-0176-9","Kristianstad University","2017",TRUE
"10.1007/s11356-016-8320-7","Stockholm University","2017",TRUE
"10.1007/s13127-016-0317-z","University of Gothenburg","2017",TRUE
"10.1007/s00330-016-4723-6","Lund University","2017",TRUE
"10.1007/s11085-016-9697-x","Chalmers University of Technology","2017",TRUE
"10.1007/s10620-016-4422-9","Örebro University","2017",TRUE
"10.1007/s12230-016-9561-1","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s00187-016-0242-5","Lulea University of Technology","2017",TRUE
"10.1007/s11356-017-8467-x","Stockholm University","2017",TRUE
"10.1007/s10689-016-9953-x","Lund University","2017",TRUE
"10.1007/s10270-017-0579-8","Mälardalen University","2017",TRUE
"10.1007/s00296-016-3641-x","Karolinska Institute","2017",TRUE
"10.1007/s00701-017-3077-4","University of Gothenburg","2017",TRUE
"10.1007/s00023-016-0546-x","Lund University","2017",TRUE
"10.1208/s12248-016-0040-x","Linköping University","2017",TRUE
"10.1007/s13524-016-0536-0","Umea University","2017",TRUE
"10.1007/s00228-017-2196-4","Uppsala University","2017",TRUE
"10.1007/s10732-016-9322-9","Örebro University","2017",TRUE
"10.1007/s10910-016-0728-2","Karolinska Institute","2017",TRUE
"10.1007/s10664-016-9497-6","Blekinge Institute of Technology","2017",TRUE
"10.1007/s10916-017-0685-8","Lulea University of Technology","2017",TRUE
"10.1208/s12248-016-0027-7","Karolinska Institute","2017",TRUE
"10.1007/s11136-016-1479-z","Karolinska Institute","2017",TRUE
"10.1007/s00264-016-3389-7","Lund University","2017",TRUE
"10.1007/s00170-017-0065-z","Lund University","2017",TRUE
"10.1007/s11695-017-2570-4","Örebro University","2017",TRUE
"10.1007/s10164-016-0504-6","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s00248-016-0915-5","Royal Institute of Technology","2017",TRUE
"10.1007/s00265-016-2264-2","Lund University","2017",TRUE
"10.1007/s12186-016-9171-6","Linköping University","2017",TRUE
"10.1007/s10639-017-9576-3","Mid Sweden University","2017",TRUE
"10.1007/s13353-016-0382-1","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s10502-016-9273-9","University of Gothenburg","2017",TRUE
"10.1007/s11053-016-9323-2","Uppsala University","2017",TRUE
"10.1007/s10856-017-5851-5","Uppsala University","2017",TRUE
"10.1007/s10967-017-5172-7","Chalmers University of Technology","2017",TRUE
"10.1007/s00431-016-2843-2","Karolinska Institute","2017",TRUE
"10.1007/s10096-017-2907-x","Lund University","2017",TRUE
"10.1007/s00394-016-1356-0","Karolinska Institute","2017",TRUE
"10.1007/s12144-016-9551-y","Karlstad University","2017",TRUE
"10.1007/s00702-016-1672-9","Uppsala University","2017",TRUE
"10.1007/s10745-016-9882-1","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s12142-016-0442-2","Malmö University","2017",TRUE
"10.1007/s13311-016-0505-8","Uppsala University","2017",TRUE
"10.1007/s11356-016-8248-y","Stockholm University","2017",TRUE
"10.1007/s13280-016-0893-3","Lund University","2017",TRUE
"10.1007/s11661-016-3903-y","Royal Institute of Technology","2017",TRUE
"10.1007/s00784-016-2044-4","Malmö University","2017",TRUE
"10.1007/s00253-017-8089-8","Lulea University of Technology","2017",TRUE
"10.1007/s11085-016-9703-3","Chalmers University of Technology","2017",TRUE
"10.1007/s00384-016-2744-x","University of Gothenburg","2017",TRUE
"10.1007/s11627-016-9797-y","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s10836-016-5638-5","Lund University","2017",TRUE
"10.1007/s11085-016-9695-z","Chalmers University of Technology","2017",TRUE
"10.1007/s11661-016-3902-z","Royal Institute of Technology","2017",TRUE
"10.1007/s11295-017-1103-6","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s41055-017-0008-2","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s10953-017-0581-3","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s11666-017-0532-y","Chalmers University of Technology","2017",TRUE
"10.1007/s11367-016-1241-3","Royal Institute of Technology","2017",TRUE
"10.1007/s11187-016-9815-9","Örebro University","2017",TRUE
"10.1007/s11663-016-0895-3","Royal Institute of Technology","2017",TRUE
"10.1007/s12665-017-6418-y","Stockholm University","2017",TRUE
"10.1007/s10763-016-9795-x","Umea University","2017",TRUE
"10.1007/s11590-017-1108-y","Chalmers University of Technology","2017",TRUE
"10.1007/s00184-017-0610-7","Umea University","2017",TRUE
"10.1007/s11256-016-0394-5","Lund University","2017",TRUE
"10.1007/s11242-017-0819-y","Lulea University of Technology","2017",TRUE
"10.1007/s10641-016-0563-0","Swedish University of Agricultural Sciences","2017",TRUE
"10.1007/s00228-016-2188-9","University of Gothenburg","2017",TRUE
"10.1007/s10708-016-9761-8","Stockholm University","2017",TRUE
"10.1007/s11217-017-9564-5","Örebro University","2017",TRUE
"10.1007/s00605-017-1019-0","Royal Institute of Technology","2017",TRUE
