agreement;institution;period;doi;is_hybrid
CSIC-Portland Press;Consejo Superior de Investigaciones Cientificas (CSIC);2021;10.1042/EBC20210058;TRUE
CSIC-Portland Press;Consejo Superior de Investigaciones Cientificas (CSIC);2021;10.1042/BST20211115;TRUE
