"INSTITUTION","PERIOD","AGREEMENT","DOI","IS_HIBRID","PUBLISHER","JOURNAL_FULL_TITLE","ISSN"
"University of Milan",2022,"University of Milan - ACS","10.1021/acssuschemeng.1c07028","TRUE","ACS","ACS Sustainable Chemistry & Engineering","2168-0485"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jchemed.2c00951","TRUE","ACS","Journal of Chemical Education","1938-1328"
"University of Milan",2022,"University of Milan - ACS","10.1021/acschembio.2c00532","TRUE","ACS","ACS Chemical Biology","1554-8937"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jmedchem.2c01256","TRUE","ACS","Journal of Medicinal Chemistry","1520-4804"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpcc.1c06953","TRUE","ACS","The Journal of Physical Chemistry C","1932-7455"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpclett.1c04087","TRUE","ACS","The Journal of Physical Chemistry Letters","1948-7185"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpcc.2c02137","TRUE","ACS","The Journal of Physical Chemistry C","1932-7455"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpcc.2c07489","TRUE","ACS","The Journal of Physical Chemistry C","1932-7455"
"University of Milan",2022,"University of Milan - ACS","10.1021/acscatal.2c03025","TRUE","ACS","ACS Catalysis","2155-5435"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jctc.2c00760","TRUE","ACS","Journal of Chemical Theory and Computation","1549-9626"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpca.2c06322","TRUE","ACS","The Journal of Physical Chemistry A","1520-5215"
"University of Milan",2022,"University of Milan - ACS","10.1021/acsmedchemlett.1c00354","TRUE","ACS","ACS Medicinal Chemistry Letters","1948-5875"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.joc.2c02613","TRUE","ACS","The Journal of Organic Chemistry","0022-3263"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpcc.1c09542","TRUE","ACS","The Journal of Physical Chemistry C","1932-7455"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jafc.1c07520","TRUE","ACS","Journal of Agricultural and Food Chemistry","1520-5118"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.cgd.2c00846","TRUE","ACS","Crystal Growth & Design","1528-7505"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jchemed.1c01141","TRUE","ACS","Journal of Chemical Education","1938-1328"
"University of Milan",2022,"University of Milan - ACS","10.1021/acs.jpcc.0c11607","TRUE","ACS","The Journal of Physical Chemistry C","1932-7455"
"University of Milan",2022,"University of Milan - ACS","10.1021/acsaem.2c02597","TRUE","ACS","ACS Applied Energy Materials","2574-0962"
"University of Milan",2022,"University of Milan - ACS","10.1021/acscatal.2c05237","TRUE","ACS","ACS Catalysis","2155-5435"
