"institution","period","doi","is_hybrid","agreement"
"Aalto University",2022,"10.1145/3503161.3551572","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3526113.3545671","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3526113.3545689","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3547522.3558902","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3549486","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3549496","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3555009.3555012","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3555009.3555013","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3555858.3555925","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3561975.3562943","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3563041","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3564721.3564728","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3565271","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3551660.3560921","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3564822","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1145/3569372","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3550340.3564225","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3555858.3555912","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3555858.3555950","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3569219.3569411","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3572772","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3546155.3546677","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3569219.3569346","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3555858.3555933","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3555858.3555941","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3569219.3569343","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3569219.3569391","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3569219.3569414","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3564721.3564743","TRUE","FinELib ACM agreement"
"Tampere University including Tampere University Hospital & Tampere University of Applied Sciences",2022,"10.1145/3556564.3558238","TRUE","FinELib ACM agreement"
"University of Helsinki including Helsinki University Central Hospital",2022,"10.1145/3511808.3557687","TRUE","FinELib ACM agreement"
"University of Helsinki including Helsinki University Central Hospital",2022,"10.1145/3555858.3555930","TRUE","FinELib ACM agreement"
"University of Helsinki including Helsinki University Central Hospital",2022,"10.1145/3567444","TRUE","FinELib ACM agreement"
"University of Helsinki including Helsinki University Central Hospital",2022,"10.1145/3568160.3570234","TRUE","FinELib ACM agreement"
"University of Jyväskylä",2022,"10.1145/3561212.3561220","TRUE","FinELib ACM agreement"
"University of Lapland",2022,"10.1145/3568444.3568456","TRUE","FinELib ACM agreement"
"University of Oulu including Oulu University Hospital",2022,"10.1145/3549036.3562057","TRUE","FinELib ACM agreement"
"University of Oulu including Oulu University Hospital",2022,"10.1145/3568444.3568464","TRUE","FinELib ACM agreement"
"University of Oulu including Oulu University Hospital",2022,"10.1145/3563394","TRUE","FinELib ACM agreement"
"University of Oulu including Oulu University Hospital",2022,"10.1145/3578265","TRUE","FinELib ACM agreement"
"University of Oulu including Oulu University Hospital",2022,"10.1145/3546155.3546705","TRUE","FinELib ACM agreement"
"University of Oulu including Oulu University Hospital",2022,"10.1145/3569219.3569376","TRUE","FinELib ACM agreement"
"VTT Technical Research Centre of Finland",2022,"10.1145/3566099.3569005","TRUE","FinELib ACM agreement"
"VTT Technical Research Centre of Finland",2022,"10.1145/3566099.3569006","TRUE","FinELib ACM agreement"
"VTT Technical Research Centre of Finland",2022,"10.1145/3552327.3552337","TRUE","FinELib ACM agreement"
"Aalto University",2022,"10.1021/acsaelm.1c01175","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acsomega.1c06773","FALSE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acsami.1c25227","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acs.jafc.1c08161","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acs.nanolett.1c03491","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acs.langmuir.1c03434","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acsami.1c21785","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acssuschemeng.2c00284","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acs.chemmater.1c03179","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acsapm.2c00177","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acssuschemeng.2c00771","TRUE","FinELib ACS agreement"
"Aalto University",2022,"10.1021/acsami.2c01086","TRUE","FinELib ACS agreement"
