"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Darmstadt University of Applied Sciences",2023,4500,"10.14512/9783987263132",FALSE,"oekom Verlag","Zukunftsorientierte nachhaltige Stadtentwicklung; Eine transdisziplinäre Untersuchung am Beispiel eines innerstädtischen Quartiers","978-3-98726-313-2","978-3-98726-313-2",NA,NA,TRUE,FALSE
