"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Marburg U",2024,2000,"10.1628/978-3-16-163191-7",FALSE,"Mohr Siebeck","Absoluter Schutz von Blockchain-Token","978-3-16-163191-7",NA,"978-3-16-163191-7","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Marburg U",2024,3280,"10.14631/978-3-96317-928-0",FALSE,"Büchner-Verlag eG","Meme Marketing in Social Media","978-3-96317-928-0",NA,"978-3-96317-928-0","https://creativecommons.org/licenses/by-nc/4.0/",TRUE,FALSE
"Marburg U",2024,2000,"10.14361/9783839473061",FALSE,"transcript Verlag","Securitising Decolonisation","978-3-8376-7306-7","978-3-8376-7306-7","978-3-8394-7306-1","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Marburg U",2024,2000,"10.1628/978-3-16-163666-0",FALSE,"Mohr Siebeck","Johann Lorenz von Mosheim als Prediger der Aufklärung","978-3-16-163666-0",NA,"978-3-16-163666-0","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Marburg U",2024,2000,"10.1628/978-3-16-163875-6",FALSE,"Mohr Siebeck","Der Zahlungsauslösedienstleister","978-3-16-163875-6",NA,"978-3-16-163875-6","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Marburg U",2024,9345.07,"10.1628/978-3-16-163998-2",FALSE,"Mohr Siebeck","Tokenized Finance","978-3-16-163998-2",NA,"978-3-16-163998-2","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Marburg U",2024,3500,"10.1515/9783110697407",FALSE,"De Gruyter","Religion und Geschlecht","978-3-11-069740-7",NA,"978-3-11-069740-7","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"Marburg U",2024,7198.33,"10.14220/9783737017558",FALSE,"V&R unipress","Internationale Bildungskooperation im Bereich Deutsch als Fremdsprache","978-3-7370-1755-8","978-3-7370-1755-8","978-3-7370-1755-8",NA,TRUE,TRUE
"Marburg U",2024,3570,"10.26530/20.500.12657/93295",FALSE,"Frank & Timme","Mixed-Methods-Designs in der Spracherwerbsforschung : Eine multiperspektivische Untersuchung des Empathieausdrucks von Kindern","978-3-7329-8820-4","978-3-7329-8820-4",NA,NA,TRUE,FALSE
