institution;period;euro;doi;is_hybrid;publisher;journal_full_title;issn/isbn;issn_print;issn_electronic;url;;;
Université de Technologie de Troyes;2023;1.020,68;10.1016/j.orp.2023.100269;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;2.396,96;10.3390/s23041851;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;1.831,25;10.1109/access.2023.3263042;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;300;10.1051/smdo/2023015;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;963,91;10.3390/a16030161;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;1.505;10.1186/s40691-023-00357-5;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;440;10.1002/adpr.202300012;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;378,19;10.1186/s40580-023-00358-6;FALSE;;;;;;;;;
Université de Technologie de Troyes;2023;2.208,95;10.3390/en16062632;FALSE;;;;;;;;;
