"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn";"issn_print";"issn_electronic";"url"
"Université de Tours";2017;1255,45;"10.1063/1.4976298";"FALSE";;;;;;
"Université de Tours";2017;2556,62;"10.1016/j.jmbbm.2017.09.009";"TRUE";;;;;;
"Université de Tours";2017;2091,60;"10.3389/fpls.2017.01614";"FALSE";;;;;;
"Université de Tours";2017;2141,40;"10.3389/fimmu.2017.01556";"FALSE";;;;;;
"Université de Tours";2017;2141,40;"10.3389/fimmu.2017.00926";"FALSE";;;;;;
"Université de Tours";2017;1200,00;"10.3813/AAA.919127";"TRUE";;;;;;
"Université de Tours";2017;258,85;"10.13189/eer.2017.050606";"FALSE";;;;;;
"Université de Tours";2017;1068,65;"10.3390/en10111701";"FALSE";;;;;;
"Université de Tours";2017;1274,49;"10.1371/journal.pone.0181680";"FALSE";;;;;;
"Université de Tours";2017;1274,49;"10.1371/journal.pone.0183232";"FALSE";;;;;;
"Université de Tours";2017;1384,89;"10.1371/journal.pone.0174852";"FALSE";;;;;;
"Université de Tours";2017;1165,00;"10.1038/srep40453 ";"FALSE";;;;;;
"Université de Tours";2017;1305,00;"10.1038/s41598-017-15447-w";"FALSE";;;;;;
"Université de Tours";2017;1305,00;"10.1038/s41598-017-17389-9";"FALSE";;;;;;
"Université de Tours";2017;1305,00;"10.1038/s41598-017-14230-1";"FALSE";;;;;;
"Université de Tours";2017;1293,30;"10.1080/19420862.2017.1325051";"FALSE";;;;;;
"Université de Tours";2017;1642,00;"10.1002/brb3.786";"FALSE";;;;;;
"Université de Tours";2018;473,00;"10.1166/jolpe.2018.1555";"FALSE";;;;;;
"Université de Tours";2018;1745,00;"10.1186/s12951-018-0341-6";"FALSE";;;;;;
"Université de Tours";2018;1710,00;"10.5194/bg-15-2251-2018";"FALSE";;;;;;
"Université de Tours";2018;1253,18;"10.1074/jbc.RA118.001922";"TRUE";;;;;;
"Université de Tours";2018;2160,00;"10.1016/j.mssp.2018.12.013";"TRUE";;;;;;
"Université de Tours";2018;2507,50;"10.3389/fpls.2018.00798";"FALSE";;;;;;
"Université de Tours";2018;2537,00;"10.3389/fimmu.2018.02259";"FALSE";;;;;;
"Université de Tours";2018;1777,86;"10.3389/fnmol.2018.00015";"FALSE";;;;;;
"Université de Tours";2018;1992,00;"10.3389/fimmu.2018.00317";"FALSE";;;;;;
"Université de Tours";2018;2596,00;"10.3389/fpsyg.2018.02429";"FALSE";;;;;;
"Université de Tours";2018;615,09;"10.3390/cells7110191";"FALSE";;;;;;
"Université de Tours";2018;1537,16;"10.3390/md16040101";"FALSE";;;;;;
"Université de Tours";2018;1292,81;"10.3390/ma11081358";"FALSE";;;;;;
"Université de Tours";2018;185,76;"10.11604/pamj.2018.31.219.12966";"FALSE";;;;;;
"Université de Tours";2018;258,01;"10.4236/ojapps.2018.81003";"FALSE";;;;;;
"Université de Tours";2018;1370,00;"10.1038/s41598-018-29077-3";"FALSE";;;;;;
"Université de Tours";2018;1370,00;"10.1038/s41598-018-36858-3";"FALSE";;;;;;
"Université de Tours";2018;1370,00;"10.1038/s41598-018-24576-9";"FALSE";;;;;;
"Université de Tours";2018;2940,00;"10.1038/s41398-018-0212-9";"FALSE";;;;;;
"Université de Tours";2018;2150,00;"10.1038/s41426-018-0026-0";"FALSE";;;;;;
"Université de Tours";2018;88,00;"10.1055/s-0037-1610400";"FALSE";;;;;;
"Université de Tours";2018;132,00;"10.1055/s-0037-161039";"FALSE";;;;;;
"Université de Tours";2018;2838,00;"10.1097/YCT.0000000000000546";"TRUE";;;;;;
"Université de Tours";2019;1745,00;"10.1186/s12951-019-0463-5";"FALSE";;;;;;
"Université de Tours";2019;1800,00;"10.1186/s12863-019-0719-y";"FALSE";;;;;;
"Université de Tours";2019;356,17;"10.26717/BJSTR.2019.16.002859";"FALSE";;;;;;
"Université de Tours";2019;900,00;"10.17645/up.v4i1.1740";"FALSE";;;;;;
"Université de Tours";2019;2655,00;"10.3389/fimmu.2019.01297";"FALSE";;;;;;
"Université de Tours";2019;1539,00;"10.3389/fevo.2019.00516";"FALSE";;;;;;
"Université de Tours";2019;1369,71;"10.3389/fonc.2019.00451";"FALSE";;;;;;
"Université de Tours";2019;937,50;"10.1088/2053-1591/ab6647";"FALSE";;;;;;
"Université de Tours";2019;1212,43;"10.3390/ijms20194747";"FALSE";;;;;;
"Université de Tours";2019;1629,47;"10.3390/ma12162511";"FALSE";;;;;;
"Université de Tours";2019;772,96;"10.3390/ph12040176";"FALSE";;;;;;
"Université de Tours";2019;1589,93;"10.3390/cancers11040561";"FALSE";;;;;;
"Université de Tours";2019;484,00;"10.3390/jcm8050641";"FALSE";;;;;;
"Université de Tours";2019;884,04;"10.3390/info10050178";"FALSE";;;;;;
"Université de Tours";2019;1270,81;"10.3390/vaccines7030074";"FALSE";;;;;;
"Université de Tours";2019;1588,28;"10.3390/cells8020180";"FALSE";;;;;;
"Université de Tours";2019;1636,85;"10.3390/cancers11111814";"FALSE";;;;;;
"Université de Tours";2019;3180,00;"10.1093/brain/awz078";"TRUE";;;;;;
"Université de Tours";2019;877,50;"10.1039/c8ra08430k";"FALSE";;;;;;
"Université de Tours";2019;572,41;"10.3844/jcssp.2019.1710.1720 ";"FALSE";;;;;;
"Université de Tours";2019;1490,00;"10.1038/s41598-019-50885-8";"FALSE";;;;;;
"Université de Tours";2019;1490,00;"10.1038/s41598-019-39833-8";"FALSE";;;;;;
"Université de Tours";2019;2990,00;"10.1007/s00702-019-02084-y";"TRUE";;;;;;
"Université de Tours";2019;1490,00;"10.1038/s41598-019-52824-z";"FALSE";;;;;;
"Université de Tours";2019;1490,00;"10.1038/s41598-019-55197-5";"FALSE";;;;;;
"Université de Tours";2019;2218,77;"10.1080/19420862.2019.1612691";"FALSE";;;;;;
"Université de Tours";2019;2399,40;"10.1080/19420862.2019.1664365";"FALSE";;;;;;
"Université de Tours";2019;168,80;"10.35840/2631-5076/9232";"FALSE";;;;;;
"Université de Tours";2019;1309,00;"10.1002/mgg3.786";"FALSE";;;;;;
"Université de Tours";2020;636,00;"10.1021/acsomega.0c01647";"TRUE";;;;;;
"Université de Tours";2020;2947,24;"10.1194/jlr.RA120000634";"FALSE";;;;;;
"Université de Tours";2020;1301,17;"10.1128/JVI.00086-20";"TRUE";;;;;;
"Université de Tours";2020;2633,04;"10.1182/bloodadvances.2020002042";"FALSE";;;;;;
"Université de Tours";2020;2278,00;"10.1186/s13058-020-01276-9";"FALSE";;;;;;
"Université de Tours";2020;1380,00;"10.1136/jitc-2020-001242";"FALSE";;;;;;
"Université de Tours";2020;4550,00;"10.1016/j.celrep.2020.108116";"FALSE";;;;;;
"Université de Tours";2020;2478,00;"10.3389/fpls.2020.508658";"FALSE";;;;;;
"Université de Tours";2020;2507,50;"10.3389/fbioe.2020.589782";"FALSE";;;;;;
"Université de Tours";2020;2714,00;"10.3389/fimmu.2020.00168";"FALSE";;;;;;
"Université de Tours";2020;1880,63;"10.3389/fneur.2020.00697";"FALSE";;;;;;
"Université de Tours";2020;2625,50;"10.3389/fneur.2020.00754";"FALSE";;;;;;
"Université de Tours";2020;2478,00;"10.3389/fimmu.2020.02183";"FALSE";;;;;;
"Université de Tours";2020;2478,00;"10.3389/fpls.2020.581816";"FALSE";;;;;;
"Université de Tours";2020;1070,23;"10.3389/fmats.2020.00186";"FALSE";;;;;;
"Université de Tours";2020;2714,00;"10.3389/fpsyg.2020.00812";"FALSE";;;;;;
"Université de Tours";2020;2507,50;"10.3389/fimmu.2020.573040";"FALSE";;;;;;
"Université de Tours";2020;1184,51;"10.3390/biom10121595";"FALSE";;;;;;
"Université de Tours";2020;1047,84;"10.3390/ijms21176028";"FALSE";;;;;;
"Université de Tours";2020;1893,18;"10.3390/molecules25092203";"FALSE";;;;;;
"Université de Tours";2020;1016,00;"10.3390/jcm9103356";"FALSE";;;;;;
"Université de Tours";2020;1859,95;"10.3390/ijms21155259";"FALSE";;;;;;
"Université de Tours";2020;1667,75;"10.3390/pharmaceutics12100921";"FALSE";;;;;;
"Université de Tours";2020;1677,54;"10.3390/ijms21155470";"FALSE";;;;;;
"Université de Tours";2020;1363,09;"10.3390/genes11050537";"FALSE";;;;;;
"Université de Tours";2020;1514,54;"10.3390/ijms21082911";"FALSE";;;;;;
"Université de Tours";2020;1869,68;"10.3390/jcm9072054";"FALSE";;;;;;
"Université de Tours";2020;1643,87;"10.3390/cells9010068";"FALSE";;;;;;
"Université de Tours";2020;1853,05;"10.3390/cells9102198";"FALSE";;;;;;
"Université de Tours";2020;1682,72;"10.3390/cancers12071989";"FALSE";;;;;;
"Université de Tours";2020;1869,68;"10.3390/cells9061486";"FALSE";;;;;;
"Université de Tours";2020;1869,68;"10.3390/v12070738";"FALSE";;;;;;
"Université de Tours";2020;833,87;"10.3390/polym12102350";"FALSE";;;;;;
"Université de Tours";2020;1101,60;"10.3390/biom10010050";"FALSE";;;;;;
"Université de Tours";2020;1682,72;"10.3390/ijms21134786";"FALSE";;;;;;
"Université de Tours";2020;1869,68;"10.3390/ijms21144965";"FALSE";;;;;;
"Université de Tours";2020;1508,64;"10.3390/cancers12040860";"FALSE";;;;;;
"Université de Tours";2020;1853,05;"10.3390/nu12113292";"FALSE";;;;;;
"Université de Tours";2020;2814,00;"10.1093/ofid/ofaa140";"FALSE";;;;;;
"Université de Tours";2020;1441,22;"10.1371/journal.pone.0225485";"FALSE";;;;;;
"Université de Tours";2020;1470,59;"10.1371/journal.pone.0233681";"FALSE";;;;;;
"Université de Tours";2020;1352,56;"10.1371/journal.pone.0237565";"FALSE";;;;;;
"Université de Tours";2020;1437,36;"10.1371/journal.pone.0239742";"FALSE";;;;;;
"Université de Tours";2020;1701,11;"10.1084/jem.20200872";"TRUE";;;;;;
"Université de Tours";2020;1570,00;"10.1038/s41598-020-64951-z";"FALSE";;;;;;
"Université de Tours";2020;1570,00;"10.1038/s41598-020-72759-0";"FALSE";;;;;;
"Université de Tours";2020;1230,00;"10.1186/s41181-020-00105-w";"FALSE";;;;;;
"Université de Tours";2020;3060,00;"10.1007/s12026-020-09121-z";"TRUE";;;;;;
"Université de Tours";2020;1570,00;"10.1038/s41598-020-73975-4";"FALSE";;;;;;
"Université de Tours";2020;1570,00;"10.1038/s41598-020-62349-5";"FALSE";;;;;;
"Université de Tours";2020;1570,00;"10.1038/s41598-020-70378-3";"FALSE";;;;;;
"Université de Tours";2020;950,00;"10.1080/20008198.2020.1800245";"FALSE";;;;;;
"Université de Tours";2020;1450,00;"10.1080/20008198.2020.1733248";"FALSE";;;;;;
"Université de Tours";2020;76,73;"10.1080/2162402X.2020.1848058";"FALSE";;;;;;
"Université de Tours";2020;2076,00;"10.1002/cam4.3067";"FALSE";;;;;;
"Université de Tours";2020;2850,00;"10.1111/jcmm.15612";"FALSE";;;;;;
"Université de Tours";2020;2600,00;"10.1002/jcsm.12633";"FALSE";;;;;;
