institution;apc;period;doi;currency;is_hybrid;euro
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0137380;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0136870;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0136492;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0135251;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0142109;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0145433;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0147427;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0153745;USD;TRUE;3227.21
Consejo Superior de Investigaciones Cientificas (CSIC);3500;2023;10.1063/5.0157994;USD;TRUE;3227.21
