institution;period;euro;DOI;is_hybrid
Fachhochschule Potsdam;2022;2730;10.1080/21670811.2022.2134161;TRUE
Fachhochschule Potsdam;2022;1188.83;10.1016/j.chbr.2022.100195;FALSE
