"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205213383",FALSE,"Böhlau","Die Kaiserin","978-3-205-21337-6","978-3-205-21337-6","978-3-205-21338-3","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,2800,NA,FALSE,"INSTITUTO GIULIANO DI STORIA","Die Kriegserinnerungen Von Alojzij Res","978-88-944276-3-9",NA,NA,"CC BY",FALSE,FALSE
"FWF - Austrian Science Fund",2020,10000,NA,FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","Die Mittelalterlichen Handschriften Im Kloster Neustift","978-3-7001-8625-0",NA,NA,"CC BY",FALSE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.1553/0x003ba901",FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","The Ontological Nature of Part-Whole Oscillations","978-3-7001-8592-5",NA,NA,"CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.1553/978oeaw86021",FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","Ernst Fuchs und die Weltgeltung der Wiener Ophthalmologischen Schule um 1900","978-3-7001-8602-1",NA,NA,"CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205211938",FALSE,"Böhlau","Europäische Bild- und Buchkultur im 13. Jahrhundert","978-3-205-21192-1","978-3-205-21192-1","978-3-205-21193-8","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.1515/9783110683066",FALSE,"De Gruyter","Existentialismus in Österreich","978-3-11-068306-6",NA,"978-3-11-068306-6","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.13109/9783666552908",FALSE,"Vandenhoeck & Ruprecht","Der gerettete Retter","978-3-525-55290-2","978-3-525-55290-2","978-3-666-55290-8","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.1007/978-3-030-61728-8",FALSE,"Springer International Publishing","Community and Identity in Contemporary Technosciences","978-3-030-61727-1","978-3-030-61727-1","978-3-030-61728-8","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FWF - Austrian Science Fund",2020,8100,"10.1515/9783110520620",FALSE,"De Gruyter","Geschichte der Krim","978-3-11-052062-0",NA,"978-3-11-052062-0","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,9000,"10.29091/9783954907861",FALSE,"Reichert Verlag","Gesellschaft und Wirtschaft im archaischen Süditalien","978-3-95490-786-1",NA,NA,"CC BY-NC",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,8500,NA,FALSE,"C.H. Beck Verlag","Günther Anders: Schriften Zu Kunst Und Film","978-3-406-74771-7",NA,NA,"CC BY",FALSE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.23799/97837410o1345",FALSE,"Schüren Verlag GmbH","Hier Und Anderswo. Palästina-Israel Im Essayistischen Film","978-3-7410-0337-0",NA,NA,"CC BY",FALSE,FALSE
"FWF - Austrian Science Fund",2020,8250,"10.1484/m.celama-eb.5.118545",FALSE,"Brepols Publishers","Historiography and Identity III: Carolingian Approaches","978-2-503-58655-7","978-2-503-58655-7","978-2-503-58656-4","CC BY-NC",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.1515/9783110705621",FALSE,"De Gruyter","In Diensten des Afrikanischen Sozialismus","978-3-11-070562-1",NA,"978-3-11-070562-1","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205211884",FALSE,"Böhlau","Auf die Tour!","978-3-205-21187-7","978-3-205-21187-7","978-3-205-21188-4","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.1515/9783110697667",FALSE,"De Gruyter","Kirchenbild und Kircheneinheit","978-3-11-069766-7",NA,"978-3-11-069766-7","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,19200,"10.4337/9781788111560",FALSE,"Edward Elgar Publishing","A Commentary on the Council of Europe Convention on Action against Trafficking in Human Beings","978-1-78811-156-0",NA,"978-1-78811-156-0","CC BY-NC",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205212355",FALSE,"Vandenhoeck & Ruprecht","Literatur in Österreich 1938-1945","978-3-205-21234-8","978-3-205-21234-8","978-3-205-21235-5","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,11700,"10.7767/9783205212171",FALSE,"Böhlau","Mauthausen und die nationalsozialistische Expansions- und Verfolgungspolitik","978-3-205-20784-9","978-3-205-20784-9","978-3-205-21217-1","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.1515/9783110693461",FALSE,"De Gruyter","Opfernarrative in transnationalen Kontexten","978-3-11-069346-1",NA,"978-3-11-069346-1","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,14000,"10.1553/978oeaw86151",FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","Punta di Zambrone I","978-3-7001-8615-1",NA,NA,"CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.1553/0x003be698",FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","Regenzeiten, Feuchtgebiete, Körpersäfte","978-3-7001-8547-5",NA,NA,"CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,18000,NA,FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","Reverberations Of Dharmakīrti‘S Philosophy: Proceedings Of The Fifth International Dharmakīrti Conference Heidelberg August 26 To 30, 2014","978-3-7001-8781-3",NA,NA,"CC BY",FALSE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205212461",FALSE,"Böhlau","Sakralmöbel aus Österreich. Von Tischlern und ihren Arbeiten im Zeitalter des Absolutismus","978-3-205-21245-4","978-3-205-21245-4","978-3-205-21246-1","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.1553/978oeaw86427",FALSE,"Verlag der Österreichischen Akademie der Wissenschaften","Schöne Wissenschaften","978-3-7001-8642-7",NA,NA,"CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205212133",FALSE,"Böhlau","Else Feldmann: Schreiben vom Rand","978-3-205-21212-6","978-3-205-21212-6","978-3-205-21213-3","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205212317",FALSE,"Böhlau","Strategen im Literaturkampf","978-3-205-21230-0","978-3-205-21230-0","978-3-205-21231-7","CC BY",TRUE,FALSE
"FWF - Austrian Science Fund",2020,10000,"10.7767/9783205212331",FALSE,"Böhlau","Transformationen städtischer Umwelt","978-3-205-21232-4","978-3-205-21232-4","978-3-205-21233-1","CC BY",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2020,10000,"10.46499/1465",FALSE,"Wochenschau Verlag","Von PISA nach Wien. Historische und politische Kompetenzen in der Unterrichtspraxis. Empirische Befunde aus qualitativen Interviews mit Lehrkräften","978-3-7344-1234-9",NA,NA,"CC BY",TRUE,FALSE
