"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FWF - Austrian Science Fund",2022,9000,NA,NA,"ad picturam","Wie der Titel zu den Bildern kam. Die livrets des Pariser Salons","978-3-942919-15-9",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.14220/9783737013116",NA,"V&R unipress","Intim und respektabel","978-3-8471-1311-9","978-3-8471-1311-9","978-3-7370-1311-6",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.14220/9783737015042",NA,"V&R unipress","Worauf ich mich verlassen kann","978-3-8471-1504-5","978-3-8471-1504-5","978-3-7370-1504-2",NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2022,10000,"10.7788/9783412526757",NA,"Böhlau","Moskaus (in)existente Mittelschicht","978-3-412-52674-0","978-3-412-52674-0","978-3-412-52675-7",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.7788/9783412527860",NA,"Böhlau","Die Schenkung unter Auflage im römischen Recht","978-3-412-52785-3","978-3-412-52785-3","978-3-412-52786-0",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.7767/9783205216193",NA,"Böhlau","Kollektivität","978-3-205-21613-1","978-3-205-21613-1","978-3-205-21619-3",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,18000,NA,NA,"Böhlau","The Management of Opera (1861-1918)","978-3-205-21652-0",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2022,14000,NA,NA,"Böhlau","Kunst und Zeremoniell in Rom während des Pontifikates von Paul V. (1605-1621)","978-3-205-21664-3",NA,NA,NA,FALSE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2022,10000,NA,NA,"Böhlau","Angepasst oder selbstbestimmt?","978-3-205-21728-2",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.7767/9783205217732",NA,"Böhlau","Albert Jäger (1801-1891). ""Erinnerungen aus meinem Leben""","978-3-205-21772-5","978-3-205-21772-5","978-3-205-21773-2",NA,TRUE,TRUE
"FWF - Austrian Science Fund",2022,10000,NA,NA,"Böhlau","Los Vieneses","978-3-205-21783-1",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.7767/9783205217527",NA,"Böhlau","Glanz und Elend der Aufklärung in Wien","978-3-205-21751-0","978-3-205-21751-0","978-3-205-21752-7",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,8000,NA,NA,"C.H. Beck Verlag","Gut, dass wir einmal die hot potatoes ausgraben: Briefwechsel mit Theodor W. Adorno, Ernst Bloch, Max Horkheimer, Herbert Marcuse und Helmuth Plessner","978-3-406-79164-2",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2022,17299,"Emerald Publishing Limited","Digital Transformations of Illicit Drug Markets","978-1-80043-869-9",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2022,11266,"10.25162/9783515133494",NA,"Franz Steiner Verlag","Housing the Poor. The Right to the City and Policy Arrangements in Urban Indonesia","978-3-515-13349-4","978-3-515-13349-4",NA,NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,18000,"10.2307/jj.4953546",NA,"Hollitzer Verlag","Ludwig Senfl: Motets For Six And Eight Voices, Canons. New Senfl Edition 4","978-3-99094-050-1",NA,"978-3-99094-050-1",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.52018/inkb-00315-k000",NA,"Jan Sramek Verlag","Abwägung im Kommunikationsstrafrecht","978-3-7097-0315-1",NA,NA,NA,FALSE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2022,17000,"10.1163/9789004535282",NA,"Brill","A South Indian Digest of Commentaries on the Nyāyasūtra","978-90-04-53528-2","978-90-04-53348-6","978-90-04-53528-2",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2022,10000,"10.52038/9783643511102",NA,"LIT Verlag","Das neue Volk Gottes in Hispanien","978-3-643-66156-2",NA,"978-3-643-66156-2",NA,TRUE,TRUE
