Institution  ; Period ; EURO ;DOI;is_hybrid;Publisher;Journal_full_title;Funding Programme;Notiz 
Austrian Science Fund (FWF);2022;2.077,99 ;10.1088/1367-2630/ac5002;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.077,99 ;10.1088/1367-2630/ac5b56;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.077,99 ;10.1088/1367-2630/ac5dfa;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.077,99 ;10.1088/1367-2630/ac6317;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.134,73 ;10.1088/1367-2630/ac8113;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.134,73 ;10.1088/1367-2630/ac85d5;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.134,73 ;10.1088/1367-2630/ac8cab;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.058,99 ;10.1088/1367-2630/ac9ed6;FALSE;IOP PUBLISHING;New Journal of Physics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.865,22 ;10.1088/1361-6544/ac591f;TRUE;IOP PUBLISHING;Nonlinearity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.936,14 ;10.1088/1361-6544/ac62df;TRUE;IOP PUBLISHING;Nonlinearity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.936,14 ;10.1088/1361-6544/ac62dd;TRUE;IOP PUBLISHING;Nonlinearity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.936,14 ;10.1088/1361-6544/ac7b04;TRUE;IOP PUBLISHING;Nonlinearity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.936,14 ;10.1088/1361-6544/ac8219;TRUE;IOP PUBLISHING;Nonlinearity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.831,97 ;10.1088/1361-6544/ac8fd8;TRUE;IOP PUBLISHING;Nonlinearity;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;774,46 ;10.1088/1741-4326/ac592a;TRUE;IOP PUBLISHING;Nuclear Fusion;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.707,39 ;10.1088/1741-4326/aca9e0;TRUE;IOP PUBLISHING;Nuclear Fusion;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.147,92 ;10.1088/1402-4896/ac95da;TRUE;IOP PUBLISHING;Physica Scripta;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.907,21 ;10.1088/1361-6560/ac9c41;TRUE;IOP PUBLISHING;Physics in Medicine & Biology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;2.886,69 ;10.1088/1538-3873/aca17d;TRUE;IOP PUBLISHING;Publications of the Astronomical Society of the Pacific;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;3.744,64 ;10.1088/2058-9565/ac6ca5;TRUE;IOP PUBLISHING;Quantum Science and Technology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;3.744,64 ;10.1088/2058-9565/ac77b3;TRUE;IOP PUBLISHING;Quantum Science and Technology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;3.611,78 ;10.1088/2058-9565/acae3d;TRUE;IOP PUBLISHING;Quantum Science and Technology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;3.014,15 ;10.1088/1361-6668/ac6cab;TRUE;IOP PUBLISHING;Superconductor Science and Technology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;3.014,15 ;10.1088/1361-6668/ac883c;TRUE;IOP PUBLISHING;Superconductor Science and Technology;Peer-Reviewed Publications;Transformative Agreement 
Austrian Science Fund (FWF);2022;1.500,00 ;10.3233/JPD-223183;TRUE;IOS PRESS;Journal of Parkinson's Disease;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.583,91 ;10.3390/ani12030326;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.583,91 ;10.3390/ani12040522;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.216,13 ;10.3390/ani12121574;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.231,26 ;10.3390/ani12091095;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.821,51 ;10.3390/ani12162119;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.821,51 ;10.3390/ani12172212;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;793,35 ;10.3390/ani12243508;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.753,61 ;10.3390/ani13010047;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Animals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/antibiotics11020257;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antibiotics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.872,47 ;10.3390/antiox11030556;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/antiox11061096;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/antiox11051011;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.469,42 ;10.3390/antiox11091741;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.049,34 ;10.3390/antiox11101995;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.738,66 ;10.3390/antiox11101858;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.975,98 ;10.3390/antiox12010068;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Antioxidants;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/app12031596;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Applied Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.322,42 ;10.3390/app12073309;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Applied Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.170,35 ;10.3390/app12105168;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Applied Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.690,68 ;10.3390/bioengineering9040178;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Bioengineering;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.157,26 ;10.3390/bioengineering10010005;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Bioengineering;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.930,51 ;10.3390/biology11040599;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biology;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.987,20 ;10.3390/biology11091275;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biology;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/biomedicines10020217;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/biomedicines10020238;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/biomedicines10061417;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/biomedicines10051069;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/biomedicines10051065;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/biomedicines10040895;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/biomedicines10071668;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/biomedicines10071648;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/biomedicines10092076;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/biomedicines10102482;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.077,06 ;10.3390/biomedicines10112849;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.034,56 ;10.3390/biomedicines10081832;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomedicines;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;783,27 ;10.3390/biomimetics7040166;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomimetics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/biom12030346;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/biom12020325;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/biom12020163;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.800,33 ;10.3390/biom12020313;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.232,25 ;10.3390/biom12030352;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.800,33 ;10.3390/biom12030356;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.380,90 ;10.3390/biom12070890;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.905,53 ;10.3390/biom12060762;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.070,05 ;10.3390/biom12091164;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.070,05 ;10.3390/biom12081157;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.070,05 ;10.3390/biom12091270;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.187,56 ;10.3390/biom12101542;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biomolecules;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/bios12030140;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Biosensors;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/brainsci12030375;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Brain Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.872,47 ;10.3390/cancers14020335;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.872,47 ;10.3390/cancers14030723;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.016,74 ;10.3390/cancers14061554;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.250,29 ;10.3390/cancers14092163;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/cancers14133070;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.318,59 ;10.3390/cancers14163917;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.956,13 ;10.3390/cancers14184455;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.238,78 ;10.3390/cancers14215416;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.025,82 ;10.3390/cancers15010101;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cancers;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/catal12050545;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Catalysts;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/catal12070780;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Catalysts;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/cells11020261;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.187,17 ;10.3390/cells11020253;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/cells11040592;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.277,34 ;10.3390/cells11050850;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.872,47 ;10.3390/cells11071071;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.530,80 ;10.3390/cells11111849;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/cells11121977;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/cells11081267;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/cells11142220;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/cells11193077;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.672,75 ;10.3390/cells11223555;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.077,06 ;10.3390/cells12010003;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.521,00 ;10.3390/cells12010039;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.947,70 ;10.3390/cells10113265  ;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.731,29 ;10.3390/cells10061291 ;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Cells;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.096,99 ;10.3390/cryst12020251;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Crystals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.930,51 ;10.3390/cryst12050656;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Crystals;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.850,57 ;10.3390/d14070526;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Diversity;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.280,97 ;10.3390/d14050362;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Diversity;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;617,33 ;10.3390/en15197234;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Energies;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.583,91 ;10.3390/e24030429;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Entropy;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.770,63 ;10.3390/e24060847;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Entropy;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.770,63 ;10.3390/e24060761;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Entropy;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;941,25 ;10.3390/e24091285;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Entropy;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.652,53 ;10.3390/e24121724;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Entropy;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.055,20 ;10.3390/fluids7090297;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Fluids;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.090,40 ;10.3390/foods11101465;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Foods;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.152,90 ;10.3390/foods11192953;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Foods;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/f13030440;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Forests;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.930,51 ;10.3390/f13060857;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Forests;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.137,70 ;10.3390/genes13122191;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Genes;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.187,57 ;10.3390/inorganics11010030;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Inorganics;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.821,51 ;10.3390/insects13090800;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);Insects;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.088,87 ;10.3390/ijerph19031823;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Environmental Research and Public Health;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.330,23 ;10.3390/ijerph19137626;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Environmental Research and Public Health;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.580,77 ;10.3390/ijerph19095723;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Environmental Research and Public Health;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.319,64 ;10.3390/ijerph20021533;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Environmental Research and Public Health;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/ijms23031057;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/ijms23020850;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/ijms23031094;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.728,19 ;10.3390/ijms23042121;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.638,02 ;10.3390/ijms23031881;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.638,02 ;10.3390/ijms23052419;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.908,53 ;10.3390/ijms23126767;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.944,60 ;10.3390/ijms23042252;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.944,60 ;10.3390/ijms23063218;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;1.944,60 ;10.3390/ijms23073613;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.130,37 ;10.3390/ijms23136962;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.170,35 ;10.3390/ijms23126851;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.130,37 ;10.3390/ijms23126789;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.130,37 ;10.3390/ijms23105318;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.170,35 ;10.3390/ijms23116352;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.030,45 ;10.3390/ijms23095113;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
Austrian Science Fund (FWF);2022;2.170,35 ;10.3390/ijms23095278;FALSE;MULTIDISCIPLINARY DIGITAL PUBLISHING INSTITUTE (MDPI);International Journal of Molecular Sciences;Peer-Reviewed Publications;
