"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FWF - Austrian Science Fund",2021,9500,"10.14361/9783839459775",NA,"transcript Verlag","Sexuelle Bildung ermöglichen","978-3-8376-5977-1","978-3-8376-5977-1","978-3-8394-5977-5","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"FWF - Austrian Science Fund",2021,8000,"10.14361/9783839460740",NA,"transcript Verlag","Living in Refuge","978-3-8376-6074-6","978-3-8376-6074-6","978-3-8394-6074-0","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"FWF - Austrian Science Fund",2021,10000,"10.14361/9783839461037",NA,"transcript Verlag","Spectatoriale Geschlechterkonstruktionen","978-3-8376-6103-3","978-3-8376-6103-3","978-3-8394-6103-7","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"FWF - Austrian Science Fund",2021,10000,"10.1515/9783110592153",NA,"De Gruyter","Kritische Edition der sahidischen Version des Johannesevangeliums","978-3-11-059215-3",NA,"978-3-11-059215-3","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"FWF - Austrian Science Fund",2021,10000,"10.1515/9783110722055",NA,"De Gruyter","Der Zweite Weltkrieg in postsozialistischen Gedenkmuseen","978-3-11-072205-5",NA,"978-3-11-072205-5","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"FWF - Austrian Science Fund",2021,10000,"10.1515/9783110724127",NA,"De Gruyter","Österreichs Skisport im Nationalsozialismus","978-3-11-072412-7",NA,"978-3-11-072412-7","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2021,8000,"10.15661/tyche/supplement.14.kurpios",NA,"Holzhausen","Tyche Supplementband 14","978-3-903207-53-0","978-3-903207-53-0",NA,NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,10000,"10.46499/1554",NA,"Wochenschau Verlag","Geschichtsunterricht vor der Frage nach dem Sinn","978-3-7344-1395-7",NA,"978-3-7344-1395-7",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,10000,"10.46499/1555",NA,"Wochenschau Verlag","Konzepte historischen Denkens und ihre Entwicklungslogik","978-3-7344-1397-1",NA,"978-3-7344-1397-1",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,10000,"10.7767/9783205214885",NA,"Böhlau","Diplomatische Studien zu den St. Galler Privaturkunden des frühen Mittelalters (ca. 720-980)","978-3-205-21487-8","978-3-205-21487-8","978-3-205-21488-5",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,10000,"10.7788/9783412524142",NA,"Böhlau","Das ‚Königliche Gerichtsbuch‘ des Michael von Pfullendorf aus den Jahren 1442 bis 1451 – Zu den Anfängen des Kammergerichts am römisch-deutschen Königshof","978-3-412-52413-5","978-3-412-52413-5","978-3-412-52414-2",NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,14000,"10.1553/978oeaw84614",NA,"Verlag der Österreichischen Akademie der Wissenschaften","Forschungen im Bereich des Theaters von Aigeira 2011 bis 2018","978-3-7001-8461-4","978-3-7001-8461-4",NA,NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,10000,"10.1553/978oeaw86878",NA,"Verlag der Österreichischen Akademie der Wissenschaften","Akustische Phonetik und ihre multidisziplinären Aspekte","978-3-7001-8687-8","978-3-7001-8687-8",NA,NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2021,10000,NA,NA,"transcript Verlag","Beyond Ethnic Chick Lit","978-3-8376-6201-6",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2021,14000,"10.1553/978oeaw87103",NA,"Verlag der Österreichischen Akademie der Wissenschaften","Çukuriçi Höyük 3","978-3-7001-8710-3","978-3-7001-8710-3",NA,NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,14000,"10.1553/0x0038b7e4",NA,"Verlag der Österreichischen Akademie der Wissenschaften","Çukuriçi Höyük 2","978-3-7001-8207-8","978-3-7001-8207-8",NA,NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,14000,"10.1553/0x0025257b",NA,"Verlag der Österreichischen Akademie der Wissenschaften","Das laténezeitliche Gräberfeld von Mannersdorf im Leithagebirge, Flur Reinthal Süd, Niederösterreich","978-3-7001-6720-4","978-3-7001-6720-4",NA,NA,TRUE,FALSE
"FWF - Austrian Science Fund",2021,11300,NA,NA,"Böhlau","Die Korrespondenz des Ministers für Cultus und Unterricht Leo Thun-Hohenstein (1849-1860)","978-3-205-21600-1",NA,NA,NA,FALSE,FALSE
"FWF - Austrian Science Fund",2021,14000,"10.1553/978oeaw89275",NA,"Verlag der Österreichischen Akademie der Wissenschaften","Habsburgs going global","978-3-7001-8927-5","978-3-7001-8927-5","978-3-7001-9015-8",NA,FALSE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2021,10000,"10.7767/9783205214397",NA,"Böhlau","Diplomatie aus dem Untergrund","978-3-205-21438-0","978-3-205-21438-0","978-3-205-21439-7",NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"FWF - Austrian Science Fund",2021,13000,"10.4324/9780429342844",NA,"Routledge","Early Printed Music and Material Culture in Central and Western Europe","978-0-429-34284-4",NA,"978-0-429-34284-4",NA,TRUE,TRUE
