Institution;Period; EURO ;DOI;is_hybrid;Publisher;Journal_full_title;Funding Programme;Note
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.inorgchem.1c00125;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.inorgchem.1c00643;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.inorgchem.1c00049;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Inorganic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jcim.1c00362;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jcim.0c01375;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Chemical Information and Modeling;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jmedchem.1c00420;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Medicinal Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jproteome.0c01000;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of Proteome Research;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/jacs.1c00457;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Journal of the American Chemical Society;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.nanolett.0c04354;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.nanolett.0c04821;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Nano Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.orglett.1c00251;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organic Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.orglett.1c00460;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organic Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.organomet.0c00710;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.organomet.1c00161;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.organomet.0c00753;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);Organometallics;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.joc.1c00239;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Organic Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpca.1c01820;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry A;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcb.1c01946;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry B;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcb.1c01120;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry B;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.0c10042;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.0c09062;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.1c01306;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.0c10778;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.0c09289;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.0c09707;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.1c02031;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpcc.0c11033;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.786,38 ;10.1021/acs.jpclett.1c01024;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry Letters;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.902,98 ;10.1021/acs.jpcc.1c06610;TRUE;AMERICAN CHEMICAL SOCIETY (ACS);The Journal of Physical Chemistry C;Peer-Reviewed Publications ;FWF Transformative Agreement ACS
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apples.2021.100060;FALSE;ELSEVIER;Applications in Engineering Science;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.aeaoa.2021.100124;FALSE;ELSEVIER;Atmospheric Environment: X;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.biopha.2021.112169;FALSE;ELSEVIER;Biomedicine & Pharmacotherapy;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.biopha.2021.112037;FALSE;ELSEVIER;Biomedicine & Pharmacotherapy;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bonr.2021.101110;FALSE;ELSEVIER;Bone Reports;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.dib.2021.107382;FALSE;ELSEVIER;Data in Brief;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.dib.2021.107565;FALSE;ELSEVIER;Data in Brief;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.dib.2021.107524;FALSE;ELSEVIER;Data in Brief;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ebiom.2021.103568;FALSE;ELSEVIER;eBioMedicine ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.elecom.2021.106988;FALSE;ELSEVIER;Electrochemistry Communications;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.envint.2021.106940;FALSE;ELSEVIER;Environment International ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ejrh.2021.100962;FALSE;ELSEVIER;Journal of Hydrology: Regional Studies ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jrt.2021.100013;FALSE;ELSEVIER;Journal of Responsible Technology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ekir.2021.10.022;FALSE;ELSEVIER;Kidney International Reports ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ekir.2021.12.024;FALSE;ELSEVIER;Kidney International Reports ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ekir.2021.11.018;FALSE;ELSEVIER;Kidney International Reports ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.neo.2021.09.010;FALSE;ELSEVIER;Neoplasia;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.neuroimage.2021.118175;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.neuroimage.2021.118240;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.neuroimage.2021.118829;FALSE;ELSEVIER;NeuroImage;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.nme.2021.101026;FALSE;ELSEVIER;Nuclear Materials and Energy;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ocarto.2021.100182;FALSE;ELSEVIER;Osteoarthritis and Cartilage Open ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.rbms.2021.10.002;FALSE;ELSEVIER;Reproductive Biomedicine & Society Online ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.scr.2021.102522;FALSE;ELSEVIER;Stem Cell Research;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.actaastro.2021.10.039;TRUE;ELSEVIER;Acta Astronautica;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.actamat.2021.117095;TRUE;ELSEVIER;Acta Materialia;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.actamat.2021.117427;TRUE;ELSEVIER;Acta Materialia;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.aim.2021.108158;TRUE;ELSEVIER;Advances in Mathematics ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.aca.2021.339422;TRUE;ELSEVIER;Analytica Chimica Acta;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ab.2021.114479;TRUE;ELSEVIER;Analytical Biochemistry ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.anbehav.2021.12.009;TRUE;ELSEVIER;Animal Behaviour ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.annals.2021.103329;TRUE;ELSEVIER;Annals of Tourism Research ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.appet.2021.105745;TRUE;ELSEVIER;Appetite ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.appet.2021.105890;TRUE;ELSEVIER;Appetite ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.applanim.2021.105445;TRUE;ELSEVIER;Applied Animal Behaviour Science;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apcatb.2021.120789;TRUE;ELSEVIER;Applied Catalysis B: Environmental ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apgeochem.2021.105114;TRUE;ELSEVIER;Applied Geochemistry ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apmt.2021.101270;TRUE;ELSEVIER;Applied Materials Today ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apm.2021.04.024;TRUE;ELSEVIER;Applied Mathematical Modelling;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apsusc.2021.150608;TRUE;ELSEVIER;Applied Surface Science;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.apsusc.2021.151687;TRUE;ELSEVIER;Applied Surface Science;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.atherosclerosis.2021.07.005;TRUE;ELSEVIER;Atherosclerosis;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bbamem.2021.183709;TRUE;ELSEVIER;BBA - Biomembranes;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bbalip.2021.159066;TRUE;ELSEVIER;BBA - Molecular and Cell Biology of Lipids;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bbadis.2021.166133;TRUE;ELSEVIER;BBA - Molecular Basis of Disease;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bcp.2021.114634;TRUE;ELSEVIER;Biochemical Pharmacology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bcp.2021.114690;TRUE;ELSEVIER;Biochemical Pharmacology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.biochi.2021.09.008;TRUE;ELSEVIER;Biochimie;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.bios.2021.113704;TRUE;ELSEVIER;Biosensors and Bioelectronics ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.brachy.2021.10.005;TRUE;ELSEVIER;Brachytherapy ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ceca.2021.102517;TRUE;ELSEVIER;Cell Calcium ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.chemosphere.2021.131026;TRUE;ELSEVIER;Chemosphere;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.chemosphere.2021.132226;TRUE;ELSEVIER;Chemosphere;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cmi.2021.09.017;TRUE;ELSEVIER;Clinical Microbiology and Infection;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cbpa.2021.111053;TRUE;ELSEVIER;Comparative Biochemistry and Physiology, Part A;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.csda.2021.107390;TRUE;ELSEVIER;Computational Statistics & Data Analysis ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cagd.2021.101975;TRUE;ELSEVIER;Computer Aided Geometric Design;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.clsr.2021.105587;TRUE;ELSEVIER;Computer Law & Security Review: The International Journal of Technology Law and Practice;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cma.2021.114017;TRUE;ELSEVIER;Computer Methods in Applied Mechanics and Engineering;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cma.2021.114447;TRUE;ELSEVIER;Computer Methods in Applied Mechanics and Engineering;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cpc.2021.108145;TRUE;ELSEVIER;Computer Physics Communications;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.chb.2021.107078;TRUE;ELSEVIER;Computers in Human Behavior ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.conengprac.2021.104980;TRUE;ELSEVIER;Control Engineering Practice ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ccr.2021.214143;TRUE;ELSEVIER;Coordination Chemistry Reviews;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ccr.2021.214344;TRUE;ELSEVIER;Coordination Chemistry Reviews;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cortex.2021.07.005;TRUE;ELSEVIER;Cortex;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cogsc.2021.100538;TRUE;ELSEVIER;Current Opinion in Green and Sustainable Chemistry;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.coisb.2021.100389;TRUE;ELSEVIER;Current Opinion in Systems Biology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cyto.2021.155582;TRUE;ELSEVIER;Cytokine;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.dam.2021.09.025;TRUE;ELSEVIER;Discrete Applied Mathematics;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.drup.2021.100778;TRUE;ELSEVIER;Drug Resistance Updates;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ecosta.2021.06.001;TRUE;ELSEVIER;Econometrics and Statistics;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.econlet.2021.109923;TRUE;ELSEVIER;Economics Letters;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.econlet.2021.110137;TRUE;ELSEVIER;Economics Letters;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.electacta.2021.139222;TRUE;ELSEVIER;Electrochimica Acta;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.electacta.2021.138638;TRUE;ELSEVIER;Electrochimica Acta;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.eneco.2021.105523;TRUE;ELSEVIER;Energy Economics;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.engstruct.2021.112849;TRUE;ELSEVIER;Engineering Structures;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.eist.2021.10.015;TRUE;ELSEVIER;Environmental Innovation and Societal Transitions ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.envpol.2021.117153;TRUE;ELSEVIER;Environmental Pollution;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ejor.2021.10.028;TRUE;ELSEVIER;European Journal of Operational Research ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ejps.2021.105854;TRUE;ELSEVIER;European Journal of Pharmaceutical Sciences;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ejpb.2021.11.004;TRUE;ELSEVIER;European Journal of Pharmaceutics and Biopharmaceutics ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.exphem.2021.05.004;TRUE;ELSEVIER;Experimental Hematology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.flora.2021.151922;TRUE;ELSEVIER;Flora;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.freeradbiomed.2021.07.041;TRUE;ELSEVIER;Free Radical Biology and Medicine;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.freeradbiomed.2021.09.007;TRUE;ELSEVIER;Free Radical Biology and Medicine;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.fgb.2021.103602;TRUE;ELSEVIER;Fungal Genetics and Biology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.gca.2021.07.026;TRUE;ELSEVIER;Geochimica et Cosmochimica Acta;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.geoderma.2021.115237;TRUE;ELSEVIER;Geoderma;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.gloenvcha.2021.102410;TRUE;ELSEVIER;Global Environmental Change;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.yhbeh.2021.105015;TRUE;ELSEVIER;Hormones and Behavior;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.indag.2021.08.001;TRUE;ELSEVIER;Indagationes Mathematicae;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ic.2021.104753;TRUE;ELSEVIER;Information and Computation;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.inffus.2021.10.007;TRUE;ELSEVIER;Information Fusion ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.ijantimicag.2021.106425;TRUE;ELSEVIER;International Journal of Antimicrobial Agents;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.coal.2021.103847;TRUE;ELSEVIER;International Journal of Coal Geology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jaci.2021.10.026;TRUE;ELSEVIER;Journal of Allergy and Clinical Immunology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jasrep.2021.103061;TRUE;ELSEVIER;Journal of Archaeological Science: Reports;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jbankfin.2021.106247;TRUE;ELSEVIER;Journal of Banking and Finance;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.socec.2021.101811;TRUE;ELSEVIER;Journal of Behavioral and Experimental Economics ;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jbiotec.2021.08.005;TRUE;ELSEVIER;Journal of Biotechnology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jbiotec.2021.08.004;TRUE;ELSEVIER;Journal of Biotechnology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jbiotec.2021.04.007;TRUE;ELSEVIER;Journal of Biotechnology;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jobe.2021.103005;TRUE;ELSEVIER;Journal of Building Engineering;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.jclepro.2021.129130;TRUE;ELSEVIER;Journal of Cleaner Production;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cam.2021.113953;TRUE;ELSEVIER;Journal of Computational and Applied Mathematics;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
Austrian Science Fund (FWF);2021;2.258,06 ;10.1016/j.cam.2021.113905;TRUE;ELSEVIER;Journal of Computational and Applied Mathematics;Peer-Reviewed Publications ;FWF Transformative Agreement Elsevier
