"institution","period","euro","doi","is_hybrid","opt_out"
"Wuerzburg-Schweinfurt FH",2020,2503.40,"10.1007/s42822-020-00026-y",TRUE,FALSE
"Wuerzburg-Schweinfurt FH",2020,2503.40,"10.1365/s40702-020-00617-8",TRUE,FALSE
"Wuerzburg-Schweinfurt FH",2020,2503.40,"10.1365/s40702-020-00616-9",TRUE,FALSE
"Wuerzburg-Schweinfurt FH",2020,2503.40,"10.1365/s40702-020-00615-w",TRUE,FALSE
"Wuerzburg-Schweinfurt FH",2020,2503.40,"10.1007/s00521-020-05242-6",TRUE,FALSE
"Wuerzburg-Schweinfurt FH",2020,1883.25,"10.1002/jaba.723",TRUE,FALSE
"Wuerzburg-Schweinfurt FH",2020,1883.25,"10.1111/jocn.15291",TRUE,FALSE








