"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"University of Vaasa",2023,1095,"10.1007/s44163-023-00085-1",FALSE,"Springer Nature","Discover Artificial Intelligence","2731-0809",NA,"2731-0809","2731-0809","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,TRUE
"University of Vaasa",2023,2162.8,"10.3390/en16165933",FALSE,"MDPI AG","Energies","1996-1073",NA,"1996-1073","1996-1073","https://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE
"University of Vaasa",2023,4271.8,"10.1057/s41267-023-00652-9",TRUE,"Springer Nature","Journal of International Business Studies","0047-2506","0047-2506","1478-6990","0047-2506","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE
"University of Vaasa",2023,1160,"10.1080/23311975.2023.2232592",FALSE,"Informa UK Limited","Cogent Business & Management","2331-1975",NA,"2331-1975","2331-1975","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE
"University of Vaasa",2023,1595,"10.1080/19397038.2023.2184514",FALSE,"Informa UK Limited","International Journal of Sustainable Engineering","1939-7038","1939-7038","1939-7046","1939-7038","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE
"University of Vaasa",2023,3765,"10.1080/14719037.2023.2246962",TRUE,"Informa UK Limited","Public Management Review","1471-9037","1471-9037","1471-9045","1471-9037","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"University of Vaasa",2023,3765,"10.1080/14719037.2023.2224819",TRUE,"Informa UK Limited","Public Management Review","1471-9037","1471-9037","1471-9045","1471-9037","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"University of Vaasa",2023,3765,"10.1080/09654313.2023.2216727",TRUE,"Informa UK Limited","European Planning Studies","0965-4313","0965-4313","1469-5944","0965-4313","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"University of Vaasa",2023,1350,"10.15866/iree.v18i3.23620",TRUE,"Praise Worthy Prize","International Review of Electrical Engineering (IREE)","2533-2244","1827-6660","2533-2244","1827-6660",NA,TRUE,NA,NA,NA,NA,FALSE
