institution;period;euro;DOI;is_hybrid;publisher;journal_full_title;issn;url
Technische Universität Braunschweig;2017;2.142;10.1186/s12934-017-0625-9;FALSE;BioMed Central;Microbial Cell Factories;1475-2859;https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-017-0625-9
Technische Universität Braunschweig;2017;1.531;10.3390/s17020311;FALSE;MDPI;Sensors;1424-8220;http://www.mdpi.com/1424-8220/17/2/311
Technische Universität Braunschweig;2017;1.289;10.1002/2211-5463.12208;FALSE;Wiley;FEBS OpenBio;2211-5463;http://onlinelibrary.wiley.com/doi/10.1002/2211-5463.12208/full
Technische Universität Braunschweig;2017;0;10.3390/M941;FALSE;MDPI;Molbank;1422-8599;http://www.mdpi.com/1422-8599/2017/2/M941
Technische Universität Braunschweig;2017;1.767;10.3414/ME16-01-0124;FALSE;Schattauer;Methods of Information in Medicine METHODS OPEN;0026-1270;https://methods.schattauer.de/en/contents/archivestandard/issue/2445/issue/special/manuscript/27297/show.html
Technische Universität Braunschweig;2017;1.821;10.5194/hess-21-2035-2017;FALSE;Copernicus;Hydrology and Earth System Sciences (HESS);1607-7938;http://www.hydrol-earth-syst-sci.net/21/2035/2017/
Technische Universität Braunschweig;2017;1.841;10.1186/s12936-017-1839-3;FALSE;BioMed Central;Malaria Journal;1475-2875;https://malariajournal.biomedcentral.com/articles/10.1186/s12936-017-1839-3
Technische Universität Braunschweig;2017;292;10.3390/computation5020023;FALSE;MDPI;Computation;2079-3197;http://www.mdpi.com/2079-3197/5/2/23
Technische Universität Braunschweig;2017;826;10.1155/2017/8791359;FALSE;Hindawi;Biotechnology Research International;2090-3146;https://doi.org/10.1155/2017/8791359
Technische Universität Braunschweig;2017;1.626;10.1371/journal.pone.0177295;FALSE;PLoS;PLOS ONE;1932-6203;http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0177295
Technische Universität Braunschweig;2017;1.859;10.18632/oncotarget.18684;FALSE;Impact Journals;Oncotarget;1949-2553;http://dx.doi.org/10.18632/oncotarget.18684
Technische Universität Braunschweig;2017;1.553;10.1038/s41598-017-09952-1;FALSE;Nature;Nature Scientific Reports;2045-2322;https://www.nature.com/articles/s41598-017-09952-1
Technische Universität Braunschweig;2017;1.714;10.5194/hess-2017-297;FALSE;Copernicus;Hydrology and Earth System Sciences (HESS);1607-7938;http://www.hydrol-earth-syst-sci-discuss.net/hess-2017-297/
Technische Universität Braunschweig;2017;2.026;10.3389/fmars.2017.00207;FALSE;Frontiers;Frontiers in Marine Science;2296-7745;https://doi.org/10.3389/fmars.2017.00207
Technische Universität Braunschweig;2017;1.869;10.1186/s12934-017-0734-5;FALSE;BioMed Central;Microbial Cell Factories;1475-2859;https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-017-0734-5
Technische Universität Braunschweig;2017;1.833;10.1186/s13321-017-0230-2;FALSE;Springer;Journal of Cheminformatics;1758-2946;https://jcheminf.springeropen.com/articles/10.1186/s13321-017-0230-2
Technische Universität Braunschweig;2017;1.900;10.3389/fcimb.2017.00063;FALSE;Frontiers;Frontiers in Cellular and Infection Microbiology;2235-2988;http://journal.frontiersin.org/article/10.3389/fcimb.2017.00063/full
Technische Universität Braunschweig;2017;1.539;10.1371/journal.pone.0182216;FALSE;PLoS;PLOS ONE;1932-6203;http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0182216
Technische Universität Braunschweig;2017;1.174;10.3389/fpls.2017.01946;FALSE;Frontiers;Frontiers in Plant Science  ;1664-462X;https://www.frontiersin.org/articles/10.3389/fpls.2017.01946/full
Technische Universität Braunschweig;2017;291;10.3390/M953;FALSE;MDPI;molbank;1422-8599;http://www.mdpi.com/1422-8599/2017/3/M953
Technische Universität Braunschweig;2017;1.154;10.7717/peerj.3689;FALSE;PeerJ;PeerJ;2167-8359;10.7717/peerj.3689
Technische Universität Braunschweig;2017;241;10.1107/S2056989017014529;FALSE;IUCr;Acta Crystallographica E;1600-5368;http://scripts.iucr.org/cgi-bin/paper?S2056989017014529
Technische Universität Braunschweig;2017;188;10.1107/S2056989017004820;FALSE;IUCr;Acta Crystallographica E;1600-5368;http://scripts.iucr.org/cgi-bin/paper?S2056989017004820
Technische Universität Braunschweig;2017;187;10.1107/S2056989017005783;FALSE;IUCr;Acta Crystallographica E;1600-5368;http://scripts.iucr.org/cgi-bin/paper?S2056989017005783
Technische Universität Braunschweig;2017;181;10.1107/S2056989017008738;FALSE;IUCr;Acta Crystallographica E;1600-5368;http://scripts.iucr.org/cgi-bin/paper?S2056989017008738
Technische Universität Braunschweig;2017;1.643;10.1364/OE.25.030229;FALSE;OSA Publishing;Optics Express;1094-4087;https://www.osapublishing.org/oe/abstract.cfm?uri=oe-25-24-30229
Technische Universität Braunschweig;2017;223;10.1107/S2056989017015213;FALSE;IUCr;Acta Crystallographica E;1600-5368;http://scripts.iucr.org/cgi-bin/paper?S2056989017015213
Technische Universität Braunschweig;2017;243;10.1107/S2056989017015778;FALSE;IUCr;Acta Crystallographica E;1600-5368;http://scripts.iucr.org/cgi-bin/paper?S2056989017015778
Technische Universität Braunschweig;2017;1.526;10.1371/journal.pone.0188344;FALSE;PLoS;PLOS ONE;1932-6203;http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188344
Technische Universität Braunschweig;2017;200;NA;FALSE;suburban;suburban;2197-2567;http://www.zeitschrift-suburban.de/sys/index.php/suburban/article/view/278/481
Technische Universität Braunschweig;2017;1.700;10.1371/journal.pone.0171288;FALSE;PLoS;PLOS ONE;1932-6203;http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0171288
Technische Universität Braunschweig;2017;1.882;10.3389/fnmol.2017.00439;FALSE;Frontiers;Frontiers in Molecular Neuroscience;1662-5099;https://www.frontiersin.org/articles/10.3389/fnmol.2017.00439/full
Technische Universität Braunschweig;2017;1.191;10.1364/PRJ.6.000132;FALSE;OSA Publishing;Photonics Research;2327-9125;https://www.osapublishing.org/prj/upcoming_pdf.cfm?id=312692
Technische Universität Braunschweig;2017;1.370;10.3390/s18010096;FALSE;MDPI;Sensors;1424-8220;http://www.mdpi.com/1424-8220/18/1/96
