"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Potsdam U",2015,1405.88,"10.1371/journal.pone.0118535",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"25695770","PMC4335049",NA,NA,TRUE
"Potsdam U",2015,1340,"10.1186/s12887-015-0317-8",FALSE,"Springer Nature","BMC Pediatrics","1471-2431","1471-2431",NA,NA,TRUE,"25652949","PMC4325950",NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fnbeh.2015.00082",FALSE,"Frontiers Media SA","Frontiers in Behavioral Neuroscience","1662-5153",NA,"1662-5153",NA,TRUE,"25914633","PMC4392695",NA,NA,TRUE
"Potsdam U",2015,916.3,"10.3389/fpsyg.2014.01511",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25601845","PMC4283445",NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fpsyg.2015.00312",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25852623","PMC4369666",NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fpsyg.2015.00589",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26074827","PMC4444750",NA,NA,TRUE
"Potsdam U",2015,1285.2,"10.1088/1367-2630/17/4/045029",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fpsyg.2015.00506",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26106337","PMC4460324",NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fpsyg.2015.00617",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26074829","PMC4444751",NA,NA,TRUE
"Potsdam U",2015,1113.84,"10.1088/1367-2630/17/6/063038",FALSE,"IOP Publishing","New Journal of Physics","1367-2630",NA,"1367-2630",NA,TRUE,NA,NA,NA,NA,TRUE
"Potsdam U",2015,1540.22,"10.3389/fpsyg.2015.00840",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26157400","PMC4477054",NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fpsyg.2015.00766",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26136698","PMC4468363",NA,NA,TRUE
"Potsdam U",2015,1142.4,"10.3389/fpsyg.2015.00860",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26157410","PMC4477058",NA,NA,TRUE
"Potsdam U",2015,1386.35,"10.1038/srep10072",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"26154484",NA,NA,NA,TRUE
"Potsdam U",2015,1386.35,"10.1038/srep14334",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"26390855","PMC4585718",NA,NA,TRUE
"Potsdam U",2015,1417.29,"10.1371/journal.pone.0136489",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26317981","PMC4552855",NA,NA,TRUE
"Potsdam U",2015,1462.84,"10.1371/journal.pone.0141893",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26524198","PMC4629887",NA,NA,TRUE
"Potsdam U",2015,2116.45,"10.3389/fpsyg.2015.01683",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26579055","PMC4626555",NA,NA,TRUE
"Potsdam U",2015,1488.74,"10.1371/journal.pone.0140813",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26479500","PMC4610678",NA,NA,TRUE
"Potsdam U",2015,1488.74,"10.1371/journal.pone.0144157",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203",NA,TRUE,"26636981","PMC4670200",NA,NA,TRUE
"Potsdam U",2015,1488.74,"10.1371/journal.pone.0142393",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26544848","PMC4636306",NA,NA,TRUE
"Potsdam U",2015,1386.35,"10.1038/srep17820",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"26635080","PMC4669464",NA,NA,TRUE
"Potsdam U",2015,1396,"10.1186/s12864-015-1858-9",FALSE,"Springer Nature","BMC Genomics","1471-2164",NA,"1471-2164",NA,TRUE,"26335922","PMC4558960",NA,NA,TRUE
"Potsdam U",2015,1512.04,"10.3389/fpsyg.2015.01432",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26441800","PMC4585246",NA,NA,TRUE
