"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"Potsdam U",2024,1000,"10.14361/9783839476901",FALSE,"transcript Verlag","Inszenierte Intermedialität","978-3-8376-7690-7","978-3-8376-7690-7","978-3-8394-7690-1","https://creativecommons.org/licenses/by-sa/4.0",TRUE,TRUE
"Potsdam U",2024,5000,"10.14361/9783839474822",FALSE,"transcript Verlag","Anderes Visualisieren - Zur Kritik der Datengestaltung","978-3-8376-7482-8","978-3-8376-7482-8","978-3-8394-7482-2","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"Potsdam U",2024,1555.52,"10.5771/9783748944348",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Digitalisierung der Verwaltung in Deutschland","978-3-7489-4434-8","978-3-7489-4434-8",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Potsdam U",2024,4522,"10.5771/9783748916581",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Krisen-Governance im europäischen Vergleich","978-3-7489-1658-1","978-3-7489-1658-1",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Potsdam U",2024,1963.5,"10.1515/9783110581102",FALSE,"De Gruyter","Recht bei Tacitus","978-3-11-058110-2",NA,"978-3-11-058110-2","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
