"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"University of Regensburg","2018","1661.24","10.1136/bmjopen-2017-018415",FALSE,"Springer Nature","BMC Pediatrics",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/38410/","38410"
"University of Regensburg","2019","2667.92","10.7554/elife.43718.001",FALSE,"eLife Sciences","eLIFE",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/40444/","40444"
"University of Regensburg","2019","1541.26","10.3390/ijms20133359",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/40557/","40557"
"University of Regensburg","2019","1697.57","10.1371/journal.pone.0215752",FALSE,"Public Library of Science","PLOS ONE","1932-6203","cc_by_4",NA,"http://epub.uni-regensburg.de/40558/","40558"
"University of Regensburg","2019","2033.09","10.3389/fpsyg.2019.01534",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078","cc_by_4",NA,"http://epub.uni-regensburg.de/40560/","40560"
"University of Regensburg","2019","2033.09","10.3389/fonc.2019.00605",FALSE,"Frontiers Media SA","Frontiers in Oncology","2234-943X","cc_by_4",NA,"http://epub.uni-regensburg.de/40562/","40562"
"University of Regensburg","2019","2033.09","10.3389/fphar.2019.00800",FALSE,"Frontiers Media SA","Frontiers in Pharmacology","1663-9812","cc_by_4",NA,"http://epub.uni-regensburg.de/40568/","40568"
"University of Regensburg","2019","2033.09","10.3389/fpsyg.2019.01617",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078","cc_by_4",NA,"http://epub.uni-regensburg.de/40569/","40569"
"University of Regensburg","2019","2033.09","10.3389/fmicb.2019.01603",FALSE,"Frontiers Media SA","Frontiers in Microbiology","1664-302X","cc_by_4",NA,"http://epub.uni-regensburg.de/40570/","40570"
"University of Regensburg","2019","1713.66","10.1371/journal.pone.0217599",FALSE,"Public Library of Science","PLOS ONE","1932-6203","cc_by_4",NA,"http://epub.uni-regensburg.de/40571/","40571"
"University of Regensburg","2019","3558.1","10.1038/s41419-019-1790-z",FALSE,"Springer Nature","Cell Death & Disease","2041-4889","cc_by_4",NA,"http://epub.uni-regensburg.de/40572/","40572"
"University of Regensburg","2019","1685.04","10.1186/s13019-019-0876-0",FALSE,"BMC","Journal of Cardiothoracic Surgery","1749-8090","cc_by_4",NA,"http://epub.uni-regensburg.de/40630/","40630"
"University of Regensburg","2019","1356.6","10.1186/s40634-019-0182-8",FALSE,"Springer Open","Journal of Experimental Orthopaedics","2197-1153","cc_by_4",NA,"http://epub.uni-regensburg.de/40631/","40631"
"University of Regensburg","2019","1661.24","10.1186/s12871-019-0715-9",FALSE,"BMC","BMC Anesthesiology","1471-2253","cc_by_4",NA,"http://epub.uni-regensburg.de/40633/","40633"
"University of Regensburg","2019","1661.24","10.1186/s12860-019-0185-4",FALSE,"BMC","BMC Molecular and Cell Biology","2661-8850","cc_by_4",NA,"http://epub.uni-regensburg.de/40634/","40634"
"University of Regensburg","2019","1661.24","10.1186/s12903-019-0760-2",FALSE,"BMC","BMC Oral Health","1472-6831","cc_by_4",NA,"http://epub.uni-regensburg.de/40635/","40635"
"University of Regensburg","2019","1661.24","10.1186/s12862-019-1423-2",FALSE,"BMC","BMC Evolutionary Biology","1471-2148","cc_by_4",NA,"http://epub.uni-regensburg.de/40636/","40636"
"University of Regensburg","2019","2065.84","10.1186/s13613-019-0544-5",FALSE,"Springer Open","Annals of Intensive Care","2110-5820","cc_by_4",NA,"http://epub.uni-regensburg.de/40640/","40640"
"University of Regensburg","2019","1661.24","10.1186/s12894-018-0391-y",FALSE,"BMC","BMC Urology","1471-2490","cc_by_4",NA,"http://epub.uni-regensburg.de/40641/","40641"
"University of Regensburg","2019","238","10.22331/q-2018-05-22-64",FALSE,"Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften","Quantum","2521-327X","cc_by_4",NA,"http://epub.uni-regensburg.de/40642/","40642"
"University of Regensburg","2019","1428","10.1088/1367-2630/ab3353",FALSE,"Institute of Physics","New Journal of Physics","1367-2630","cc_by_4",NA,"http://epub.uni-regensburg.de/40643/","40643"
"University of Regensburg","2019","662.64","10.3390/ijms20143449",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/40646/","40646"
"University of Regensburg","2019","1527.5","10.3390/ijms20153750",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/40654/","40654"
"University of Regensburg","2019","1301.97","10.1136/bmjsem-2019-000584",FALSE,"BMJ Open","BMJ Open Sport & Exercise Medicine","2055-7647","cc_by_nc_4",NA,"http://epub.uni-regensburg.de/40705/","40705"
"University of Regensburg","2019","1766.09","10.3390/ijms20163919",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/40706/","40706"
"University of Regensburg","2019","2017.14","10.3389/fpsyg.2019.01758",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078","cc_by_4",NA,"http://epub.uni-regensburg.de/40711/","40711"
"University of Regensburg","2019","2017.14","10.3389/fpsyg.2019.01863",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078","cc_by_4",NA,"http://epub.uni-regensburg.de/40712/","40712"
"University of Regensburg","2019","1665.61","10.1097/md.0000000000017011",FALSE,"Wolter Kluwer","Medicine","0025-7974","cc_by_nc_nd_4",NA,"http://epub.uni-regensburg.de/40713/","40713"
"University of Regensburg","2019","1773.1","10.1038/s41598-019-48686-0",FALSE,"Nature Communications","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/40714/","40714"
"University of Regensburg","2019","1665.65","10.3390/cells8080936",FALSE,"MDPI","Cells","2073-4409","cc_by_4",NA,"http://epub.uni-regensburg.de/40715/","40715"
"University of Regensburg","2019","1495.28","10.3390/ijms20174086",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/40716/","40716"
"University of Regensburg","2019","1773.1","10.1038/s41598-019-48750-9",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/40718/","40718"
"University of Regensburg","2019","836.28","10.3390/brainsci9090225",FALSE,"MDPI","Brain Sciences","2076-3425","cc_by_4",NA,"http://epub.uni-regensburg.de/40719/","40719"
"University of Regensburg","2019","3498.6","10.1038/s41398-019-0556-9",FALSE,"Springer Nature","Translational Psychiatry","2158-3188","cc_by_4",NA,"http://epub.uni-regensburg.de/40720/","40720"
"University of Regensburg","2019","1013.17","10.1017/fms.2019.29",FALSE,"Cambridge University Press","Forum of Mathematics, Sigma","2050-5094","cc_by_4",NA,"http://epub.uni-regensburg.de/40749/","40749"
"University of Regensburg","2019","5128.9","10.1016/j.celrep.2019.08.068",FALSE,"Elsevier","Cell Reports","2211-1247","cc_by_4",NA,"http://epub.uni-regensburg.de/40812/","40812"
