"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"University of Regensburg","2017","749.25",NA,FALSE,"BIO ACCENT","BAOJ Physics",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35140/","35140"
"University of Regensburg","2017","112.03",NA,FALSE,"Organic Compounds","IUCrData","2414-3146",NA,NA,"http://epub.uni-regensburg.de/35532/","35532"
"University of Regensburg","2016","1483.06",NA,FALSE,"e-Century Publishing Corporation","International Journal of Clinical and Experimental Medicine","1940-5901",NA,NA,"http://epub.uni-regensburg.de/35566/","35566"
"University of Regensburg","2017","1681.68",NA,FALSE,"Public Library of Science","PLoS One",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35607/","35607"
"University of Regensburg","2017","1170.1",NA,FALSE,"Sciaccess Publishers LLC","Journal of Rare Diseases Research & Treatment",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/36405/","36405"
"University of Regensburg","2017","1883.14","10.1097/gox.0000000000001375",FALSE,"Public Library of Science","Frontiers in Psychology",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/36513/","36513"
"University of Regensburg","2018","1694.56",NA,FALSE,"Plegia Research Library","Advances in Applied Science Research","0976-8610","cc_by_4",NA,"http://epub.uni-regensburg.de/36575/","36575"
"University of Regensburg","2018","1694.56",NA,FALSE,"Plegia Research Library","Advances in Applied Science Research","0976-8610",NA,NA,"http://epub.uni-regensburg.de/37318/","37318"
"University of Regensburg","2018","2009.62",NA,FALSE,"Hindawi","BioMed Research International",NA,NA,NA,"http://epub.uni-regensburg.de/37330/","37330"
"University of Regensburg","2018","2007.35",NA,FALSE,"Hindawi","BioMed Research International",NA,NA,NA,"http://epub.uni-regensburg.de/37676/","37676"
"University of Regensburg","2019","1689.31",NA,FALSE,"MDPI","International Journal of Molecular Sciences",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/38315/","38315"
"University of Regensburg","2018","1661.24","10.1186/s12887-018-1280-y",FALSE,"Springer Nature","BMC Pediatrics",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/38410/","38410"
"University of Regensburg","2019","1588.34",NA,FALSE,"Public Library of Science","PLoS ONE",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/40170/","40170"
"University of Regensburg","2019","1053.28",NA,FALSE,"AO Foundation","eCells & Materials","1473-2262","cc_by_4",NA,"http://epub.uni-regensburg.de/40223/","40223"
"University of Regensburg","2019","1708.55","10.3390/v11060483",FALSE,"MDPI Basel","Viruses","1999-4915","cc_by_4","31141895","http://epub.uni-regensburg.de/40293/","40293"
"University of Regensburg","2019","706.04","10.3390/cancers11030382",FALSE,"MDPI","Cancers","2072-6694","cc_by_4",NA,"http://epub.uni-regensburg.de/40644/","40644"
"University of Regensburg","2019","1490","10.1038/s41598-019-41144-x",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/40645/","40645"
"University of Regensburg","2019","1773.1","10.1038/s41598-019-49742-5",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/41097/","41097"
"University of Regensburg","2020","1249.8","10.3390/ijms21010160",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/41351/","41351"
"University of Regensburg","2020","2057.26","10.3389/fpsyt.2019.00929",FALSE,"Frontiers Media SA","Frontiers in Psychiatry","1664-0640","cc_by_4",NA,"http://epub.uni-regensburg.de/41352/","41352"
"University of Regensburg","2020","2057.26","10.3389/fonc.2019.01412",FALSE,"Frontiers Media SA","Frontiers in Oncology","2234-943X","cc_by_4",NA,"http://epub.uni-regensburg.de/41353/","41353"
"University of Regensburg","2020","1753.39","10.1371/journal.pone.0225937",FALSE,"Public Library of Science","PLOS ONE","1932-6203","cc_by_4",NA,"http://epub.uni-regensburg.de/41354/","41354"
"University of Regensburg","2020","1753.39","10.1371/journal.pone.0225790",FALSE,"Public Library of Science","PLOS ONE","1932-6203","cc_by_4",NA,"http://epub.uni-regensburg.de/41355/","41355"
"University of Regensburg","2020","1753.39","10.1371/journal.pone.0223925",FALSE,"Public Library of Science","PLOS ONE","1932-6203","cc_by_4",NA,"http://epub.uni-regensburg.de/41356/","41356"
"University of Regensburg","2020","488.8","10.3390/f10121149",FALSE,"MDPI","Forests","1999-4907","cc_by_4",NA,"http://epub.uni-regensburg.de/41357/","41357"
"University of Regensburg","2020","1474.77","10.3390/ijms21010252",FALSE,"Molecular Diversity Preservation International (MDPI)","International Journal of Molecular Sciences","1422-0067, 1661-6596","cc_by_4",NA,"http://epub.uni-regensburg.de/41502/","41502"
"University of Regensburg","2019","1720.92","10.3233/shti190403",FALSE,"IOS Press",NA,NA,"cc_by_nc_4","31438102","http://epub.uni-regensburg.de/41513/","41513"
"University of Regensburg","2020","2027.47","10.3389/fchem.2019.00927",FALSE,"Frontiers Media SA","Frontiers in Chemistry","2296-2646","cc_by_4",NA,"http://epub.uni-regensburg.de/41521/","41521"
"University of Regensburg","2020","1419.38","10.3390/ijms21020405",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/41523/","41523"
"University of Regensburg","2019","1350.8","10.3390/cells8111421",FALSE,"MDPI","Cells","2073-4409","cc_by_4",NA,"http://epub.uni-regensburg.de/41525/","41525"
"University of Regensburg","2019","2662.03","10.1093/nar/gkz1079",FALSE,"Oxford University Press","Nucleic Acids Research","1362-4962, 0305-1048","cc_by_4",NA,"http://epub.uni-regensburg.de/41526/","41526"
"University of Regensburg","2019","2090.45","10.1177/2045894019894531",FALSE,"Copyright Clearance Center","Pulmonary Circulation","2045-8940, 2045-8940","cc_by_nc_4",NA,"http://epub.uni-regensburg.de/41527/","41527"
"University of Regensburg","2019","1993.21","10.3389/fpsyg.2019.02588",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078","cc_by_4",NA,"http://epub.uni-regensburg.de/41528/","41528"
"University of Regensburg","2019","3439.1","10.1038/s41368-019-0066-x",FALSE,"Springer Nature","International Journal of Oral Science","2049-3169, 1674-2818","cc_by_4",NA,"http://epub.uni-regensburg.de/41529/","41529"
"University of Regensburg","2019","5128.9","10.1016/j.celrep.2019.10.084",FALSE,"Elsevier","Cell Reports","22111247","cc_by_nc_nd_4",NA,"http://epub.uni-regensburg.de/41531/","41531"
"University of Regensburg","2019","1585.56","10.3390/ma12081356",FALSE,"MDPI","Materials","1996-1944","cc_by_4",NA,"http://epub.uni-regensburg.de/41534/","41534"
"University of Regensburg","2020","1474.77","10.3390/ijerph17020407",FALSE,"MDPI","International Journal of Environmental Research and Public Health","1660-4601","cc_by_4",NA,"http://epub.uni-regensburg.de/41540/","41540"
"University of Regensburg","2020","238","10.22331/q-2020-02-10-229",FALSE,"Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften","Quantum","2521-327X","cc_by_4",NA,"http://epub.uni-regensburg.de/41653/","41653"
"University of Regensburg","2020","1868.3","10.1038/s41598-020-58917-4",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/41700/","41700"
"University of Regensburg","2020","1773.1","10.1038/s41598-019-53845-4",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/42999/","42999"
"University of Regensburg","2020","1773.1","10.1038/s41598-020-58034-2",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/43000/","43000"
"University of Regensburg","2020","2662.03","10.1093/nar/gkz1156",FALSE,"Oxford University Press","Nucleic Acids Research","1362-4962, 0305-1048","cc_by_4",NA,"http://epub.uni-regensburg.de/43001/","43001"
"University of Regensburg","2020","833","10.2478/raon-2020-0004",FALSE,"de Gruyter","Radiology and Oncology","1581-3207","cc_by_nc_sa_4",NA,"http://epub.uni-regensburg.de/43031/","43031"
"University of Regensburg","2020","2046.19","10.3389/fneur.2020.00086",FALSE,"Frontiers Media SA","Frontiers in Neurology","1664-2295","cc_by_4",NA,"http://epub.uni-regensburg.de/43032/","43032"
"University of Regensburg","2020","2201.04","10.1155/2020/1242086",FALSE,"Hindawi","BioMed Research International","2314-6141, 2314-6133","cc_by_4",NA,"http://epub.uni-regensburg.de/43033/","43033"
"University of Regensburg","2020","1509.38","10.3390/ijms21041444",FALSE,"MDPI","International Journal of Molecular Sciences","1422-0067","cc_by_4",NA,"http://epub.uni-regensburg.de/43034/","43034"
