agreement;institution;doi;period;is_hybrid
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1TC05037K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1TC05209H;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1SE01802G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1FO03942C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1NR06983G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1DT03571A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1FO04102A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1TA10296F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1TA09998A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1QI01513C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1NR06280H;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1PY01650D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2CP00180B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1CP05012E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1CC07211K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1CC06790G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2CC00424K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2DT00497F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1FO03887G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2TC00048B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2NR00361A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1NR08223J;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1TC06167D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2TC00653G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2BM00365A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2TC00655C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D1TC05913K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2QI00480A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2CC01170K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2FD00059H;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2FO00182A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2NR00721E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2FO00103A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2DT00794K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2FO00552B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);https://doi.org/10.1039/D2DT01015A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);doi.org/10.1039/D2TC00996J;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP00754A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP00701K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01088G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01396G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP00021K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2BM00486K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CC02286A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CC01470J;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2EM00029F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01703B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CC07034G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2FO01475K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01144A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2QO00778A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TA02079C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CS00083K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01044E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01621D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01013E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TC01148D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01579J;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP01806C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2FO00697A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CC03089F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2DT02081E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2SM00873D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2QM00482H;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR02630A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2QO01099B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR02963D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2MH00644H;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR02177C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR03586C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR01410F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP02169B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CC04124C;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TC02539F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TC02160A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR04161H;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR03903F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR01985J;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CC04296G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP03467K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP03501D;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2SE01073A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TB01818G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP03537E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2AN01091G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR05109E;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR04246K;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TA05988F;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CC04958A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2TC04265G;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2FO02060B;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2NR05625A;2022;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D2CP03841B;2022;TRUE
