agreement;institution;doi;period;is_hybrid
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1OB00882J;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TC01395E;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1FO00457C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP01893K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP01236C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP01312B;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1MH00728A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1SE00771H;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1DT01599K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP00214G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1DT01531A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CE00462J;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1SM00720C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1SE01061A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR01937F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CC03087F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CY00696G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR02337C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TC02512K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CC02769G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR04400A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR03484G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP03503G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1FO02033A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TB01020D;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1OB01227D;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TC02196F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1OB00871D;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR04583K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CY01067K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR04229G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1QO00892G;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1RE00226K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR03894J;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR04400A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP02548A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1DT02184B;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1SM01026C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1DT02220B;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TC04247E;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TA07902F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP04935F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CC05800B;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1FO02272E;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP04725F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1FO03327A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP02121D;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TC05387F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1NR06303K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1OB01737C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1DT02365A;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TC04642J;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP05146F;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CP03293C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1DT04065K;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1CY02063C;2021;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D1TA09625G;2021;TRUE
