agreement;institution;doi;period;is_hybrid
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D0CC00681E;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9DT04908H;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9GC04221K;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9TC05912A;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D0SE00094A;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/D0NR00666A;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9QM00752K;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9DT04695J;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9NR10620K;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9OB02688F;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9CY02332A;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9CC08930F;2020;TRUE
CSIC-Royal Society of Chemistry;Consejo Superior de Investigaciones Cientificas (CSIC);10.1039/C9LC01051C;2020;TRUE
