institution;period;euro;DOI;is_hybrid;opt-out
Heinrich-Heine-Universität Düsseldorf;2021;2.069,86;10.1007/s40519-020-01091-3;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2021;2.069,86;10.1007/s40879-021-00451-2;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2021;2.069,86;10.1007/s00432-021-03523-8;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2021;2.069,86;10.1007/s11428-021-00732-0;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2021;2.069,86;10.1007/s00208-021-02278-4;TRUE;optout
