"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"HHU Düsseldorf",2024,NA,"10.1007/s11577-023-00930-2",TRUE,FALSE,"Springer Nature","KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie","0023-2653","0023-2653","1861-891X","0023-2653","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00330-023-10522-5",TRUE,FALSE,"Springer Nature","European Radiology","1432-1084",NA,"1432-1084","0938-7994","https://creativecommons.org/licenses/by/4.0",TRUE,"38189981","PMC11255074",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s10670-023-00761-9",TRUE,FALSE,"Springer Nature","Erkenntnis","0165-0106","0165-0106","1572-8420","0165-0106","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s10096-023-04741-3",TRUE,FALSE,"Springer Nature","European Journal of Clinical Microbiology & Infectious Diseases","0934-9723","0934-9723","1435-4373","0934-9723","https://creativecommons.org/licenses/by/4.0",TRUE,"38167987","PMC10917863",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00403-023-02796-y",TRUE,FALSE,"Springer Nature","Archives of Dermatological Research","1432-069X",NA,"1432-069X","0340-3696","https://creativecommons.org/licenses/by/4.0",TRUE,"38175227","PMC10766663",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s44266-023-00170-9",TRUE,FALSE,"Springer Nature","Zeitschrift für Allgemeinmedizin","1433-6251","1433-6251","1439-9229","1433-6251","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s10049-023-01276-0",TRUE,FALSE,"Springer Nature","Notfall + Rettungsmedizin","1434-6222","1434-6222","1436-0578","1434-6222","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s44266-023-00166-5",TRUE,FALSE,"Springer Nature","Zeitschrift für Allgemeinmedizin","1433-6251","1433-6251","1439-9229","1433-6251","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00414-023-03146-3",TRUE,FALSE,"Springer Nature","International Journal of Legal Medicine","0937-9827","0937-9827","1437-1596","0937-9827","https://creativecommons.org/licenses/by/4.0",TRUE,"38214738","PMC11003885",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s10670-023-00767-3",TRUE,FALSE,"Springer Nature","Erkenntnis","0165-0106","0165-0106","1572-8420","0165-0106","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00106-023-01414-7",TRUE,FALSE,"Springer Nature","HNO","0017-6192","0017-6192","1433-0458","0017-6192","https://creativecommons.org/licenses/by/4.0",TRUE,"38289498","PMC11422247",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s40620-023-01858-8",TRUE,FALSE,"Oxford University Press (OUP)","Journal of Nephrology","1724-6059",NA,"1724-6059","1121-8428","https://creativecommons.org/licenses/by/4.0",TRUE,"38236473","PMC11043149",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00701-024-05909-2",TRUE,FALSE,"Springer Nature","Acta Neurochirurgica","0942-0940",NA,"0942-0940","0001-6268","https://creativecommons.org/licenses/by/4.0",TRUE,"38261024","PMC10806023",NA,NA,TRUE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00103-024-03833-5",TRUE,FALSE,"Springer Nature","Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz","1436-9990","1436-9990","1437-1588","1436-9990","https://creativecommons.org/licenses/by/4.0",TRUE,"38253871","PMC10834612",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1038/s41416-023-02558-7",TRUE,FALSE,"Springer Nature","British Journal of Cancer","0007-0920","0007-0920","1532-1827","0007-0920","https://creativecommons.org/licenses/by/4.0",TRUE,"38233492","PMC10951205",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1038/s41375-024-02157-2",TRUE,FALSE,"Springer Nature","Leukemia","0887-6924","0887-6924","1476-5551","0887-6924","https://creativecommons.org/licenses/by/4.0",TRUE,"38263435","PMC10844089",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00068-024-02448-4",TRUE,FALSE,"Springer Nature","European Journal of Trauma and Emergency Surgery","1863-9933","1863-9933","1863-9941","1863-9933","https://creativecommons.org/licenses/by/4.0",TRUE,"38265442","PMC11249774",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00414-024-03166-7",TRUE,FALSE,"Springer Nature","International Journal of Legal Medicine","0937-9827","0937-9827","1437-1596","0937-9827","https://creativecommons.org/licenses/by/4.0",TRUE,"38340162",NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00701-024-05942-1",TRUE,FALSE,"Springer Nature","Acta Neurochirurgica","0942-0940",NA,"0942-0940","0001-6268","https://creativecommons.org/licenses/by/4.0",TRUE,"38289511","PMC10828004",NA,NA,TRUE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s11818-024-00453-8",TRUE,FALSE,"Springer Nature","Somnologie","1432-9123","1432-9123","1439-054X","1432-9123","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
"HHU Düsseldorf",2024,NA,"10.1007/s00048-024-00376-3",TRUE,FALSE,"Springer Nature","NTM Zeitschrift für Geschichte der Wissenschaften, Technik und Medizin","0036-6978","0036-6978","1420-9144","0036-6978","https://creativecommons.org/licenses/by/4.0",TRUE,"38411661","PMC10914920",NA,NA,FALSE,"sn2024deal","024z2rq82_sn2024deal_2024"
