"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"HS Reutlingen",2024,1428,"10.1080/18824889.2024.2342624",FALSE,FALSE,"Informa UK Limited","SICE Journal of Control, Measurement, and System Integration","1882-4889","1882-4889","1884-9970","1882-4889","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"tf2024zbw","00q644y50_tf2024zbw_2024"
"HS Reutlingen",2024,1164.16,"10.1016/j.jscs.2024.101827",FALSE,FALSE,"Springer Nature","Journal of Saudi Chemical Society","1319-6103","1319-6103",NA,"1319-6103","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"els2023deal","00q644y50_els2023deal_2024"
"HS Reutlingen",2024,2564.79,"10.1016/j.isci.2024.109746",FALSE,FALSE,"Elsevier BV","iScience","2589-0042","2589-0042",NA,"2589-0042","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38706849","PMC11067362",NA,NA,TRUE,"els2023deal","00q644y50_els2023deal_2024"
"HS Reutlingen",2024,1609.28,"10.1016/j.heliyon.2024.e32733",FALSE,FALSE,"Elsevier BV","Heliyon","2405-8440","2405-8440",NA,"2405-8440","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"38975150","PMC11226844",NA,NA,TRUE,"els2023deal","00q644y50_els2023deal_2024"
"HS Reutlingen",2024,1609.28,"10.1016/j.heliyon.2024.e34025",FALSE,FALSE,"Elsevier BV","Heliyon","2405-8440","2405-8440",NA,"2405-8440","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"39071686","PMC11280269",NA,NA,TRUE,"els2023deal","00q644y50_els2023deal_2024"
"HS Reutlingen",2024,NA,"10.1016/j.is.2024.102403",TRUE,FALSE,"Elsevier BV","Information Systems","0306-4379","0306-4379",NA,"0306-4379","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,"els2023deal","00q644y50_els2023deal_2024"
"HS Reutlingen",2024,5373.54,"10.1038/s41467-024-53486-w",FALSE,FALSE,"Springer Nature","Nature Communications","2041-1723",NA,"2041-1723","2041-1723","https://creativecommons.org/licenses/by/4.0",TRUE,"39438462","PMC11496621",NA,NA,TRUE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,1928.14,"10.1038/s41598-024-82192-2",FALSE,FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","https://creativecommons.org/licenses/by/4.0",TRUE,"39681627","PMC11649807",NA,NA,TRUE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,982.26,"10.1186/s40309-024-00241-5",FALSE,FALSE,"Springer Nature","European Journal of Futures Research","2195-2248",NA,"2195-2248","2195-2248","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,TRUE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1007/s10389-023-02188-6",TRUE,FALSE,"Springer Nature","Journal of Public Health","2198-1833","2198-1833","1613-2238","1613-2238","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1007/s10506-024-09406-w",TRUE,FALSE,"Springer Nature","Artificial Intelligence and Law","0924-8463","0924-8463","1572-8382","0924-8463","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1007/s10586-023-04237-x",TRUE,FALSE,"Springer Nature","Cluster Computing","1386-7857","1386-7857","1573-7543","1386-7857","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1007/s11548-024-03283-z",TRUE,FALSE,"Springer Nature","International Journal of Computer Assisted Radiology and Surgery","1861-6429",NA,"1861-6429","1861-6410","https://creativecommons.org/licenses/by/4.0",TRUE,"39604547","PMC11929725",NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1007/s11612-024-00767-z",TRUE,FALSE,"Springer Nature","Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO)","2366-6145","2366-6145","2366-6218","2366-6218","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1007/s11625-024-01463-z",TRUE,FALSE,"Springer Nature","Sustainability Science","1862-4065","1862-4065","1862-4057","1862-4057","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,NA,"10.1365/s40702-023-01037-0",TRUE,FALSE,"Springer Nature","HMD Praxis der Wirtschaftsinformatik","1436-3011","1436-3011","2198-2775","1436-3011","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,"sn2024deal","00q644y50_sn2024deal_2024"
"HS Reutlingen",2024,2165.68,"10.1002/elsc.202300226",FALSE,FALSE,"Wiley-Blackwell","Engineering in Life Sciences","1618-0240","1618-0240","1618-2863","1618-0240","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"38975018","PMC11223372",NA,NA,TRUE,"wiley2024deal","00q644y50_wiley2024deal_2024"
"HS Reutlingen",2024,NA,"10.1002/mabi.202400320",TRUE,FALSE,"Wiley-Blackwell","Macromolecular Bioscience","1616-5187","1616-5187","1616-5195","1616-5187","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"39450850","PMC11904394",NA,NA,FALSE,"wiley2024deal","00q644y50_wiley2024deal_2024"
"HS Reutlingen",2024,NA,"10.1002/adhm.202304058",TRUE,FALSE,"Wiley-Blackwell","Advanced Healthcare Materials","2192-2640","2192-2640","2192-2659","2192-2640","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"38339837","PMC11468272",NA,NA,FALSE,"wiley2024deal","00q644y50_wiley2024deal_2024"
"HS Reutlingen",2024,NA,"10.1002/adhm.202402865",TRUE,FALSE,"Wiley-Blackwell","Advanced Healthcare Materials","2192-2640","2192-2640","2192-2659","2192-2640","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,"39659136","PMC11773129",NA,NA,FALSE,"wiley2024deal","00q644y50_wiley2024deal_2024"
"HS Reutlingen",2024,NA,"10.1002/slct.202400312",TRUE,FALSE,"Wiley-Blackwell","ChemistrySelect","2365-6549","2365-6549","2365-6549","2365-6549","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00q644y50_wiley2024deal_2024"
"HS Reutlingen",2024,NA,"10.1111/joes.12617",TRUE,FALSE,"Wiley-Blackwell","Journal of Economic Surveys","0950-0804","0950-0804","1467-6419","0950-0804","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00q644y50_wiley2024deal_2024"
"HS Reutlingen",2024,NA,"10.1108/sef-02-2024-0075",TRUE,FALSE,"Emerald","Studies in Economics and Finance","1086-7376","1086-7376","1755-6791","1086-7376","https://www.emerald.com/insight/site-policies",TRUE,NA,NA,NA,NA,FALSE,"eme2023zbw","00q644y50_eme2023zbw_2024"
"HS Reutlingen",2024,NA,"10.1108/ijoa-11-2023-4100",TRUE,FALSE,"Emerald","International Journal of Organizational Analysis","1934-8835","1934-8835","1758-8561","1758-8561",NA,TRUE,NA,NA,NA,NA,FALSE,"eme2023zbw","00q644y50_eme2023zbw_2024"
"HS Reutlingen",2024,NA,"10.1108/dts-02-2024-0004",FALSE,FALSE,"Emerald","Digital Transformation and Society","2755-0761","2755-0761","2755-077X","2755-0761","https://www.emerald.com/insight/site-policies",TRUE,NA,NA,NA,NA,TRUE,"eme2023zbw","00q644y50_eme2023zbw_2024"
"HS Reutlingen",2024,NA,"10.1108/bpmj-06-2023-0465",TRUE,FALSE,"Emerald","Business Process Management Journal","1463-7154","1463-7154","1758-4116","1463-7154",NA,TRUE,NA,NA,NA,NA,FALSE,"eme2023zbw","00q644y50_eme2023zbw_2024"
"HS Reutlingen",2024,NA,"10.1177/14657503231221921",TRUE,FALSE,"SAGE Publications","The International Journal of Entrepreneurship and Innovation","1465-7503","1465-7503","2043-6882","1465-7503","https://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"sage2024gac","00q644y50_sage2024gac_2024"
