institution;apc;period;doi;currency;is_hybrid
Consejo Superior de Investigaciones Cientificas (CSIC);4000;01/01/2023;10.1242/jeb.244744;USD;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);4800;01/01/2023;10.1242/dev.200903;USD;TRUE
Consejo Superior de Investigaciones Cientificas (CSIC);4800;01/01/2023;10.1242/dev.201334;USD;TRUE
