"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"ASH Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",2450.45,"04b404920_sn2024deal_2024"
"ASH Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",300.46,"04b404920_sn2024deal_2024"
"ASH Berlin","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish and read",1363.8,"04b404920_sage2024gac_2024"
"ASH Berlin","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",448.07,"04b404920_tf2024zbw_2024"
"ASH Berlin","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",3625.98,"04b404920_tf2024zbw_2024"
"ASH Berlin","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",1359.45,"04b404920_hogrefe2024gac_2024"
"ASH Berlin","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",843.96,"04b404920_hogrefe2024gac_2024"
"ASH Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",460.8,"04b404920_sn2020deal_2023"
"ASH Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",3758.14,"04b404920_sn2020deal_2023"
"ASH Berlin","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish",974.72,"04b404920_sage2021gac_2023"
"ASH Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",3758.14,"04b404920_sn2020deal_2022"
"ASH Berlin","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",460.8,"04b404920_sn2020deal_2022"
