institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
kth,2025,15364.97,10.3167/9781836951599,TRUE,,,,,
kth,2025, 6963.85,10.1515/9783035627992,FALSE,,,,,
kth,2023,11701.97,10.4324/9781003281030,FALSE,,,,,
kth,2022,11666.33,10.7765/9781526170644,TRUE,,,,,
kth,2022, 7242.27,10.1515/9781501772122,TRUE,,,,,
kth,2023, 5043.96,10.1561/9781638283157,FALSE,,,,,
kth,2022, 7033.53,10.1007/978-3-030-98290-4,TRUE,,,,,
kth,2022, 7754.47,10.5117/9789463726665,FALSE,,,,,
