institution;apc;doi;period;is_hybrid;currency
Consejo Superior de Investigaciones Cientificas (CSIC);1500;10.1371/journal.pone.0253004;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0246201;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0248270;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2500;10.1371/journal.pgen.1009362;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0249130;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0249756;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2500;10.1371/journal.pgen.1009542;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0250212;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0251324;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2500;10.1371/journal.ppat.1009637;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2575;10.1371/journal.pgen.1009560;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2575;10.1371/journal.pcbi.1009245;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0254702;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0254539;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0254983;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2575;10.1371/journal.ppat.1009541;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2500;10.1371/journal.pgen.1009738;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0257266;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2575;10.1371/journal.pcbi.1009455;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2420;10.1371/journal.pntd.0009874;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0258906;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);1695;10.1371/journal.pone.0258739;01/01/2021;FALSE;USD
Consejo Superior de Investigaciones Cientificas (CSIC);2575;10.1371/journal.ppat.1010241;01/01/2021;FALSE;USD
