"institution","apc","doi","period","is_hybrid","currency","euro"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fpls.2017.01161","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fpls.2017.01113","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fmicb.2017.01124","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fcimb.2017.00266","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fpls.2017.01056","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fpls.2017.00974","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","977,5","https://doi.org/10.3389/fcimb.2017.00252","2017","FALSE","USD","865.29"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fpls.2017.00948","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1615","https://doi.org/10.3389/fcell.2017.00058","2017","FALSE","USD","1429.61"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fphys.2017.00321","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fpls.2017.00814","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fpls.2017.00833","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fphys.2017.00309","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fmicb.2017.00915","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fphys.2017.00292","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","1150","https://doi.org/10.3389/fimmu.2017.00493","2017","FALSE","USD","1017.99"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fphys.2017.00285","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fmicb.2017.00806","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fpls.2017.00626","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fmicb.2017.00592","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fmicb.2017.00539","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fmicb.2017.00546","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2116,5","https://doi.org/10.3389/fnins.2017.00126","2017","FALSE","USD","1873.54"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fmicb.2017.00150","2017","FALSE","USD","2204.16"
"Consejo Superior de Investigaciones Cientificas (CSIC)","2490","https://doi.org/10.3389/fimmu.2016.00637","2017","FALSE","USD","2204.16"
