"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Hannover U",2023,3821.43,"10.1007/978-3-658-42698-9",FALSE,"Springer Fachmedien Wiesbaden","Entscheidungen in die weite Zukunft","978-3-658-42697-2","978-3-658-42697-2","978-3-658-42698-9","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Hannover U",2024,3000,"10.14361/9783839472620",FALSE,"transcript Verlag","Scientific Understanding","978-3-8376-7262-6","978-3-8376-7262-6","978-3-8394-7262-0","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Hannover U",2024,611.68,"10.30819/5842",FALSE,"Logos Verlag Berlin","Formatives Assessment auf Basis von maschinellem Lernen","978-3-8325-5842-0","978-3-8325-5842-0",NA,"https://creativecommons.org/licenses/by-sa/4.0",TRUE,TRUE
"Hannover U",2024,7737.84,"10.5771/9783748948056",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Die Stellung der Westsahara im internationalen Recht und die Auswirkungen auf das Völkervertragsrecht","978-3-7489-4805-6","978-3-7489-4805-6",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Hannover U",2024,4724.3,"10.3278/9783763976102",FALSE,"wbv Media","Nachhaltigkeitsorientierte Facharbeit in industriellen Metallberufen","978-3-7639-7610-2","978-3-7639-7610-2",NA,NA,TRUE,FALSE
"Hannover U",2024,7140,"10.1515/9783111215334",FALSE,"De Gruyter","Versklavung im Atlantischen Raum","978-3-11-121533-4",NA,"978-3-11-121533-4","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"Hannover U",2024,1190,"10.5771/9783709250662",FALSE,"Passagen Verlag","Die sozialisierte Universität","978-3-7092-5066-2","978-3-7092-5066-2",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Hannover U",2024,17255,"10.1007/978-3-031-51395-4",FALSE,"Springer International Publishing","Regeneration of Complex Capital Goods","978-3-031-51394-7","978-3-031-51394-7","978-3-031-51395-4","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Hannover U",2024,7140,"10.1515/9783111543932",FALSE,"De Gruyter","Shaping Visions in U.S.-American Magazines","978-3-11-154393-2",NA,"978-3-11-154393-2","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
