__fact_key__,institution,period,publisher,journal_full_title,issn,doi,is_hybrid,country,opt_out,euro
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,LASER & PHOTONICS REVIEWS,1863-8899,10.1002/lpor.202000475,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PROGRESS IN PHOTOVOLTAICS: RESEARCH AND APPLICATIONS,1099-159X,10.1002/pip.3459,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ADVANCED MATERIALS,1521-4095,10.1002/adma.202102807,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,1099-0682,10.1002/ejic.202100785,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH,2169-9356,10.1029/2020JB020914,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS,1617-7061,10.1002/pamm.202100151,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF SOFTWARE: EVOLUTION AND PROCESS,2047-7481,10.1002/smr.2382,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PROGRESS IN PHOTOVOLTAICS: RESEARCH AND APPLICATIONS,1099-159X,10.1002/pip.3526,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ADVANCED FUNCTIONAL MATERIALS,1616-3028,10.1002/adfm.202102338,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ANGEWANDTE CHEMIE INTERNATIONAL EDITION,1521-3773,10.1002/anie.202107263,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ANGEWANDTE CHEMIE,1521-3757,10.1002/ange.202107263,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,NAVIGATION,2161-4296,10.1002/navi.444,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,STEEL CONSTRUCTION: DESIGN AND RESEARCH,1867-0539,10.1002/stco.202000060,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,GROWTH AND CHANGE,1468-2257,10.1111/grow.12479,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,CHEMIE INGENIEUR TECHNIK,1522-2640,10.1002/cite.202100088,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ECOLOGICAL APPLICATIONS,1939-5582,10.1002/eap.2365,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN FINANCIAL MANAGEMENT,1468-036X,10.1111/eufm.12325,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF QUATERNARY SCIENCE,1099-1417,10.1002/jqs.3399,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF GEOPHYSICAL RESEARCH: BIOGEOSCIENCES,2169-8961,10.1029/2020JG006181,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH,2169-9356,10.1029/2021JB022331,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,CHEMISTRY - A EUROPEAN JOURNAL,1521-3765,10.1002/chem.202005086,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,1099-0682,10.1002/ejic.202100147,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,1099-0690,10.1002/ejoc.202100335,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ADVANCED OPTICAL MATERIALS,2195-1071,10.1002/adom.202100291,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ORBIS LITTERARUM,1600-0730,10.1111/oli.12302,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ADVANCED MATERIALS INTERFACES,2196-7350,10.1002/admi.202100310,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,LASER & PHOTONICS REVIEWS,1863-8899,10.1002/lpor.202100206,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,STATISTICA NEERLANDICA,1467-9574,10.1111/stan.12260,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF GEOPHYSICAL RESEARCH: SOLID EARTH,2169-9356,10.1029/2020JB021496,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,1468-0084,10.1111/obes.12467,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS,1617-7061,10.1002/pamm.202100200,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,THE PLANT JOURNAL,1365-313X,10.1111/tpj.15584,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ADVANCED OPTICAL MATERIALS,2195-1071,10.1002/adom.202101712,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF ORGANIC CHEMISTRY,1099-0690,10.1002/ejoc.202101092,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,BJU INTERNATIONAL,1464-410X,10.1111/bju.15542,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS,1617-7061,10.1002/pamm.202100065,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PHYSIK IN UNSERER ZEIT,1521-3943,10.1002/piuz.202101618,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PHYSICA STATUS SOLIDI (RRL) RAPID RESEARCH LETTERS,1862-6270,10.1002/pssr.202100246,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,WATER RESOURCES RESEARCH,1944-7973,10.1029/2020WR029263,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,PROCEEDINGS IN APPLIED MATHEMATICS & MECHANICS,1617-7061,10.1002/pamm.202100174,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ADVANCED FUNCTIONAL MATERIALS,1616-3028,10.1002/adfm.202101628,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,LASER & PHOTONICS REVIEWS,1863-8899,10.1002/lpor.202000464,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,1099-0682,10.1002/ejic.202100081,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,1521-3749,10.1002/zaac.202100160,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,CHEMISTRY - A EUROPEAN JOURNAL,1521-3765,10.1002/chem.202100553,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,CHEMPHYSCHEM,1439-7641,10.1002/cphc.202100755,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,1469-2120,10.1112/blms.12596,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,JOURNAL OF CONSUMER BEHAVIOUR,1479-1838,10.1002/cb.1935,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF SOIL SCIENCE,1365-2389,10.1111/ejss.13102,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,THE PLANT JOURNAL,1365-313X,10.1111/tpj.15558,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF POLITICAL RESEARCH,1475-6765,10.1111/1475-6765.12480,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,NOUS,1468-0068,10.1111/nous.12402,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,RISK ANALYSIS,1539-6924,10.1111/risa.13889,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ANGEWANDTE CHEMIE INTERNATIONAL EDITION,1521-3773,10.1002/anie.202016072,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,BIOMETRICS,1541-0420,10.1111/biom.13442,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,SEDIMENTOLOGY,1365-3091,10.1111/sed.12860,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ANGEWANDTE CHEMIE INTERNATIONAL EDITION,1521-3773,10.1002/anie.202104002,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,RIVER RESEARCH AND APPLICATIONS,1535-1467,10.1002/rra.3923,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ANGEWANDTE CHEMIE INTERNATIONAL EDITION,1521-3773,10.1002/anie.202106718,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,ANGEWANDTE CHEMIE,1521-3757,10.1002/ange.202106718,TRUE,DEU,FALSE,11757.11
Hannover U und TIB,Hannover U und TIB,2021,Wiley-Blackwell,EUROPEAN JOURNAL OF EDUCATION,1465-3435,10.1111/ejed.12452,TRUE,DEU,FALSE,11757.11
