"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"TH Köln",2023,2500,NA,TRUE,"Jonas Verlag","Peter Breuer (um 1472–1541). Forschungsperspektiven auf die Sakralkunst in der Zwickauer Region am Vorabend der Reformation","978-3-89445-601-6",NA,NA,NA,FALSE,FALSE
"TH Köln",2023,3350,NA,TRUE,"Brill","Mit weit geschlossenen Augen. Virtuelle Realitäten entwerfen","978-3-7705-6704-1","978-3-7705-6704-1","978-3-8467-6704-7",NA,FALSE,FALSE
"TH Köln",2023,280,NA,TRUE,"Verlag Johannes Herrmann","Leichte Sprache in der Übersetzungswissenschaft","978-3-937983-42-4",NA,NA,NA,FALSE,FALSE
"TH Köln",2023,880,NA,TRUE,"Verlag Werner Hülsbusch","Datenmanagementpläne an Fachhochschulen / Hochschulen für Angewandte Wissenschaften. Eine Bestandsaufnahme und Empfehlungen","978-3-86488-193-0",NA,NA,NA,FALSE,FALSE
"TH Köln",2023,4165,NA,FALSE,"Frank & Timme","Automatisierte Wissenskommunikation","978-3-7329-1001-4",NA,NA,NA,FALSE,TRUE
"TH Köln",2023,4250,"10.1515/9783110790375",FALSE,"De Gruyter","Praxishandbuch Wissenschaftliche Bibliothekar:innen","978-3-11-079037-5",NA,"978-3-11-079037-5","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"",,,"","","","","","","","","",""
"TH Köln",2023,2065,"10.3224/96665070",FALSE,"Budrich Academic Press","Klassische Theorien Sozialer Arbeit und soziale Bewegungen","978-3-96665-070-0","978-3-96665-070-0",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,TRUE
"TH Köln",2023,900,"10.30819/5736",FALSE,"Logos Verlag Berlin","Bildung und Alltäglichkeit","978-3-8325-5736-2","978-3-8325-5736-2",NA,"https://creativecommons.org/licenses/by-sa/4.0",TRUE,FALSE
"TH Köln",2023,3200,"10.53198/9783943253726",FALSE,"adocs publishing","Attending [to] Futures. Matters of Politics in Design Education, Research, Practice","978-3-943253-72-6","978-3-943253-72-6",NA,"https://adocs.de/de/system/files/ebooks/9783943253726_high.pdf",TRUE,FALSE
"TH Köln",2023,1220,"10.5445/ksp/1000161057",FALSE,"KIT Scientific Publishing","380 kV Superconducting Fault Current Limiter Feasibility Study","978-3-7315-1313-1",NA,NA,NA,FALSE,TRUE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
