"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"TU Chemnitz",2020,7071.46,"10.1007/s00391-020-01773-8",TRUE,"Springer Nature","Zeitschrift für Gerontologie und Geriatrie","0948-6704","0948-6704","1435-1269","0948-6704","https://creativecommons.org/licenses/by/4.0",TRUE,"32808184",NA,"ut:000560899300001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10008-020-04581-7",TRUE,"Springer Nature","Journal of Solid State Electrochemistry","1432-8488","1432-8488","1433-0768","1432-8488","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000530789900001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10008-020-04587-1",TRUE,"Springer Nature","Journal of Solid State Electrochemistry","1432-8488","1432-8488","1433-0768","1432-8488","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000526269000005",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10008-020-04666-3",TRUE,"Springer Nature","Journal of Solid State Electrochemistry","1432-8488","1432-8488","1433-0768","1432-8488","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000537330100001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10008-020-04804-x",TRUE,"Springer Nature","Journal of Solid State Electrochemistry","1432-8488","1432-8488","1433-0768","1432-8488","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000562942500001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10444-020-09807-w",TRUE,"Springer Nature","Advances in Computational Mathematics","1019-7168","1019-7168","1572-9044","1019-7168","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000549820000001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10450-020-00236-1",TRUE,"Springer Nature","Adsorption","0929-5607","0929-5607","1572-8757","0929-5607","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000529126600001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10589-020-00171-5",TRUE,"Springer Nature","Computational Optimization and Applications","0926-6003","0926-6003","1573-2894","0926-6003","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000515947800001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10677-020-10125-9",TRUE,"Springer Nature","Ethical Theory and Moral Practice","1386-2820","1386-2820","1572-8447","1386-2820","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000566296900002",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10765-020-02728-2",TRUE,"Springer Nature","International Journal of Thermophysics","0195-928X","0195-928X","1572-9567","0195-928X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000575207600001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s10765-020-02778-6",TRUE,"Springer Nature","International Journal of Thermophysics","0195-928X","0195-928X","1572-9567","0195-928X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000603660000001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s11081-020-09531-w",TRUE,"Springer Nature","Optimization and Engineering","1389-4420","1389-4420","1573-2924","1389-4420","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000549794500002",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s11241-020-09355-y",TRUE,"Springer Nature","Real-Time Systems","0922-6443","0922-6443","1573-1383","0922-6443","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000582106700001",NA,FALSE,"DEAL Springer Nature Germany"
"TU Chemnitz",2020,7071.46,"10.1007/s11577-020-00664-5",TRUE,"Springer Nature","KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie","0023-2653","0023-2653","1861-891X","0023-2653","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000540141500006",NA,FALSE,"DEAL Springer Nature Germany"
