"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Goettingen U",2012,1294.72,"10.1186/1743-7075-9-86",FALSE,"Springer Science + Business Media","Nutrition & Metabolism","1743-7075","1743-7075",NA,NA,TRUE,"22995226","PMC3497704",NA,NA,TRUE
"Goettingen U",2012,1143.83,"10.1371/journal.pgen.1002685",FALSE,"Public Library of Science (PLoS)","PLOS Genetics","1553-7404",NA,"1553-7404","http://creativecommons.org/licenses/by/4.0/",TRUE,"22570636","PMC3342952",NA,NA,TRUE
"Goettingen U",2012,1173.29,"10.1371/journal.pone.0044685",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"23056182","PMC3462784",NA,NA,TRUE
"Goettingen U",2012,1270.92,"10.1186/1471-2148-12-89",FALSE,"Springer Science + Business Media","BMC Evolutionary Biology","1471-2148","1471-2148",NA,NA,TRUE,"22708622","PMC3483276",NA,NA,TRUE
"Goettingen U",2012,1404.2,"10.1186/1471-2202-13-40",FALSE,"Springer Science + Business Media","BMC Neuroscience","1471-2202","1471-2202",NA,NA,TRUE,"22533376","PMC3350408",NA,NA,TRUE
"Goettingen U",2012,1489.88,"10.1186/1471-2229-12-228",FALSE,"Springer Science + Business Media","BMC Plant Biology","1471-2229","1471-2229",NA,NA,TRUE,"23194461","PMC3552686",NA,NA,TRUE
"Goettingen U",2012,1904,"10.3389/fpsyg.2012.00504",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"23181043","PMC3499915",NA,NA,TRUE
"Goettingen U",2012,1142.4,"10.3389/fncir.2012.00104",FALSE,"Frontiers Media SA","Frontiers in Neural Circuits","1662-5110",NA,"1662-5110",NA,TRUE,"23267315","PMC3525953",NA,NA,TRUE
"Goettingen U",2012,1142.4,"10.3389/fpls.2012.00194",FALSE,"Frontiers Media SA","Frontiers in Plant Science","1664-462X",NA,"1664-462X",NA,TRUE,"22969783","PMC3427985",NA,NA,TRUE
"Goettingen U",2012,1156.68,"10.1186/1743-0003-9-76",FALSE,"Springer Science + Business Media","Journal of NeuroEngineering and Rehabilitation","1743-0003","1743-0003",NA,NA,TRUE,"23043818","PMC3533908",NA,NA,TRUE
