institution;period;euro;doi;is_hybrid;publisher;journal_full_title;issn;url;;;;;;;;;;;;;
Goettingen University;2017; 559,06;10.1214/17-EJS1307;FALSE;Institute of Mathematical Statisctics;Electronic Journal of Statistics;1935-7524;http://resolver.sub.uni-goettingen.de/purl?gs-1/15226;;;;;;;;;;;;;
Goettingen University;2017; 535,96;10.1212/NXI.0000000000000086;FALSE;Wolters Kluwer;Neurology: Neuroimmunology & Neuroinflammation;2332-7812;http://resolver.sub.uni-goettingen.de/purl?gs-1/13595;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s40793-017-0259-x;FALSE;BioMed Central;Standards in Genomic Sciences;1944-3277;http://resolver.sub.uni-goettingen.de/purl?gs-1/14699;;;;;;;;;;;;;
Goettingen University;2017; 1.356,60;10.1186/s40635-017-0161-2;FALSE;BioMed Central;Intensive Care Medicine Experimental;2197-425X;http://resolver.sub.uni-goettingen.de/purl?gs-1/15183;;;;;;;;;;;;;
Goettingen University;2017; 1.085,28;10.1186/s40478-017-0431-y;FALSE;BioMed Central;Acta Neuropathologica Communications;2051-5960;http://resolver.sub.uni-goettingen.de/purl?gs-1/14726;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s40360-017-0183-0;FALSE;BioMed Central;BMC Pharmacology and Toxicology;1472-6904;http://resolver.sub.uni-goettingen.de/purl?gs-1/15171;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s13568-017-0326-0;FALSE;Springer;Algorithms for Molecular Biology;1748-7188;http://resolver.sub.uni-goettingen.de/purl?gs-1/14319;;;;;;;;;;;;;
Goettingen University;2017; 1.899,24;10.1186/s13227-017-0082-x;FALSE;BioMed Central;EvoDevo;2041-9139;http://resolver.sub.uni-goettingen.de/purl?gs-1/15169;;;;;;;;;;;;;
Goettingen University;2017; 1.685,04;10.1186/s13195-017-0309-z;FALSE;BioMed Central;Alzheimer's Research & Therapy;1758-9193;http://resolver.sub.uni-goettingen.de/purl?gs-1/15154;;;;;;;;;;;;;
Goettingen University;2017; 999,60;10.1186/s13104-017-2653-2;FALSE;BioMed Central;BMC Research Notes;1756-0500;http://resolver.sub.uni-goettingen.de/purl?gs-1/14761;;;;;;;;;;;;;
Goettingen University;2017; 1.899,24;10.1186/s13068-017-0874-1;FALSE;BioMed Central;Biotechnology for Biofuels;1754-6834;http://resolver.sub.uni-goettingen.de/purl?gs-1/14665;;;;;;;;;;;;;
Goettingen University;2017; 1.899,24;10.1186/s13068-016-0686-8;FALSE;BioMed Central;Biotechnology for Biofuels;1754-6834;http://resolver.sub.uni-goettingen.de/purl?gs-1/14067;;;;;;;;;;;;;
Goettingen University;2017; 2.303,84;10.1186/s13059-017-1159-5;FALSE;BioMed Central;Genome Biology;1465-6914;http://resolver.sub.uni-goettingen.de/purl?gs-1/14993;;;;;;;;;;;;;
Goettingen University;2017; 2.570,40;10.1186/s13024-017-0226-4;FALSE;BioMed Central;Molecular Neurodegeneration;Molecular Neurodegeneration;http://resolver.sub.uni-goettingen.de/purl?gs-1/14995;;;;;;;;;;;;;
Goettingen University;2017; 1.685,04;10.1186/s13019-017-0569-5;FALSE;BioMed Central;Journal of Cardiothoracic Surgery;1749-8090;http://resolver.sub.uni-goettingen.de/purl?gs-1/14188;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s13015-017-0118-8;FALSE;BioMed Central;Algorithms for Molecular Biology;1748-7188;http://resolver.sub.uni-goettingen.de/purl?gs-1/15128;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12987-017-0057-2;FALSE;BioMed Central;Fluids and Barriers of the CNS;1743-8454;http://resolver.sub.uni-goettingen.de/purl?gs-1/14383;;;;;;;;;;;;;
Goettingen University;2017; 1.899,24;10.1186/s12974-017-0831-8;FALSE;BioMed Central;Journal of Neuroinflammation;1742-2094;http://resolver.sub.uni-goettingen.de/purl?gs-1/14381;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12968-017-0414-y;FALSE;BioMed Central;Journal of Cardiovascular Magnetic Resonance;1532-429X;http://resolver.sub.uni-goettingen.de/purl?gs-1/15158;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12968-017-0357-3;FALSE;BioMed Central;Journal of Cardiovascular Magnetic Resonance;1532-429X;http://resolver.sub.uni-goettingen.de/purl?gs-1/14414;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12913-017-2368-z;FALSE;BioMed Central;BMC Health Services Research;1472-6963;http://resolver.sub.uni-goettingen.de/purl?gs-1/14659;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12910-017-0170-4;FALSE;BioMed Central;BMC Medical Ethics;1472-6939;http://resolver.sub.uni-goettingen.de/purl?gs-1/14265;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12909-017-1000-6;FALSE;BioMed Central;BMC Medical Education;1472-6920;http://resolver.sub.uni-goettingen.de/purl?gs-1/15136;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12909-017-0970-8;FALSE;BioMed Central;BMC Medical Education;1472-6920;http://resolver.sub.uni-goettingen.de/purl?gs-1/14707;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12898-017-0140-1;FALSE;BioMed Central;BMC Ecology;1472-6785;http://resolver.sub.uni-goettingen.de/purl?gs-1/14688;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12888-017-1362-7;FALSE;BioMed Central;BMC Psychiatry;1471-244X;http://resolver.sub.uni-goettingen.de/purl?gs-1/14484;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12888-017-1360-9;FALSE;BioMed Central;BMC Psychiatry;1471-244X;http://resolver.sub.uni-goettingen.de/purl?gs-1/14483;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12885-017-3342-1;FALSE;BioMed Central;BMC Cancer;1471-2407;http://resolver.sub.uni-goettingen.de/purl?gs-1/14459;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12883-017-0872-8;FALSE;BioMed Central;BMC Neurology;1471-2377;http://resolver.sub.uni-goettingen.de/purl?gs-1/14451;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12882-017-0479-8;FALSE;BioMed Central;BMC Nephrology;1471-2369;http://resolver.sub.uni-goettingen.de/purl?gs-1/14308;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12870-017-1166-4;FALSE;BioMed Central;BMC Plant Biology;1471-2229;http://resolver.sub.uni-goettingen.de/purl?gs-1/15141;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12870-017-1042-2;FALSE;BioMed Central;BMC Plant Biology;1471-2229;http://resolver.sub.uni-goettingen.de/purl?gs-1/14506;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12864-017-3930-0;FALSE;BioMed Central;BMC Genomics;1471-2164;http://resolver.sub.uni-goettingen.de/purl?gs-1/14736;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12863-017-0496-4;FALSE;BioMed Central;BMC Genetics;1471-2156;http://resolver.sub.uni-goettingen.de/purl?gs-1/14391;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12862-017-1013-0;FALSE;BioMed Central;BMC Evolutionary Biology;1471-2148;http://resolver.sub.uni-goettingen.de/purl?gs-1/14734;;;;;;;;;;;;;
Goettingen University;2017; 1.661,24;10.1186/s12859-016-1439-1;FALSE;BioMed Central;BMC Bioinformatics;1754-6834;http://resolver.sub.uni-goettingen.de/purl?gs-1/14066;;;;;;;;;;;;;
Goettingen University;2017; 1.332,80;10.1186/s12711-016-0277-y;FALSE;BioMed Central;Genetics Selection Evolution;1297-9686;http://resolver.sub.uni-goettingen.de/purl?gs-1/14160;;;;;;;;;;;;;
Goettingen University;2017; 1.259,23;10.1177/2048004017710142;FALSE;Sage;JRSM Cardiovascular Disease;2048-0040;http://resolver.sub.uni-goettingen.de/purl?gs-1/14508;;;;;;;;;;;;;
Goettingen University;2017; 3.451,00;10.1159/000484110;FALSE;Karger;Cellular Physiology and Biochemistry;1421-9778;http://resolver.sub.uni-goettingen.de/purl?gs-1/14832;;;;;;;;;;;;;
Goettingen University;2017; 1.240,30;10.1155/2018/3539417;FALSE;Hindawi;Advances in Condensed Matter Physics;1687-8124;http://resolver.sub.uni-goettingen.de/purl?gs-1/15027;;;;;;;;;;;;;
Goettingen University;2017; 1.999,20;10.1155/2017/5470831;FALSE;Hindawi;Mediators of Inflammation;1466-1861;http://resolver.sub.uni-goettingen.de/purl?gs-1/14140;;;;;;;;;;;;;
Goettingen University;2017; 1.796,80;10.1155/2017/3527269;FALSE;Hindawi;Computational and Mathematical Methods in Medicine;1748-6718;http://resolver.sub.uni-goettingen.de/purl?gs-1/15017;;;;;;;;;;;;;
Goettingen University;2017; 1.826,55;10.1155/2017/3064016;FALSE;Hindawi;Oxidative Medicine and Cellular Longevity ;1942-0994;http://resolver.sub.uni-goettingen.de/purl?gs-1/14620;;;;;;;;;;;;;
Goettingen University;2017; 1.092,65;10.1155/2017/1391843;FALSE;Hindawi;Stroke Research and Treatment;2042-0056;http://resolver.sub.uni-goettingen.de/purl?gs-1/14531;;;;;;;;;;;;;
Goettingen University;2017; 1.441,57;10.1136/bmjopen-2017-017122;FALSE;BMJ Publishing Group;BMJ Open;2044-6055;http://resolver.sub.uni-goettingen.de/purl?gs-1/14871;;;;;;;;;;;;;
Goettingen University;2017; 1.223,75;10.1136/bmjgh-2016-000206;FALSE;BMJ Publishing Group;BMJ Global Health;2059-7908;http://resolver.sub.uni-goettingen.de/purl?gs-1/14579;;;;;;;;;;;;;
Goettingen University;2017; 1.880,20;10.1111/gcbb.12485;FALSE;Wiley (OA-Journals);GCB Bioenergy;1757-1707;http://resolver.sub.uni-goettingen.de/purl?gs-1/15016;;;;;;;;;;;;;
Goettingen University;2017; 1.546,75;10.1097/MD.0000000000007633;FALSE;Lippincott, Williams & Wilkins (Kluwer);Medicine;1536-5964;http://resolver.sub.uni-goettingen.de/purl?gs-1/14616;;;;;;;;;;;;;
Goettingen University;2017; 1.015,42;10.1097/MD.0000000000007161;FALSE;Lippincott, Williams & Wilkins (Kluwer);Medicine;1536-5964;http://resolver.sub.uni-goettingen.de/purl?gs1/14518;;;;;;;;;;;;;
Goettingen University;2017; 1.099,57;10.1097/MD.0000000000006046;FALSE;Lippincott, Williams & Wilkins (Kluwer);Medicine;1536-5964;http://resolver.sub.uni-goettingen.de/purl?gs-1/14948;;;;;;;;;;;;;
Goettingen University;2017; 1.410,15;10.1093/scan/nsx075;FALSE;Oxford Univ. Press;Social Cognitive and Affective Neuroscience ;1749-5024;http://resolver.sub.uni-goettingen.de/purl?gs-1/14570;;;;;;;;;;;;;
Goettingen University;2017; 1.267,35;10.1093/nar/gkx987;FALSE;Oxford Univ. Press;Nucleic Acids Research;1362-4962;http://resolver.sub.uni-goettingen.de/purl?gs-1/14998;;;;;;;;;;;;;
Goettingen University;2017; 1.267,35;10.1093/nar/gkx984;FALSE;Oxford Univ. Press;Nucleic Acids Research;1362-4962;http://resolver.sub.uni-goettingen.de/purl?gs-1/14825;;;;;;;;;;;;;
Goettingen University;2017; 1.267,35;10.1093/nar/gkx212;FALSE;Oxford Univ. Press;Nucleic Acids Research;1362-4962;http://resolver.sub.uni-goettingen.de/purl?gs-1/14605;;;;;;;;;;;;;
Goettingen University;2017; 1.267,35;10.1093/nar/gkx013;FALSE;Oxford Univ. Press;Nucleic Acids Research;1362-4962;http://resolver.sub.uni-goettingen.de/purl?gs-1/14272;;;;;;;;;;;;;
Goettingen University;2017; 937,72;10.1093/aobpla/plx067;FALSE;Oxford Univ. Press;AoB Plants;2041-2851;http://resolver.sub.uni-goettingen.de/purl?gs-1/15020;;;;;;;;;;;;;
Goettingen University;2017; 1.392,30;10.1088/1748-9326/aa7581;FALSE;IOP;Environmental Research Letters;1748-9326;http://resolver.sub.uni-goettingen.de/purl?gs-1/14589;;;;;;;;;;;;;
Goettingen University;2017; 1.577,94;10.1088/1367-2630/aa6c22;FALSE;IOP;New Journal of Physics;1367-2630;http://resolver.sub.uni-goettingen.de/purl?gs-1/14592;;;;;;;;;;;;;
Goettingen University;2017; 1.577,94;10.1088/1367-2630/19/1/013012;FALSE;IOP;New Journal of Physics;1367-2630;http://resolver.sub.uni-goettingen.de/purl?gs-1/14526;;;;;;;;;;;;;
Goettingen University;2017; 1.552,50;10.1038/srep45076;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14396;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/srep42011;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14273;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/srep41973;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14334;;;;;;;;;;;;;
Goettingen University;2017; 1.386,35;10.1038/srep40914;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14262;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-16147-1;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14876;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-16004-1;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14859;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-15406-5;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14831;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-11827-4;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14798;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-11437-0;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14818;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-11099-y;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14621;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-09900-z;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14614;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-08540-7;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14613;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-07838-w;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14610;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-07409-z;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14617;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-05628-y;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14537;;;;;;;;;;;;;
Goettingen University;2017; 1.552,95;10.1038/s41598-017-02471-z;FALSE;Nature Publ. Group;Scientific Reports;2045-2322;http://resolver.sub.uni-goettingen.de/purl?gs-1/14530;;;;;;;;;;;;;
Goettingen University;2017; 4.403,00;10.1038/s41467-017-01437-z;FALSE;Nature Publ. Group;Nature Communications;2041-1723;http://resolver.sub.uni-goettingen.de/purl?gs-1/14823;;;;;;;;;;;;;
Goettingen University;2017; 2.000,00;10.1038/s41467-017-01002-8;FALSE;Nature Publ. Group;Nature Communications;2041-1723;http://resolver.sub.uni-goettingen.de/purl?gs-1/14820;;;;;;;;;;;;;
Goettingen University;2017; 4.403,00;10.1038/s41467-017-00932-7;FALSE;Nature Publ. Group;Nature Communications;2041-1723;http://resolver.sub.uni-goettingen.de/purl?gs-1/14817;;;;;;;;;;;;;
Goettingen University;2017; 4.403,00;10.1038/s41467-017-00156-9;FALSE;Nature Publ. Group;Nature Communications;2041-1723;http://resolver.sub.uni-goettingen.de/purl?gs-1/14543;;;;;;;;;;;;;
Goettingen University;2017; 2.000,00;10.1038/ncomms15702;FALSE;Nature Publ. Group;Nature Communications;2041-1723;http://resolver.sub.uni-goettingen.de/purl?gs-1/14540;;;;;;;;;;;;;
Goettingen University;2017; 2.000,00;10.1038/ncomms15283;FALSE;Nature Publ. Group;Nature Communications;2041-1723;http://resolver.sub.uni-goettingen.de/purl?gs-1/14628;;;;;;;;;;;;;
Goettingen University;2017; 2.455,26;10.1016/j.tranon.2017.05.004;FALSE;Elsevier;Translational Oncology;1936-5233;http://resolver.sub.uni-goettingen.de/purl?gs-1/14534;;;;;;;;;;;;;
Goettingen University;2017; 533,75;10.1016/j.scr.2017.07.007;FALSE;Elsevier;Stem Cell Research;1876-7753;http://resolver.sub.uni-goettingen.de/purl?gs-1/14618;;;;;;;;;;;;;
Goettingen University;2017; 1.802,85;10.1016/j.rbms.2017.03.003;FALSE;Elsevier;Reproductive Biomedicine & Society Online;2405-6618;http://resolver.sub.uni-goettingen.de/purl?gs-1/14569;;;;;;;;;;;;;
Goettingen University;2017; 533,75;10.1016/j.dib.2017.11.016;FALSE;Elsevier;Data In Brief;2352-3409;http://resolver.sub.uni-goettingen.de/purl?gs-1/14879;;;;;;;;;;;;;
Goettingen University;2017; 266,87;10.1016/j.dib.2017.10.021;FALSE;Elsevier;Data In Brief;2352-3409;http://resolver.sub.uni-goettingen.de/purl?gs-1/14839;;;;;;;;;;;;;
Goettingen University;2017; 4.760,00;10.1016/j.celrep.2017.10.084;FALSE;Elsevier;Cell Reports;2211-1247;http://resolver.sub.uni-goettingen.de/purl?gs-1/14878;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12230;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/14612;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12229;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/14816;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12217;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/14541;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12216;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/14532;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12214;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/14533;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12142;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/13782;;;;;;;;;;;;;
Goettingen University;2017; 1.011,50;10.1002/jcsm.12110;FALSE;Wiley (OA-Journals);Journal of Cachexia, Sarcopenia and Muscle;2190-6009;http://resolver.sub.uni-goettingen.de/purl?gs-1/13727;;;;;;;;;;;;;
Goettingen University;2017; 1.999,20;10.1002/ehf2.12209;FALSE;Wiley (OA-Journals);ESC Heart Failure;2055-5822;http://resolver.sub.uni-goettingen.de/purl?gs-1/14870;;;;;;;;;;;;;
Goettingen University;2017; 1.999,20;10.1002/ehf2.12164;FALSE;Wiley (OA-Journals);ESC Heart Failure;2055-5822;http://resolver.sub.uni-goettingen.de/purl?gs-1/14815;;;;;;;;;;;;;
Goettingen University;2017; 1.431,57;10.1002/ecs2.1771;FALSE;Wiley (OA-Journals);Ecosphere;2150-8925;http://resolver.sub.uni-goettingen.de/purl?gs-1/14577;;;;;;;;;;;;;
Goettingen University;2017; 1.237,60;10.1002/ece3.3661;FALSE;Wiley (OA-Journals);Ecology and Evolution;2045-7758;http://resolver.sub.uni-goettingen.de/purl?gs-1/14882;;;;;;;;;;;;;
Goettingen University;2017; 1.237,60;10.1002/ece3.3485;FALSE;Wiley (OA-Journals);Ecology and Evolution;2045-7758;http://resolver.sub.uni-goettingen.de/purl?gs-1/14822;;;;;;;;;;;;;
Goettingen University;2017; 1.237,60;10.1002/ece3.3472;FALSE;Wiley (OA-Journals);Ecology and Evolution;2045-7758;http://resolver.sub.uni-goettingen.de/purl?gs-1/14873;;;;;;;;;;;;;
Goettingen University;2017; 1.820,70;10.1002/ece3.3189;FALSE;Wiley (OA-Journals);Ecology and Evolution;2045-7758;http://resolver.sub.uni-goettingen.de/purl?gs-1/14584;;;;;;;;;;;;;
Goettingen University;2017; 1.552,13; 10.1371/journal.pone.0178866;FALSE;PLoS;PLoS ONE;1932-6203;http://resolver.sub.uni-goettingen.de/purl?gs-1/14557;;;;;;;;;;;;;
