"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn/isbn";"issn_print";"issn_electronic";"url"
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;1456,94;"10.1177/11786329231196029";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;2245,00;"10.1038/s41598-023-43849-6";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;1600,00;"10.5194/gmd-16-353-2023";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;1001,00;"10.5194/bg-20-1621-2023";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;2150,93;"10.1109/ACCESS.2023.3269581";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;3220,00;"10.1016/j.scitotenv.2023.161657";"TRUE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;1996,14;"10.1016/j.jhydrol.2023.129423";"TRUE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;1663,69;"10.3390/fluids8080233";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;2145,00;"10.1038/s41598-023-38719-0";"FALSE";;;;;;
"Mines Paris - Ecole nationale supérieure des Mines de Paris";2023;7000,00;"10.1007/978-3-031-52764-7";;"Springer Nature";;"978-3-031-52764-7";;;"https://link.springer.com/content/pdf/10.1007/978-3-031-52764-7.pdf"
