"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Wuppertal U",2024,11305,"10.1007/978-3-658-44331-3",FALSE,"Springer Fachmedien Wiesbaden","Organisationsformen der Erkenntnisgewinnung","978-3-658-44330-6","978-3-658-44330-6","978-3-658-44331-3","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Wuppertal U",2024,700.01,"10.35468/6068",FALSE,"Verlag Julius Klinkhardt","Das Berufsfeldpraktikum als Professionalisierungselement. Grundlagen, Konzepte, Beispiele für das Lehramtsstudium","978-3-7815-2615-0","978-3-7815-2615-0",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/deed.de",TRUE,FALSE
"",,,"","","","","","","","","",""
"Wuppertal U",2024,7021,"10.14361/9783839472415",FALSE,"transcript Verlag","Wie gestalten wir Gesellschaft?","978-3-8376-7241-1","978-3-8376-7241-1","978-3-8394-7241-5","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Wuppertal U",2024,1444.06,"10.14361/9783839471180",FALSE,"transcript Verlag","Armutsdiskurse","978-3-8376-7118-6","978-3-8376-7118-6","978-3-8394-7118-0","https://creativecommons.org/licenses/by-nc/4.0",TRUE,FALSE
"Wuppertal U",2024,4000,"10.12907/978-3-593-45774-1",FALSE,"Campus Verlag","(De)Institutionalisierung von Bildung und Erziehung","978-3-593-45774-1",NA,"978-3-593-45774-1","https://creativecommons.org/licenses/by-sa/4.0/legalcode",TRUE,FALSE
"Wuppertal U",2024,498,"10.3224/84742691",FALSE,"Verlag Barbara Budrich","Transmigration und Place-making junger Geflüchteter","978-3-8474-2691-2","978-3-8474-2691-2",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,FALSE
"",,,"","","","","","","","","",""
"Wuppertal U",2022,20451,"10.25162/9783515132558",FALSE,"Franz Steiner Verlag","Laktanz: „Divinae institutiones“","978-3-515-13255-8",NA,"978-3-515-13255-8",NA,TRUE,FALSE
