"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"JGU Mainz",2016,1165,"10.1038/srep20322",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","http://www.springer.com/tdm",TRUE,"26831940","PMC4735817","ut:000369096000001",NA,TRUE
"JGU Mainz",2016,1756,"10.3389/fnins.2016.00014",FALSE,"Frontiers Media SA","Frontiers in Neuroscience","1662-453X",NA,"1662-453X","1662-453X",NA,TRUE,"26869873","PMC4735423",NA,NA,TRUE
"JGU Mainz",2016,1256.63,"10.1371/journal.pone.0145948",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26730954","PMC4712129","ut:000367801400070",NA,TRUE
"JGU Mainz",2016,1559.5,"10.1186/s13287-015-0268-x",FALSE,"Springer Nature","Stem Cell Research & Therapy","1757-6512",NA,"1757-6512","1757-6512",NA,TRUE,"26762640","PMC4712602","ut:000367974600001",NA,TRUE
"JGU Mainz",2016,1640.5,"10.1186/s13024-016-0084-5",FALSE,"Springer Nature","Molecular Neurodegeneration","1750-1326",NA,"1750-1326","1750-1326",NA,TRUE,"26895626","PMC4759862","ut:000370417500001",NA,TRUE
"JGU Mainz",2016,1251.51,"10.1371/journal.pone.0145949",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26741807","PMC4704798","ut:000367810600015",NA,TRUE
"JGU Mainz",2016,1153.29,"10.3390/v8020037",FALSE,"MDPI AG","Viruses","1999-4915",NA,"1999-4915","1999-4915",NA,TRUE,"26848680","PMC4776192","ut:000371831800029",NA,TRUE
"JGU Mainz",2016,793.33,"10.3389/fnins.2016.00107",FALSE,"Frontiers Media SA","Frontiers in Neuroscience","1662-453X",NA,"1662-453X","1662-453X",NA,TRUE,"27047329","PMC4805584","ut:000372712200002",NA,TRUE
"JGU Mainz",2016,2249.83,"10.3389/fnana.2016.00047",FALSE,"Frontiers Media SA","Frontiers in Neuroanatomy","1662-5129",NA,"1662-5129","1662-5129",NA,TRUE,"27199679","PMC4847482","ut:000374936200001",NA,TRUE
"JGU Mainz",2016,1232.94,"10.1371/journal.pone.0147165",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26785255","PMC4718454","ut:000368528400117",NA,TRUE
"JGU Mainz",2016,1219.62,"10.1371/journal.pone.0149193",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26881744","PMC4755507","ut:000371219000056",NA,TRUE
"JGU Mainz",2016,1384.49,"10.1155/2016/3467832",FALSE,"Hindawi Publishing Corporation","Neural Plasticity","2090-5904","2090-5904","1687-5443","1687-5443","http://creativecommons.org/licenses/by/4.0/",TRUE,"27034844","PMC4806652","ut:000371497000001",NA,TRUE
"JGU Mainz",2016,1619,"10.1186/s12974-016-0542-6",FALSE,"Springer Nature","Journal of Neuroinflammation","1742-2094",NA,"1742-2094","1742-2094",NA,TRUE,"27090083","PMC4836145","ut:000374285600004",NA,TRUE
"JGU Mainz",2016,850,"10.1186/s13104-016-1937-2",FALSE,"Springer Nature","BMC Research Notes","1756-0500",NA,"1756-0500","1756-0500",NA,TRUE,"26920895","PMC4769496",NA,NA,TRUE
"JGU Mainz",2016,1350,"10.1371/journal.pone.0151913",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26999594","PMC4801375","ut:000372694700084",NA,TRUE
"JGU Mainz",2016,1806,"10.18632/oncotarget.8337",FALSE,"Impact Journals, LLC","OncoTarget","1949-2553",NA,"1949-2553","1949-2553",NA,TRUE,"27027442","PMC5077993","ut:000377748500031",NA,FALSE
"JGU Mainz",2016,1785,"10.1155/2016/2596956",FALSE,"Hindawi Publishing Corporation","Journal of Ophthalmology","2090-004X","2090-004X","2090-0058","2090-004X","http://creativecommons.org/licenses/by/4.0/",TRUE,"27340561","PMC4909915","ut:000377906500001",NA,TRUE
"JGU Mainz",2016,2130,"10.1093/nar/gkw473",FALSE,"Oxford University Press (OUP)","Nucleic Acids Research","0305-1048","0305-1048","1362-4962","0305-1048",NA,TRUE,"27220469","PMC5009734","ut:000383001100022",NA,TRUE
"JGU Mainz",2016,1995,"10.1186/s13148-016-0215-4",FALSE,"Springer Nature","Clinical Epigenetics","1868-7075","1868-7075","1868-7083","1868-7075",NA,TRUE,"27152123","PMC4857248","ut:000376846800001",NA,TRUE
"JGU Mainz",2016,1963.65,"10.3389/fimmu.2016.00232",FALSE,"Frontiers Media SA","Frontiers in Immunology","1664-3224",NA,"1664-3224","1664-3224",NA,TRUE,"27379095","PMC4905951","ut:000377671400001",NA,TRUE
"JGU Mainz",2016,1538.25,"10.1186/s12888-016-0807-8",FALSE,"Springer Nature","BMC Psychiatry","1471-244X",NA,"1471-244X","1471-244X",NA,TRUE,"27068217","PMC4828844","ut:000374139100001",NA,TRUE
"JGU Mainz",2016,1311,"10.1371/journal.pone.0153978",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"27111551","PMC4844107","ut:000374970600024",NA,TRUE
"JGU Mainz",2016,1900,"10.1136/bmjopen-2015-010843",FALSE,"BMJ","BMJ Open","2044-6055","2044-6055","2044-6055","2044-6055",NA,TRUE,"27150185","PMC4861098","ut:000378414700087",NA,TRUE
"JGU Mainz",2016,1310.93,"10.1523/eneuro.0096-16.2016",FALSE,"Society for Neuroscience","eNeuro","2373-2822",NA,"2373-2822","2373-2822",NA,TRUE,"27390773","PMC4917734","ut:000391927300015",NA,FALSE
"JGU Mainz",2016,1343.21,"10.1371/journal.pone.0155357",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"27195894","PMC4873188","ut:000376291100039",NA,TRUE
"JGU Mainz",2016,1904.72,"10.3389/fncir.2016.00040",FALSE,"Frontiers Media SA","Frontiers in Neural Circuits","1662-5110",NA,"1662-5110","1662-5110",NA,TRUE,"27252626","PMC4877528",NA,NA,TRUE
"JGU Mainz",2016,1538.25,"10.1186/s13063-016-1417-y",FALSE,"Springer Nature","Trials","1745-6215",NA,"1745-6215","1745-6215",NA,TRUE,"27296249","PMC4906995","ut:000377766100002",NA,TRUE
"JGU Mainz",2016,1538.25,"10.1186/s12920-016-0210-9",FALSE,"Springer Nature","BMC Medical Genomics","1755-8794",NA,"1755-8794","1755-8794",NA,TRUE,"27439789","PMC4955222","ut:000380001300001",NA,TRUE
"JGU Mainz",2016,1745,"10.1186/s12868-016-0280-9",FALSE,"Springer Nature","BMC Neuroscience","1471-2202",NA,"1471-2202","1471-2202",NA,TRUE,"27377996","PMC4932715","ut:000379823600001",NA,TRUE
"JGU Mainz",2016,1830.52,"10.1186/s12888-016-0908-4",FALSE,"Springer Nature","BMC Psychiatry","1471-244X",NA,"1471-244X","1471-244X",NA,TRUE,"27349226","PMC4924239","ut:000378841500001",NA,TRUE
