pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
3;Universität Bielefeld;KI - Künstliche Intelligenz;1610-1987;10.1007/s13218-022-00773-7;https://doi.org/10.1007/s13218-022-00773-7;09.09.2022;03.08.2022;917;editorialnotes;Non Research Article;optout
7;Universität Bielefeld;Applied Categorical Structures;1572-9095;10.1007/s10485-022-09707-8;https://doi.org/10.1007/s10485-022-09707-8;27.12.2022;28.10.2022;2750;originalpaper;Research Article;optout
36;Universität Bielefeld;Synthese;1573-0964;10.1007/s11229-022-03943-0;https://doi.org/10.1007/s11229-022-03943-0;17.12.2022;19.10.2022;2750;originalpaper;Research Article;optout
58;Universität Bielefeld;Communications in Mathematical Physics;1432-0916;10.1007/s00220-022-04414-w;https://doi.org/10.1007/s00220-022-04414-w;16.06.2022;02.05.2022;2750;originalpaper;Research Article;optout
81;Universität Bielefeld;Probability Theory and Related Fields;1432-2064;10.1007/s00440-022-01137-w;https://doi.org/10.1007/s00440-022-01137-w;13.05.2022;16.04.2022;2750;originalpaper;Research Article;optout
