institution_name,period,euro,doi,is_hybrid,opt_out
Universität Bielefeld,2021,2573,10.1007/s10984-020-09347-6,TRUE,TRUE
Universität Bielefeld,2021,2573,10.1007/s12592-021-00385-2,TRUE,TRUE
Universität Bielefeld,2021,2573,10.1007/s00391-021-01951-2,TRUE,TRUE
Universität Bielefeld,2021,2573,10.1007/s11615-021-00318-x,TRUE,TRUE
Universität Bielefeld,2021,2573,10.1007/s11118-020-09890-0,TRUE,TRUE
