"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement"
"Bielefeld U",2021,2573,"10.1007/s10182-021-00395-8",TRUE,"Springer Nature","AStA Advances in Statistical Analysis","1863-8171","1863-8171","1863-818X","1863-8171","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000630650800001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10479-021-03944-1",TRUE,"Springer Nature","Annals of Operations Research","0254-5330","0254-5330","1572-9338","0254-5330","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000616882000001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10212-021-00571-z",TRUE,"Springer Nature","European Journal of Psychology of Education","0256-2928","0256-2928","1878-5174","0256-2928","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000697621700001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00208-021-02276-6",TRUE,"Springer Nature","Mathematische Annalen","0025-5831","0025-5831","1432-1807","0025-5831","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000707674500001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00220-021-04022-0",TRUE,"Springer Nature","Communications in Mathematical Physics","0010-3616","0010-3616","1432-0916","0010-3616","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000640467500002",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00526-021-02119-x",TRUE,"Springer Nature","Calculus of Variations and Partial Differential Equations","0944-2669","0944-2669","1432-0835","0944-2669","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000729121800007",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00146-021-01155-7",TRUE,"Springer Nature","AI & SOCIETY","0951-5666","0951-5666","1435-5655","0951-5666","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000625342700001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10100-020-00734-1",TRUE,"Springer Nature","Central European Journal of Operations Research","1435-246X","1435-246X","1613-9178","1435-246X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000606364400001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10964-021-01538-5",TRUE,"Springer Nature","Journal of Youth and Adolescence","0047-2891","0047-2891","1573-6601","0047-2891","https://creativecommons.org/licenses/by/4.0",TRUE,"34807340","PMC9135772","ut:000721407700001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s42520-021-00344-4",TRUE,"Springer Nature","Neue Politische Literatur","0028-3320","0028-3320","2197-6082","0028-3320","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s11573-021-01046-9",TRUE,"Springer Nature","Journal of Business Economics","0044-2372","0044-2372","1861-8928","0044-2372","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s11618-021-01010-x",TRUE,"Springer Nature","Zeitschrift für Erziehungswissenschaft","1434-663X","1434-663X","1862-5215","1434-663X","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000629122200001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00283-021-10083-9",TRUE,"Springer Nature","The Mathematical Intelligencer","0343-6993","0343-6993","1866-7414","0343-6993","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000664543900001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10539-021-09791-5",TRUE,"Springer Nature","Biology & Philosophy","0169-3867","0169-3867","1572-8404","0169-3867","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000625122200001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10336-021-01921-w",TRUE,"Springer Nature","Journal of Ornithology","2193-7192","2193-7192","2193-7206","2193-7192","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000684073900001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10959-021-01139-9",TRUE,"Springer Nature","Journal of Theoretical Probability","0894-9840","0894-9840","1572-9230","0894-9840","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000711288800001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10182-021-00410-y",TRUE,"Springer Nature","AStA Advances in Statistical Analysis","1863-8171","1863-8171","1863-818X","1863-8171","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000668023500001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s41358-021-00296-x",TRUE,"Springer Nature","Zeitschrift für Politikwissenschaft","1430-6387","1430-6387","2366-2638","1430-6387","https://creativecommons.org/licenses/by/4.0",TRUE,NA,"PMC8577175",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s11612-021-00582-w",TRUE,"Springer Nature","Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO)","2366-6145","2366-6145","2366-6218","2366-6218","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000659837500001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00391-021-01888-6",TRUE,"Springer Nature","Zeitschrift für Gerontologie und Geriatrie","0948-6704","0948-6704","1435-1269","0948-6704","https://creativecommons.org/licenses/by/4.0",TRUE,"33856530","PMC8047544","ut:000640433800001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s10539-021-09805-2",TRUE,"Springer Nature","Biology & Philosophy","0169-3867","0169-3867","1572-8404","0169-3867","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000657728100001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s12662-020-00700-8",TRUE,"Springer Nature","German Journal of Exercise and Sport Research","2509-3142","2509-3142","2509-3150","2509-3150","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000605141400005",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s11136-021-02899-x",TRUE,"Springer Nature","Quality of Life Research","0962-9343","0962-9343","1573-2649","0962-9343","https://creativecommons.org/licenses/by/4.0",TRUE,"34110552","PMC8800913","ut:000659799400001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s11612-021-00576-8",TRUE,"Springer Nature","Gruppe. Interaktion. Organisation. Zeitschrift für Angewandte Organisationspsychologie (GIO)","2366-6145","2366-6145","2366-6218","2366-6218","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000646978000003",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s11577-021-00749-9",TRUE,"Springer Nature","KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie","0023-2653","0023-2653","1861-891X","0023-2653","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000670177000008",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s40573-021-00126-1",TRUE,"Springer Nature","Zeitschrift für Didaktik der Naturwissenschaften","0949-1147","0949-1147","2197-988X","0949-1147","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,NA,NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s00481-021-00664-9",TRUE,"Springer Nature","Ethik in der Medizin","0935-7335","0935-7335","1437-1618","0935-7335","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000722593500001",NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s43253-021-00052-5",TRUE,"Springer Nature","Review of Evolutionary Political Economy","2662-6136","2662-6136","2662-6144","2662-6136","https://creativecommons.org/licenses/by/4.0",TRUE,NA,"PMC8532440",NA,NA,FALSE,"DEAL Springer Nature Germany"
"Bielefeld U",2021,2573,"10.1007/s40865-021-00161-z",TRUE,"Springer Nature","Journal of Developmental and Life-Course Criminology","2199-4641","2199-4641","2199-465X","2199-4641","https://creativecommons.org/licenses/by/4.0",TRUE,NA,NA,"ut:000625709400001",NA,FALSE,"DEAL Springer Nature Germany"
