"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"Bielefeld University","2017","1456","10.1186/s13007-016-0153-3",FALSE,"Springer Nature","Plant Methods","1746-4811",NA,NA,"https://pub.uni-bielefeld.de/publication/2907785","2907785"
"Bielefeld University","2017","840","10.1186/s13104-016-2324-8",FALSE,"Springer Nature","BMC Research Notes","1756-0500",NA,NA,"https://pub.uni-bielefeld.de/publication/2908132","2908132"
"Bielefeld University","2017","2109.3","10.3389/fnbot.2017.00003",FALSE,"Frontiers Media SA","Frontiers in Neurorobotics","1662-5218",NA,NA,"https://pub.uni-bielefeld.de/publication/2908308","2908308"
"Bielefeld University","2017","1983.02","10.3389/fpsyg.2017.00103",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,NA,"https://pub.uni-bielefeld.de/publication/2908310","2908310"
"Bielefeld University","2017","1349.1","10.4236/health.2017.91010",FALSE,"Scientific Research Publ.","Health","1949-5005","https://creativecommons.org/licenses/by/4.0/",NA,"https://pub.uni-bielefeld.de/publication/2908423","2908423"
"Bielefeld University","2017","1396","10.1186/s12889-017-4019-z",FALSE,NA,"BMC Public Health","1471-2458",NA,NA,"https://pub.uni-bielefeld.de/publication/2908738","2908738"
"Bielefeld University","2017","1552.95","10.1038/srep45003",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,NA,"https://pub.uni-bielefeld.de/publication/2909407","2909407"
"Bielefeld University","2017","1396","10.1186/s13033-017-0131-9",FALSE,"Springer Nature","International Journal of Mental Health Systems","1752-4458",NA,NA,"https://pub.uni-bielefeld.de/publication/2909572","2909572"
"Bielefeld University","2017","1934.79","10.3389/fpsyg.2017.00429",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,NA,"https://pub.uni-bielefeld.de/publication/2910257","2910257"
"Bielefeld University","2017","2109.3","10.3389/fmicb.2017.00780",FALSE,"Frontiers Media SA","Frontiers in Microbiology","1664-302X",NA,NA,"https://pub.uni-bielefeld.de/publication/2910668","2910668"
"Bielefeld University","2017","1396","10.1186/s12962-017-0080-9",FALSE,"Springer Nature","Cost Effectiveness and Resource Allocation","1478-7547",NA,NA,"https://pub.uni-bielefeld.de/publication/2914076","2914076"
"Bielefeld University","2017","1396","10.1186/s40886-017-0061-x",FALSE,"Springer Nature","Safety in Health","2056-5917",NA,NA,"https://pub.uni-bielefeld.de/publication/2914261","2914261"
"Bielefeld University","2017","840","10.1186/s13104-017-2985-y",FALSE,"Springer Nature","BMC Research Notes","1756-0500",NA,NA,"https://pub.uni-bielefeld.de/publication/2915524","2915524"
"Bielefeld University","2017","1540","10.1186/s12937-017-0297-7",FALSE,"Springer Nature","Nutrition Journal","1475-2891",NA,NA,"https://pub.uni-bielefeld.de/publication/2915783","2915783"
"Bielefeld University","2017","1636.65","10.1371/journal.pone.0177550",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203","https://creativecommons.org/licenses/by/4.0/",NA,"https://pub.uni-bielefeld.de/publication/2911452","2911452"
"Bielefeld University","2017","1636.65","10.1371/journal.pone.0177278",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,NA,"https://pub.uni-bielefeld.de/publication/2912114","2912114"
"Bielefeld University","2017","1072.55","10.4236/health.2017.97077",FALSE,"Scientific Research Publ.","Health",NA,NA,NA,"https://pub.uni-bielefeld.de/publication/2912405","2912405"
"Bielefeld University","2017","340.45","10.3390/robotics6040038",FALSE,"MDPI AG","Robotics","2218-6581",NA,NA,"https://pub.uni-bielefeld.de/publication/2916286","2916286"
"Bielefeld University","2017","1396","10.1186/s12874-017-0369-6",FALSE,"Springer Nature","BMC Medical Research Methodology","1471-2288",NA,NA,"https://pub.uni-bielefeld.de/publication/2913113","2913113"
"Bielefeld University","2017","1517.99","10.1371/journal.pone.0182373",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,NA,"https://pub.uni-bielefeld.de/publication/2913283","2913283"
"Bielefeld University","2017","340.40","10.3390/robotics6040032",FALSE,"MDPI AG","Robotics","2218-6581",NA,NA,"https://pub.uni-bielefeld.de/publication/2914849","2914849"
"Bielefeld University","2017","1552.95","10.1038/s41598-017-14762-6",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,NA,"https://pub.uni-bielefeld.de/publication/2914894","2914894"
"Bielefeld University","2017","1816","10.1186/s12915-017-0450-y",FALSE,"Springer Nature","BMC Biology","1741-7007",NA,NA,"https://pub.uni-bielefeld.de/publication/2915518","2915518"
"Bielefeld University","2017","272.7","10.3390/robotics6040035",FALSE,"MDPI AG","Robotics","2218-6581",NA,NA,"https://pub.uni-bielefeld.de/publication/2915520","2915520"
"Bielefeld University","2017","1514.22","10.1371/journal.pone.0189067",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203","https://creativecommons.org/licenses/by/4.0/",NA,"https://pub.uni-bielefeld.de/publication/2915823","2915823"
"Bielefeld University","2017","1386.35","10.1038/srep40586",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,NA,"https://pub.uni-bielefeld.de/publication/2908018","2908018"
"Bielefeld University","2017","1820.7","10.1002/ece3.2937",FALSE,"Wiley-Blackwell","Ecology and Evolution","2045-7758",NA,NA,"https://pub.uni-bielefeld.de/publication/2910479","2910479"
"Bielefeld University","2017","2109.3","10.3389/fpsyg.2017.00774",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,NA,"https://pub.uni-bielefeld.de/publication/2911597","2911597"
"Bielefeld University","2017","1946.84","10.2147/ndt.s142067",FALSE,"Dove Press","Neuropsychiatric Disease and Treatment","1178-2021",NA,NA,"https://pub.uni-bielefeld.de/publication/2912406","2912406"
