"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Bielefeld U",2015,1340,"10.1186/s12874-015-0028-8",FALSE,"Springer Nature","BMC Medical Research Methodology","1471-2288",NA,"1471-2288",NA,TRUE,"25902850","PMC4422142",NA,NA,TRUE
"Bielefeld U",2015,1598.17,"10.1186/1471-2105-16-s19-s1",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105","1471-2105",NA,NA,TRUE,"26695008","PMC4686795",NA,NA,TRUE
"Bielefeld U",2015,1765.75,"10.3390/ijerph121215019",FALSE,"MDPI AG","International Journal of Environmental Research and Public Health","1660-4601",NA,"1660-4601",NA,TRUE,"26690463","PMC4690955",NA,NA,TRUE
"Bielefeld U",2015,1655,"10.3390/ijerph121215030",FALSE,"MDPI AG","International Journal of Environmental Research and Public Health","1660-4601",NA,"1660-4601",NA,TRUE,"26694430","PMC4690966",NA,NA,TRUE
"Bielefeld U",2015,1396,"10.1186/s12859-015-0726-6",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105",NA,"1471-2105",NA,TRUE,"26377912","PMC4573686",NA,NA,TRUE
"Bielefeld U",2015,1272,"10.1186/s12864-015-1232-y",FALSE,"Springer Nature","BMC Genomics","1471-2164","1471-2164",NA,NA,TRUE,"25730202","PMC4336690",NA,NA,TRUE
"Bielefeld U",2015,912,"10.3389/fncom.2015.00107",FALSE,"Frontiers Media SA","Frontiers in Computational Neuroscience","1662-5188",NA,"1662-5188",NA,TRUE,"26347644","PMC4543877",NA,NA,TRUE
"Bielefeld U",2015,1264,"10.1186/s13015-015-0041-9",FALSE,"Springer Nature","Algorithms for Molecular Biology","1748-7188",NA,"1748-7188",NA,TRUE,"25859276","PMC4391664",NA,NA,TRUE
"Bielefeld U",2015,1610,"10.3389/fpubh.2015.00274",FALSE,"Frontiers Media SA","Frontiers in Public Health","2296-2565",NA,"2296-2565",NA,TRUE,"26734598","PMC4683168",NA,NA,TRUE
"Bielefeld U",2015,1331.48,"10.4236/health.2015.712190",FALSE,"Scientific Research Publishing, Inc,","Health","1949-4998","1949-4998","1949-5005","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"Bielefeld U",2015,1207,"10.3389/fpsyg.2015.01923",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26733914","PMC4686700",NA,NA,TRUE
"Bielefeld U",2015,1396,"10.1186/s12866-015-0615-1",FALSE,"Springer Nature","BMC Microbiology","1471-2180",NA,"1471-2180",NA,TRUE,"26680455","PMC4683858",NA,NA,TRUE
"Bielefeld U",2015,1396,"10.1186/s12864-015-2254-1",FALSE,"Springer Nature","BMC Genomics","1471-2164",NA,"1471-2164",NA,TRUE,"26645667","PMC4673757",NA,NA,TRUE
"Bielefeld U",2015,1396,"10.1186/s12955-015-0388-0",FALSE,"Springer Nature","Health and Quality of Life Outcomes","1477-7525",NA,"1477-7525",NA,TRUE,"26654565","PMC4675011",NA,NA,TRUE
"Bielefeld U",2015,1596,"10.1186/s12960-015-0088-1",FALSE,"Springer Nature","Human Resources for Health","1478-4491",NA,"1478-4491",NA,TRUE,"26578155","PMC4647336",NA,NA,TRUE
"Bielefeld U",2015,1396,"10.1186/s12889-015-2489-4",FALSE,"Springer Nature","BMC Public Health","1471-2458",NA,"1471-2458",NA,TRUE,"26627181","PMC4667413",NA,NA,TRUE
"Bielefeld U",2015,1386.35,"10.1038/srep16279",FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322",NA,TRUE,"26549018","PMC4637861",NA,NA,TRUE
"Bielefeld U",2015,1630.3,"10.3402/gha.v8.29016",FALSE,"Co-Action Publishing","Global Health Action","1654-9880","1654-9716","1654-9880",NA,TRUE,"26477878","PMC4609650",NA,NA,TRUE
"Bielefeld U",2015,1309,"10.4236/health.2015.711154",FALSE,"Scientific Research Publishing, Inc,","Health","1949-4998","1949-4998","1949-5005","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE
"Bielefeld U",2015,1265,"10.3389/fnmol.2015.00069",FALSE,"Frontiers Media SA","Frontiers in Molecular Neuroscience","1662-5099",NA,"1662-5099",NA,TRUE,"26635522","PMC4656838",NA,NA,TRUE
"Bielefeld U",2015,650.93,"10.1002/acn3.269",FALSE,"Wiley-Blackwell","Annals of Clinical and Translational Neurology","23289503",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"26783551","PMC4704482",NA,NA,FALSE
"Bielefeld U",2015,1207,"10.3389/fnsys.2015.00176",FALSE,"Frontiers Media SA","Frontiers in Systems Neuroscience","1662-5137",NA,"1662-5137",NA,TRUE,"26732235","PMC4685059",NA,NA,TRUE
"Bielefeld U",2015,1605,"10.1186/1742-9994-12-S1-S1",FALSE,"Springer Nature","Frontiers in Zoology","1742-9994","1742-9994",NA,NA,TRUE,NA,NA,NA,NA,TRUE
"Bielefeld U",2015,1199,"10.1371/journal.pone.0139494",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26436732","PMC4593647",NA,NA,TRUE
"Bielefeld U",2015,1520,"10.3389/fpsyg.2015.00316",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"25859228","PMC4373255",NA,NA,TRUE
"Bielefeld U",2015,614,"10.3389/fpsyg.2015.01579",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26578997","PMC4624848",NA,NA,TRUE
"Bielefeld U",2015,1520,"10.3389/fnint.2015.00036",FALSE,"Frontiers Media SA","Frontiers in Integrative Neuroscience","1662-5145",NA,"1662-5145",NA,TRUE,"26074790","PMC4443275",NA,NA,TRUE
"Bielefeld U",2015,910,"10.3389/fpsyg.2015.01600",FALSE,"Frontiers Media SA","Frontiers in Psychology","1664-1078",NA,"1664-1078",NA,TRUE,"26539143","PMC4609831",NA,NA,TRUE
"Bielefeld U",2015,1262,"10.1371/journal.pone.0142316",FALSE,"Public Library of Science (PLoS)","PLOS ONE","1932-6203",NA,"1932-6203","http://creativecommons.org/licenses/by/4.0/",TRUE,"26529513","PMC4631499",NA,NA,TRUE
