"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Bielefeld U",2026,4522,"10.12907/978-3-593-45057-5",FALSE,"Campus Verlag","Imperien","978-3-593-45057-5",NA,"978-3-593-45057-5","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,FALSE
"Bielefeld U",2025,1437,"10.14220/9783737016667",FALSE,"V&R unipress","Buchblogs zwischen Passion und Profession","978-3-7370-1666-7",NA,"978-3-7370-1666-7",NA,TRUE,TRUE
"",,,"","","","","","","","","",""
"Bielefeld U",2024,4499.39,"10.1007/978-3-662-70714-2",FALSE,"Springer Berlin Heidelberg","Assessing Feasibility with Value-laden Models","978-3-662-70713-5","978-3-662-70713-5","978-3-662-70714-2","https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Bielefeld U",2025,3000,"10.14361/9783839473054",FALSE,"transcript Verlag","Diakonie zwischen Inklusion und Exklusion","978-3-8376-7305-0","978-3-8376-7305-0","978-3-8394-7305-4","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"Bielefeld U",2025,4649.93,"10.3262/978-3-7799-8475-7",FALSE,"Beltz","Impulse für eine pflegebeziehungsorientierte institutionelle Kleinstkinderziehung","978-3-7799-8475-7",NA,"978-3-7799-8475-7","https://creativecommons.org/licenses/by-sa/4.0/legalcode",TRUE,TRUE
"Bielefeld U",2026,15629.3,"10.51952/9781447379249",FALSE,"The Policy Press","The Contradictions of Market Socialism","978-1-4473-7924-9","978-1-4473-7922-5","978-1-4473-7924-9",NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"Bielefeld U",2025,4500,"10.35468/6110",FALSE,"Verlag Julius Klinkhardt","Im Alltag der Reform. Gespräche zu den Gründungs- und Anfangsjahren der Laborschule Bielefeld","978-3-7815-2655-6","978-3-7815-2655-6",NA,NA,TRUE,FALSE
"Bielefeld U",2025,6991.25,"10.14361/9783839474686",FALSE,"transcript Verlag","Institution – Wissen – Migration","978-3-8376-7468-2","978-3-8376-7468-2","978-3-8394-7468-6","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Bielefeld U",2025,5355,"10.14361/9783839400043",FALSE,"transcript Verlag","Critical Political Theory","978-3-8376-5215-4","978-3-8376-5215-4","978-3-8394-0004-3","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Bielefeld U",2025,3451,"10.37307/b.978-3-503-24005-0",FALSE,"Erich Schmidt Verlag GmbH & Co. KG","Wechselwörter","978-3-503-24005-0",NA,"978-3-503-24005-0",NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"Bielefeld U",2025,4268.06,"10.3224/84743412",FALSE,"Verlag Barbara Budrich","Dass dir das Leben gelinge – Werte und Zugehörigkeit im Kontext von Familie, Migration und Glaube","978-3-8474-3412-2","978-3-8474-3412-2",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,FALSE
"Bielefeld U",2025,5441,"10.14361/9783839470169",FALSE,"Bielefeld University Press","Visual Representations – Handbook of the Anthropocene in Latin America VI","978-3-8376-7016-5","978-3-8376-7016-5","978-3-8394-7016-9","https://creativecommons.org/licenses/by-sa/4.0",TRUE,FALSE
"Bielefeld U",2026,7021,"10.14361/9783839477632",FALSE,"transcript Verlag","Worldmaking Projects and the Infrastructural Nexus","978-3-8376-8178-9","978-3-8376-8178-9","978-3-8394-7763-2","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2026,1000,"10.14361/9783839405833",FALSE,"transcript Verlag","Figurationsprozesse der Einwanderungsgesellschaft II","978-3-8376-7756-0","978-3-8376-7756-0","978-3-8394-0583-3","https://creativecommons.org/licenses/by-sa/4.0",TRUE,FALSE
"Bielefeld U",2025,9903.8,"10.5771/9783748962663",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Das Gesetz des Wohnungsmarktes","978-3-7489-6266-3","978-3-7489-6266-3",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Bielefeld U",2024,4500,"10.14361/9783839400791",FALSE,"transcript Verlag","Übersetzte Welten","978-3-8376-7745-4","978-3-8376-7745-4","978-3-8394-0079-1","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Bielefeld U",2025,3101.14,"10.1007/978-3-662-70702-9",FALSE,"Springer Berlin Heidelberg","Nachhaltigkeit und Wirtschaftsrecht","978-3-662-70701-2","978-3-662-70701-2","978-3-662-70702-9","https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Bielefeld U",2025,7140,"10.4324/9781003627012",FALSE,"Routledge","The Autonomy of Normativity","978-1-003-62701-2",NA,"978-1-003-62701-2",NA,TRUE,TRUE
"Bielefeld U",2025,4500,"10.5771/9783748949848",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Haltung zeigen – Demokratie stärken","978-3-7489-4984-8","978-3-7489-4984-8",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Bielefeld U",2025,5829.41,"10.1515/9783110982152",FALSE,"De Gruyter","Handbuch Wirtschaft und Religion","978-3-11-099572-5","978-3-11-099572-5","978-3-11-098215-2","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2025,7318.5,"10.14361/9783839425091",FALSE,"transcript Verlag","Musikvermittlung im postdigitalen Zeitalter","978-3-8376-7879-6","978-3-8376-7879-6","978-3-8394-2509-1","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2025,5300,"10.3262/978-3-7799-8589-1",FALSE,"Beltz","Interpretation als Kritik","978-3-7799-8589-1",NA,"978-3-7799-8589-1","https://creativecommons.org/licenses/by/4.0/legalcode",TRUE,FALSE
"Bielefeld U",2025,5999.99,"10.64136/igbb3218",FALSE,"Bielefeld University Press","Diagnostizieren und Fördern mathematischer Basiskompetenzen","978-3-69129-011-0","978-3-69129-011-0",NA,NA,TRUE,FALSE
"Bielefeld U",2026,5355,"10.1163/9789004754171",FALSE,"Brill","Styles of Faith","978-90-04-75417-1","978-90-04-75416-4","978-90-04-75417-1",NA,TRUE,FALSE
"Bielefeld U",2025,4498.2,"10.1628/978-3-16-164746-8",FALSE,"Mohr Siebeck","Das Recht der digital-ökologischen Transformation","978-3-16-164746-8",NA,"978-3-16-164746-8","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"Bielefeld U",2026,9282,"10.1628/978-3-16-164748-2",FALSE,"Mohr Siebeck","Ungleichbehandlungen vorfindlich Gleicher","978-3-16-164748-2",NA,"978-3-16-164748-2",NA,TRUE,FALSE
"Bielefeld U",2026,2700,"10.14361/9783839475348",FALSE,"transcript Verlag","Drug Assemblages – Policies, Counternarratives, and Local Experiences","978-3-8376-8127-7","978-3-8376-8127-7","978-3-8394-7534-8","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Bielefeld U",2025,5341.46,"10.3998/mpub.14540336",FALSE,"University of Michigan Press","The Politics of Beginning","978-0-472-07765-6","978-0-472-07765-6","978-0-472-90524-9",NA,TRUE,FALSE
"",,,"","","","","","","","","",""
