"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"Bielefeld University","2019","1641.78","10.1371/journal.pone.0226519",FALSE,"Public Library of Science","PloS One","1932-6203","cc_by_4_0","31856200","https://pub.uni-bielefeld.de/publication/2939367","2939367"
"Bielefeld University","2019","865.58","10.3390/insects10120432",FALSE,"MDPI","Insects","2075-4450","cc_by_4_0","31801222","https://pub.uni-bielefeld.de/publication/2939253","2939253"
"Bielefeld University","2019","1733.10","10.1038/s41598-019-54928-y",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4_0","31819093","https://pub.uni-bielefeld.de/publication/2939510","2939510"
"Bielefeld University","2019","1480.36","10.1093/scan/nsz075",FALSE,"Oxford University Press","Social Cognitive and Affective Neuroscience","1749-5016","cc_by_4_0","31593232","https://pub.uni-bielefeld.de/publication/2938015","2938015"
"Bielefeld University","2019","1641.78","10.1371/journal.pone.0226496",FALSE,"Public Library of Sciences","PLOS ONE","1932-6203","cc_by_4_0","31887150","https://pub.uni-bielefeld.de/publication/2939901","2939901"
"Bielefeld University","2019","1457.06","10.3390/molecules24234412",FALSE,"MDPI","Molecules","1420-3049","cc_by_4_0","31816856","https://pub.uni-bielefeld.de/publication/2939318","2939318"
"Bielefeld University","2018","1517.99","10.1371/journal.pone.0194070",FALSE,"PLOS ONE","PLOS One","1932-6203","cc_by_4_0","29522546","https://pub.uni-bielefeld.de/publication/2918596","2918596"
"Bielefeld University","2018","1447.06","10.1371/journal.pone.0207093",FALSE,"Public Library of Science","PLOS One","1932-6203","cc_by_4_0","30419048","https://pub.uni-bielefeld.de/publication/2932083","2932083"
"Bielefeld University","2018","1901.62","10.2147/ndt.s164899",FALSE,"Dove Medical Press Ltd.","Neuropsychiatric Disease and Treatment","1178-2021","cc_by_nc_3_0","30275696","https://pub.uni-bielefeld.de/publication/2931200","2931200"
"Bielefeld University","2018","1839.07","10.3389/fpsyg.2018.02371",FALSE,"Frontiers Media","Frontiers in Psychology","1664-1078","cc_by_4_0","30555390","https://pub.uni-bielefeld.de/publication/2932180","2932180"
"Bielefeld University","2018","1232.60","10.3390/ijerph15071363",FALSE,"MDPI AG","International Journal of Environmental Research and Public Health","1660-4601","cc_by_4_0","29958469","https://pub.uni-bielefeld.de/publication/2921144","2921144"
"Bielefeld University","2018","1630.30","10.1038/s41598-018-28251-x",FALSE,"Springer Nature","Scientific Reports","2045-2322","cc_by_4_0","29955156","https://pub.uni-bielefeld.de/publication/2921023","2921023"
"Bielefeld University","2018","2045.45","10.1364/oe.26.028312",FALSE,"The Optical Society","Optics Express","1094-4087",NA,"30470005","https://pub.uni-bielefeld.de/publication/2931609","2931609"
