institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
miun,2024,7855.26,10.1017/9781009314695,FALSE,,"Policy Entrepreneurs, Crises, and Policy Change",9781009314695,,
