"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Passau U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",55380.26,"05ydjnb78_sn2024deal_2024"
"Passau U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",6790.32,"05ydjnb78_sn2024deal_2024"
"Passau U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",73840.36,"05ydjnb78_sn2020deal_2023"
"Passau U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",9053.76,"05ydjnb78_sn2020deal_2023"
"Passau U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",73840.36,"05ydjnb78_sn2020deal_2022"
"Passau U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",9053.76,"05ydjnb78_sn2020deal_2022"
"Passau U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",29393.0,"05ydjnb78_els2023deal_2024"
"Passau U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",39643.5,"05ydjnb78_els2023deal_2024"
"Passau U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish",15003.06,"05ydjnb78_tf2024zbw_2024"
"Passau U","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"read",121411.31,"05ydjnb78_tf2024zbw_2024"
"Passau U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",38490.49,"05ydjnb78_wiley2019deal_2023"
"Passau U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",33251.88,"05ydjnb78_wiley2019deal_2023"
"Passau U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",41239.82,"05ydjnb78_wiley2019deal_2022"
"Passau U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",35627.01,"05ydjnb78_wiley2019deal_2022"
"Passau U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",19117.86,"05ydjnb78_sage2024gac_2024"
"Passau U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",17190.01,"05ydjnb78_sage2024gac_2024"
"Passau U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2023,2023,"publish and read",33307.53,"05ydjnb78_sage2021gac_2023"
"Passau U","German Academic Consortium, 133 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2021-2023","sage2021gac",2022,2022,"publish and read",32798.56,"05ydjnb78_sage2021gac_2022"
