institution;period;euro;doi;backlist_oa;publisher;book_title;isbn;isbn_print;isbn_electronic;license_ref;indexed_in_crossref;doab
Universität Passau;2018;4760;10.3726/b14456 ;FALSE;;;;;;;;
Universität Passau;2019;4522;10.5771/9783748901525;FALSE;;;;;;;;
Universität Passau;2020;4760;10.3726/b16655;FALSE;;;;;;;;
Universität Passau;2020;4466;10.5771/9783748901334;FALSE;;;;;;;;
Universität Passau;2020;3364,83;10.14361/9783839451717 ;FALSE;;;;;;;;
Universität Passau;2020;5000;10.5771/9783748925149 ;FALSE;;;;;;;;
Universität Passau;2021;1960;10.35468/5900;FALSE;;;;;;;;
Universität Passau;2021;2500;10.5771/9783748923428;FALSE;;;;;;;;
Universität Passau;2021;2578;10.1515/9783110727555;FALSE;;;;;;;;
Universität Passau;2021;5000;10.5771/9783748924647 ;FALSE;;;;;;;;
Universität Passau;2021;2000;10.5771/9783748921431 ;FALSE;;;;;;;;
Universität Passau;2021;2000;10.3790/978-3-428-58522-9 ;FALSE;;;;;;;;
Universität Passau;2022;4188,81;10.3726/b19074 ;FALSE;;;;;;;;
Universität Passau;2022;3165,28;10.5771/9783968218557 ;FALSE;;;;;;;;
Universität Passau;2022;2000;10.5771/9783748929994;FALSE;;;;;;;;
Universität Passau;2022;2677,5;10.5771/9783748931317;FALSE;;;;;;;;
Universität Passau;2023;5952,5;10.1007/978-3-658-42793-1;FALSE;;;;;;;;
Universität Passau;2023;2980;10.3262/9783779972778;FALSE;;;;;;;;
Universität Passau;2023;2140;10.1628/978-3-16-162034-8;FALSE;;;;;;;;
Universität Passau;2023;2000;10.1628/978-3-16-162296-0 ;FALSE;;;;;;;;
Universität Passau;2023;5000;10.5771/9783748914907;FALSE;;;;;;;;
Universität Passau;2023;5000;10.30965/9783657790814;FALSE;;;;;;;;
