"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Passau U",2018,4760,"10.3726/b14456",FALSE,"Peter Lang","¿Discapacidad?","978-3-631-76312-4",NA,"978-3-631-76312-4",NA,TRUE,FALSE
"Passau U",2019,4522,"10.5771/9783748901525",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Autonomie der Trauer","978-3-7489-0152-5","978-3-7489-0152-5",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2020,4760,"10.3726/b16655",FALSE,"Peter Lang","Inclusión, integración, diferenciación","978-3-631-81506-9",NA,"978-3-631-81506-9",NA,TRUE,FALSE
"Passau U",2020,4466,"10.5771/9783748901334",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Fake News und Desinformation","978-3-7489-0133-4","978-3-7489-0133-4",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2020,3364.83,"10.14361/9783839451717",FALSE,"transcript Verlag","Southeast Asian Transformations","978-3-8376-5171-3","978-3-8376-5171-3","978-3-8394-5171-7","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Passau U",2020,5000,"10.5771/9783748925149",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Assistenzsysteme in der Industrie 4.0","978-3-7489-2514-9","978-3-7489-2514-9",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2021,1960,"10.35468/5900",FALSE,"Verlag Julius Klinkhardt","Schule entwickeln: Jahrgangsmischung in der Grundschule. Eine empirische Studie zur pragmatisch bedingten Initiierung und Implementierung aus Sicht von Schulleitungen und Lehrkräften","978-3-7815-2460-6","978-3-7815-2460-6",NA,"http://creativecommons.org/licenses/by-nc-nd/4.0/deed.de",TRUE,TRUE
"Passau U",2021,2500,"10.5771/9783748923428",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Reformbedarf des Kunsturhebergesetzes im digitalen Zeitalter","978-3-7489-2342-8","978-3-7489-2342-8",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2021,2578,"10.1515/9783110727555",FALSE,"De Gruyter","Hispanos en el mundo","978-3-11-072755-5",NA,"978-3-11-072755-5","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Passau U",2021,5000,"10.5771/9783748924647",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Die Rechtsstellung des angemeldeten Verbrauchers in der Musterfeststellungsklage","978-3-7489-2464-7","978-3-7489-2464-7",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2021,2000,"10.5771/9783748921431",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Der Ausschluss aus der staatlichen Parteienfinanzierung","978-3-7489-2143-1","978-3-7489-2143-1",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2021,2000,"10.3790/978-3-428-58522-9",FALSE,"Duncker & Humblot","Private Schadensgestaltung als Drittbelastung","978-3-428-58522-9","978-3-428-58522-9",NA,NA,TRUE,FALSE
"Passau U",2022,4188.81,"10.3726/b19074",FALSE,"Peter Lang","Gemeinsam/Together","978-3-631-86781-5",NA,"978-3-631-86781-5",NA,TRUE,TRUE
"Passau U",2022,3165.28,"10.5771/9783968218557",FALSE,"Rombach Wissenschaft – ein Verlag in der Nomos Verlagsgesellschaft","Sterblichkeit und Erinnerung","978-3-96821-855-7","978-3-96821-855-7",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Passau U",2022,2000,"10.5771/9783748929994",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Handelsgerichtsbarkeit","978-3-7489-2999-4","978-3-7489-2999-4",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Passau U",2022,2677.5,"10.5771/9783748931317",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Beieinander an getrennten Orten","978-3-7489-3131-7","978-3-7489-3131-7",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Passau U",2023,5952.5,"10.1007/978-3-658-42793-1",FALSE,"Springer Fachmedien Wiesbaden","Mirrored Spaces","978-3-658-42792-4","978-3-658-42792-4","978-3-658-42793-1","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Passau U",2023,2980,"10.3262/9783779972778",FALSE,"Beltz","Jahrbuch für Tod und Gesellschaft 2023","978-3-7799-7276-1","978-3-7799-7276-1","978-3-7799-7277-8",NA,FALSE,FALSE
"Passau U",2023,2140,"10.1628/978-3-16-162034-8",FALSE,"Mohr Siebeck","Rechtsfragen algorithmischer Preisdiskriminierung","978-3-16-162034-8",NA,"978-3-16-162034-8",NA,TRUE,FALSE
