institution;apc;doi;period;is_hybrid;currency
Consejo Superior de Investigaciones Cientificas (CSIC);2139;10.5194/bg-19-47-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1674;10.5194/nhess-22-599-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1488;10.5194/tc-16-2009-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1386;10.5194/acp-22-8439-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);252;10.5194/adgeo-59-1-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);252;10.5194/adgeo-59-9-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);3069;10.5194/bg-19-3791-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1767;10.5194/bg-19-4619-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1581;10.5194/acp-22-9111-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1581;10.5194/amt-15-5479-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1395;10.5194/hess-26-4093-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);1860;10.5194/nhess-22-3839-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);324;10.5194/adgeo-59-17-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);288;10.5194/adgeo-59-37-2022;01/01/2022;FALSE;EUR
Consejo Superior de Investigaciones Cientificas (CSIC);2139;10.5194/os-18-1781-2022;01/01/2022;FALSE;EUR
