"institution";"period";"euro";"doi";"backlist_oa";"publisher";"book_title";"isbn";"isbn_print";"isbn_electronic";"license_ref";"indexed_in_crossref";"doab"
"Aix-Marseille Université";2022;1766;;"FALSE";"Archaeopress";;9781803273754;;;;;
"Aix-Marseille Université";2022;1803;10.4324/9781315691794";"FALSE";"Taylor & Francis";;;;;;;
