"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title ";"issn";"issn_print";" issn_electronic";"url"
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0033062";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0031676";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0031490";"FALSE";;;;;;
"Aix Marseille Université";2012;1755;"10.1371/journal.pntd.0001540";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0034423";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0031744";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0031479";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0030677";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0020499";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0034754";"FALSE";;;;;;
"Aix Marseille Université";2012;936;"10.1155/2012/697610";"FALSE";;;;;;
"Aix Marseille Université";2012;390;"10.1155/2012/103608";"FALSE";;;;;;
"Aix Marseille Université";2012;1159,2;"10.3390/molecules17044313";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0034754";"FALSE";;;;;;
"Aix Marseille Université";2012;1755;"10.1371/journal.pntd.0001652";"FALSE";;;;;;
"Aix Marseille Université";2012;546;"10.1371/journal.pone.0038624";"FALSE";;;;;;
"Aix Marseille Université";2012;2246,01;"10.1016/j.micpath.2012.05.007";"TRUE";;;;;;
"Aix Marseille Université";2012;1755;"10.1371/journal.pntd.0001697";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0038792";"FALSE";;;;;;
"Aix Marseille Université";2012;1159,2;"10.3390/molecules17078105";"FALSE";;;;;;
"Aix Marseille Université";2012;695;"10.1186/1752-1947-6-120";"FALSE";;;;;;
"Aix Marseille Université";2012;750;"10.1186/1756-0500-5-238";"FALSE";;;;;;
"Aix Marseille Université";2012;1755;"10.1371/journal.pntd.0001810";"FALSE";;;;;;
"Aix Marseille Université";2012;1080,3;"10.1364/BOE.3.002907";"FALSE";;;;;;
"Aix Marseille Université";2012;2318,4;"10.3390/ijms131013461";"FALSE";;;;;;
"Aix Marseille Université";2012;2700;"10.1038/ismej.2012.101";"TRUE";;;;;;
"Aix Marseille Université";2012;1386,84;"10.1364/OE.20.026089";"FALSE";;;;;;
"Aix Marseille Université";2012;1585;"10.1186/1471-2148-12-186";"FALSE";;;;;;
"Aix Marseille Université";2012;890;"10.1186/1756-0500-5-527";"FALSE";;;;;;
"Aix Marseille Université";2012;1266;"10.1186/1687-6180-2012-118";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0026134";"FALSE";;;;;;
"Aix Marseille Université";2012;1046;"10.1038/srep00779";"FALSE";;;;;;
"Aix Marseille Université";2012;585;"10.1155/2013/391389";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0049065";"FALSE";;;;;;
"Aix Marseille Université";2012;947,7;"10.1371/journal.pone.0052429";"FALSE";;;;;;
"Aix Marseille Université";2012;1755;"10.1371/journal.pntd.0001999";"FALSE";;;;;;
"Aix Marseille Université";2012;1615;"10.1186/1471-2180-12-294";"FALSE";;;;;;
"Aix Marseille Université";2012;1755;"10.1371/journal.pntd.0002004";"FALSE";;;;;;
"Aix Marseille Université";2012;1053;"10.1371/journal.pone.0051915";"FALSE";;;;;;
"Aix Marseille Université";2012;1324,8;"10.3390/molecules18010097";"FALSE";;;;;;
"Aix Marseille Université";2012;900;"10.1186/1756-0500-5-528";"FALSE";;;;;;
