"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn";"issn_print";"issn_electronic";"url"
"Université Gustave Eiffel";2021;1490,48;"10.1109/ACCESS.2021.3071214";FALSE;;;;;;
"Université Gustave Eiffel";2021;1472,1;"10.1109/ACCESS.2021.3093987";FALSE;;;;;;
"Université Gustave Eiffel";2021;1766,52;"10.1109/ACCESS.2021.3105815";FALSE;;;;;;
"Université Gustave Eiffel";2021;530;"10.1016/j.cscm.2021.e00626";TRUE;;;;;;
"Université Gustave Eiffel";2021;457,5;"10.1016/j.dib.2021.106855";FALSE;;;;;;
"Université Gustave Eiffel";2021;330;"10.1016/j.dib.2021.107366";FALSE;;;;;;
"Université Gustave Eiffel";2021;1185;"10.1016/j.tbs.2020.12.005";TRUE;;;;;;
"Université Gustave Eiffel";2021;1162,5;"10.1016/j.trb.2021.01.004";TRUE;;;;;;
"Université Gustave Eiffel";2021;2085;"10.1016/j.trb.2021.05.002";TRUE;;;;;;
"Université Gustave Eiffel";2021;2420;"10.1016/j.uclim.2021.100925";TRUE;;;;;;
"Université Gustave Eiffel";2021;1690;"10.1038/s41598-021-89960-4";FALSE;;;;;;
"Université Gustave Eiffel";2021;2650;"10.1080/00423114.2020.1854319";TRUE;;;;;;
"Université Gustave Eiffel";2021;2650;"10.1080/00423114.2021.1947510";TRUE;;;;;;
"Université Gustave Eiffel";2021;2650;"10.1080/00423114.2021.1977832";TRUE;;;;;;
"Université Gustave Eiffel";2021;1255;"10.1186/s12544-021-00508-z ";FALSE;;;;;;
"Université Gustave Eiffel";2021;500;"10.15837/ijccc.2021.3.4240";FALSE;;;;;;
"Université Gustave Eiffel";2021;1598,28;"10.3389/fbuil.2021.743948";FALSE;;;;;;
"Université Gustave Eiffel";2021;1803,43;"10.3390/app11146571";FALSE;;;;;;
"Université Gustave Eiffel";2021;1803,43;"10.3390/app11167654";FALSE;;;;;;
"Université Gustave Eiffel";2021;1018,71;"10.3390/brainsci11020196";FALSE;;;;;;
"Université Gustave Eiffel";2021;1667,75;"10.3390/en13246575";FALSE;;;;;;
"Université Gustave Eiffel";2021;831,26;"10.3390/fi13020022";FALSE;;;;;;
"Université Gustave Eiffel";2021;901,39;"10.3390/ma14071625 ";FALSE;;;;;;
"Université Gustave Eiffel";2021;903,67;"10.3390/ma14071700";FALSE;;;;;;
"Université Gustave Eiffel";2021;1036,97;"10.3390/ma14185120";FALSE;;;;;;
"Université Gustave Eiffel";2021;1082,06;"10.3390/rs13183729";FALSE;;;;;;
"Université Gustave Eiffel";2021;1082,06;"10.3390/s21206874";FALSE;;;;;;
"Université Gustave Eiffel";2021;1715,51;"10.3390/su13063179";FALSE;;;;;;
"Université Gustave Eiffel";2021;1309;"10.5194/hess-25-2979-2021";FALSE;;;;;;
"Université Gustave Eiffel";2021;1001;"10.5194/hess-25-671-2021 ";FALSE;;;;;;
"Université Gustave Eiffel";2021;480;"10.7307/ptt.v33i3.3687 ";FALSE;;;;;;
"Université Gustave Eiffel";2021;1257,48;"10.32604/cmc.2022.024345";FALSE;;;;;;
