institution,period,euro,doi,backlist_oa,publisher,book_title,isbn_1,isbn_2,isbn_3
sh,2023,5390.53,,FALSE,Brepols,"Guests, Strangers, Aliens, Enemies: Ambiguities of Hospitality in the Latin Middle Ages, 1000-1350",9782503610924,,
sh,2023,8363.78,10.1515/978-3-11-134065-4,FALSE,Walter de Gruyter,"Navigating the News: Young People, Digital Culture and Everyday Life",9783111340654,,
