"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Oldenburg U","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib",2024,2024,"publish",15575.43,"033n9gh91_acs2023tib_2024"
"Oldenburg U","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib",2024,2024,"read",67304.0,"033n9gh91_acs2023tib_2024"
"Oldenburg U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"publish",6623.99,"033n9gh91_aip2024tib_2024"
"Oldenburg U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",19545.52,"033n9gh91_aip2024tib_2024"
"Oldenburg U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"publish",5090.37,"033n9gh91_cam2022gac_2024"
"Oldenburg U","German Academic Consortium, 103 participants, administered by Bayerische Staatsbibliothek","CUP (BSB) 2022-2024","cam2022gac",2024,2024,"read",23505.45,"033n9gh91_cam2022gac_2024"
"Oldenburg U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",51841.5,"033n9gh91_els2023deal_2024"
"Oldenburg U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",77762.25,"033n9gh91_els2023deal_2024"
"Oldenburg U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",3622.36,"033n9gh91_hogrefe2024gac_2024"
"Oldenburg U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",3257.08,"033n9gh91_hogrefe2024gac_2024"
"Oldenburg U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",36558.58,"033n9gh91_iop2022tib_2024"
"Oldenburg U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",10957.34,"033n9gh91_iop2022tib_2024"
"Oldenburg U","ZB MED","Rockefeller University Press (ZB MED) 2024-2026","rup2024zbmed",2024,2024,"publish",3923.69,"033n9gh91_rup2024zbmed_2024"
"Oldenburg U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"publish",26462.28,"033n9gh91_rsc2024tib_2024"
"Oldenburg U","TIB Consortium","RSC (TIB) 2024-2027","rsc2024tib",2024,2024,"read",18814.29,"033n9gh91_rsc2024tib_2024"
"Oldenburg U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish",24184.85,"033n9gh91_sage2024gac_2024"
"Oldenburg U","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"read",21746.04,"033n9gh91_sage2024gac_2024"
"Oldenburg U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",116287.6,"033n9gh91_sn2024deal_2024"
