"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Bielefeld U","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",2958.57,"02hpadn98_acm2021hebis_2024"
"Bielefeld U","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",5582.52,"02hpadn98_acm2021hebis_2024"
"Bielefeld U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2024,2024,"read",22447.47,"02hpadn98_aip2024tib_2024"
"Bielefeld U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2023,2023,"publish",-15173.52,"02hpadn98_aip2024tib_2023"
"Bielefeld U","TIB Consortium","AIP (TIB) 2024-2026","aip2024tib",2023,2023,"read",-3358.26,"02hpadn98_aip2024tib_2023"
"Bielefeld U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2025,2025,"publish",63679.34,"02hpadn98_els2023deal_2025"
"Bielefeld U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2025,2025,"publish",85967.11,"02hpadn98_els2023deal_2025"
"Bielefeld U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2025,2025,"read",95519.01,"02hpadn98_els2023deal_2025"
"Bielefeld U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2025,2025,"read",57311.4,"02hpadn98_els2023deal_2025"
"Bielefeld U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",12364.92,"02hpadn98_els2023deal_2024"
"Bielefeld U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"publish",5873.02,"02hpadn98_hogrefe2024gac_2024"
"Bielefeld U","German Academic Consortium, 129 participating institutions, administered by SUB Göttingen","Hogrefe (SUB Göttingen) 2024-2026","hogrefe2024gac",2024,2024,"read",4748.26,"02hpadn98_hogrefe2024gac_2024"
"Bielefeld U","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",28601.15,"02hpadn98_iop2022tib_2024"
