"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"Saarland U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",77964.48,"01jdpyv68_els2023deal_2024"
"Saarland U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",116946.72,"01jdpyv68_els2023deal_2024"
"Saarland U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",224851.84,"01jdpyv68_sn2024deal_2024"
"Saarland U","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",30661.61,"01jdpyv68_sn2024deal_2024"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",142357.14,"01jdpyv68_wiley2024deal_2024"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",29157.49,"01jdpyv68_wiley2024deal_2024"
"Saarland U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",67410.0,"01jdpyv68_els2023deal_2024"
"Saarland U","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",49980.0,"01jdpyv68_els2023deal_2024"
"Saarland U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",40882.15,"01jdpyv68_sn2020deal_2022"
"Saarland U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",333425.16,"01jdpyv68_sn2020deal_2022"
"Saarland U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",40882.15,"01jdpyv68_sn2020deal_2023"
"Saarland U","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",333425.16,"01jdpyv68_sn2020deal_2023"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",150075.31,"01jdpyv68_wiley2019deal_2022"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",173718.68,"01jdpyv68_wiley2019deal_2022"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"read",-5558.52,"01jdpyv68_wiley2019deal_2022"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2022,2022,"publish",-6434.22,"01jdpyv68_wiley2019deal_2022"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",140070.29,"01jdpyv68_wiley2019deal_2023"
"Saarland U","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",162137.43,"01jdpyv68_wiley2019deal_2023"
