"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"TU Clausthal","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",12719.19,"04qb8nc58_wiley2024deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",62099.55,"04qb8nc58_wiley2024deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",2140.0,"04qb8nc58_wiley2024deal_2024"
"TU Clausthal","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib",2024,2024,"read",29945.38,"04qb8nc58_acs2023tib_2024"
"TU Clausthal","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib",2024,2024,"publish",8094.76,"04qb8nc58_acs2023tib_2024"
"TU Clausthal","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",9528.07,"04qb8nc58_sn2024deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",69872.52,"04qb8nc58_sn2024deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",2889.0,"04qb8nc58_sn2024deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",32159.92,"04qb8nc58_els2023deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",21440.66,"04qb8nc58_els2023deal_2024"
"TU Clausthal","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",2247.0,"04qb8nc58_els2023deal_2024"
"TU Clausthal","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"read",5217.32,"04qb8nc58_acm2021hebis_2024"
"TU Clausthal","hebis-Konsortium (German Academic Consortium)","ACM (hebis) 2021-2028","acm2021hebis",2024,2024,"publish",2486.19,"04qb8nc58_acm2021hebis_2024"
"TU Clausthal","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"read",1287.01,"04qb8nc58_iop2022tib_2024"
"TU Clausthal","TIB Consortium","IOP (TIB) 2022-2025","iop2022tib",2024,2024,"publish",3861.03,"04qb8nc58_iop2022tib_2024"
"TU Clausthal","ZBW Leibniz Information Centre for Economics","Taylor & Francis (ZBW) 2024-2026","tf2024zbw",2024,2024,"publish and read",1.07,"04qb8nc58_tf2024zbw_2024"
"TU Clausthal","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"read",61101.96,"04qb8nc58_wiley2019deal_2023"
"TU Clausthal","Projekt DEAL Consortium","Wiley (DEAL) 2019-2023","wiley2019deal",2023,2023,"publish",70728.19,"04qb8nc58_wiley2019deal_2023"
"TU Clausthal","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",12704.1,"04qb8nc58_sn2020deal_2023"
"TU Clausthal","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",103611.6,"04qb8nc58_sn2020deal_2023"
"TU Clausthal","TIB Consortium","ACS (TIB) 2023-2025","acs2023tib",2023,2023,"publish",4381.82,"04qb8nc58_acs2023tib_2023"
"TU Clausthal","TIB Consortium","IOP (TIB) 2022-2024","iop2022tib",2023,2023,"publish",4198.09,"04qb8nc58_iop2022tib_2023"
