"institution","consortium","contract_name","identifier","period_from","period_to","cost_type","euro","group_id"
"HS Furtwangen","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"publish",6099.0,"02m11x738_els2023deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"read",9148.5,"02m11x738_els2023deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Elsevier (DEAL) 2023-2028","els2023deal",2024,2024,"service fee",749.0,"02m11x738_els2023deal_2024"
"HS Furtwangen","German Academic Consortium, 154 participants, administered by Bayerische Staatsbibliothek","Sage (BSB) 2024-2025","sage2024gac",2024,2024,"publish and read",1852.4,"02m11x738_sage2024gac_2024"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"publish",20931.77,"02m11x738_sn2024deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"read",2854.33,"02m11x738_sn2024deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2024-2028","sn2024deal",2024,2024,"service fee",535.0,"02m11x738_sn2024deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"publish",888.1,"02m11x738_wiley2024deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"read",181.9,"02m11x738_wiley2024deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Wiley (DEAL) 2024-2028","wiley2024deal",2024,2024,"service fee",321.0,"02m11x738_wiley2024deal_2024"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"publish",24937.52,"02m11x738_sn2020deal_2023"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2023,2023,"read",3057.65,"02m11x738_sn2020deal_2023"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"publish",24937.52,"02m11x738_sn2020deal_2022"
"HS Furtwangen","Projekt DEAL Consortium","Springer Nature (DEAL) 2020-2023","sn2020deal",2022,2022,"read",3057.65,"02m11x738_sn2020deal_2022"
