institution_ror,institution,period,euro,doi,is_hybrid,opt-out,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/04z8jg394,GFZ-Potsdam,2023,4852.64,10.1038/s41467-023-42419-8,FALSE,FALSE,journal article,sn2020deal,04z8jg394_sn2020deal_2023,false,4852.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,960.0,10.1186/s40623-023-01942-0,FALSE,FALSE,journal article,sn2020deal,04z8jg394_sn2020deal_2023,false,960.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,1740.68,10.1038/s41598-023-47054-3,FALSE,FALSE,journal article,sn2020deal,04z8jg394_sn2020deal_2023,false,1740.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,2217.43,10.1038/s43247-023-01120-w,FALSE,FALSE,journal article,sn2020deal,04z8jg394_sn2020deal_2023,false,2217.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,1960.0,10.1029/2023gl103075,FALSE,FALSE,journal article,wiley2019deal,04z8jg394_wiley2019deal_2023,false,1960.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,1936.0,10.1029/2023sw003489,FALSE,FALSE,journal article,wiley2019deal,04z8jg394_wiley2019deal_2023,false,1936.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,1960.0,10.1029/2023gl105824,FALSE,FALSE,journal article,wiley2019deal,04z8jg394_wiley2019deal_2023,false,1960.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2023,2080.0,10.1029/2023wr035937,FALSE,FALSE,journal article,wiley2019deal,04z8jg394_wiley2019deal_2023,false,2080.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,2056.0,10.1111/bor.12649,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,2056.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1840.0,10.1029/2023gc011036,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,1840.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1920.0,10.1029/2024jh000160,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,1920.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,2295.04,10.1038/s43247-024-01417-4,FALSE,FALSE,journal article,sn2024deal,04z8jg394_sn2024deal_2024,false,2295.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1801.6,10.1038/s41598-024-59639-7,FALSE,FALSE,journal article,sn2024deal,04z8jg394_sn2024deal_2024,false,1801.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,2120.0,10.1029/2024av001327,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,2120.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,2032.0,10.1029/2024sw003925,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,2032.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1960.0,10.1029/2024gl109087,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,1960.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1960.0,10.1029/2024gl109517,FALSE,FALSE,journal article,wiley2024deal,04z8jg394_wiley2024deal_2024,false,1960.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1672.0,10.1016/j.ejrh.2024.101994,FALSE,FALSE,journal article,els2023deal,04z8jg394_els2023deal_2024,false,1672.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/04z8jg394,GFZ-Potsdam,2024,1060.28,10.1186/s40517-024-00318-1,FALSE,FALSE,journal article,sn2024deal,04z8jg394_sn2024deal_2024,false,1060.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
